"collectionunitid","analysisunitid","chronology.agemodel","sampleages.age","sampleages.ageolder","sampleages.ageyounger","source","TEMP_chronid"
5700,82195,"event",1834,1994,1684,"computed","TEMP970"
5700,82197,"event",1324,1454,1194,"computed","TEMP970"
5700,82195,"bounds",NA,2344,1344,"computed","TEMP969"
5700,82197,"bounds",NA,1754,894,"computed","TEMP969"
5701,82198,"event",1724,1884,1574,"computed","TEMP972"
5701,82198,"bounds",NA,2214,1254,"computed","TEMP971"
5704,82202,"event",1234,1414,1054,"computed","TEMP974"
5704,82202,"bounds",NA,1824,664,"computed","TEMP973"
5707,82205,"event",24574,25214,23974,"computed","TEMP976"
5707,82205,"bounds",NA,26504,22704,"computed","TEMP975"
5708,82207,"event",1024,1394,654,"computed","TEMP978"
5708,91847,"event",1124,1354,934,"computed","TEMP978"
5708,82211,"event",7584,7744,7424,"computed","TEMP978"
5708,82212,"event",7804,8344,7314,"computed","TEMP978"
5708,82213,"event",9584,9774,9434,"computed","TEMP978"
5708,82207,"bounds",NA,1964,74,"computed","TEMP977"
5708,91847,"bounds",NA,1744,604,"computed","TEMP977"
5708,82211,"bounds",NA,8114,7044,"computed","TEMP977"
5708,82212,"bounds",NA,9464,6194,"computed","TEMP977"
5708,82213,"bounds",NA,10144,9124,"computed","TEMP977"
5709,82217,"event",3354,3594,3124,"computed","TEMP980"
5709,82217,"bounds",NA,4114,2624,"computed","TEMP979"
5710,82220,"event",12494,17884,7104,"computed","TEMP982"
5710,82220,"bounds",NA,26504,-75,"computed","TEMP981"
5711,82222,"event",5734,5904,5564,"computed","TEMP984"
5711,82226,"event",5364,5624,5074,"computed","TEMP984"
5711,82227,"event",5064,5254,4874,"computed","TEMP984"
5711,82229,"event",3834,4044,3634,"computed","TEMP984"
5711,82232,"event",8434,8614,8294,"computed","TEMP984"
5711,82235,"event",3614,3724,3514,"computed","TEMP984"
5711,82237,"event",7914,8044,7774,"computed","TEMP984"
5711,82238,"event",7544,7814,7274,"computed","TEMP984"
5711,82241,"event",7174,7544,6804,"computed","TEMP984"
5711,82222,"bounds",NA,6274,5194,"computed","TEMP983"
5711,82226,"bounds",NA,6174,4534,"computed","TEMP983"
5711,82227,"bounds",NA,5644,4474,"computed","TEMP983"
5711,82229,"bounds",NA,4494,3184,"computed","TEMP983"
5711,82232,"bounds",NA,8904,8054,"computed","TEMP983"
5711,82235,"bounds",NA,3874,3374,"computed","TEMP983"
5711,82237,"bounds",NA,8344,7484,"computed","TEMP983"
5711,82238,"bounds",NA,8394,6694,"computed","TEMP983"
5711,82241,"bounds",NA,8294,6054,"computed","TEMP983"
5720,82263,"event",36500,40500,33400,"computed","TEMP986"
5720,82263,"bounds",NA,47800,26100,"computed","TEMP985"
5721,82265,"event",3444,4044,2844,"computed","TEMP988"
5721,82265,"bounds",NA,5094,1804,"computed","TEMP987"
5722,82274,"event",4804,5294,4314,"computed","TEMP990"
5722,82279,"event",4714,5234,4214,"computed","TEMP990"
5722,82274,"bounds",NA,6284,3324,"computed","TEMP989"
5722,82279,"bounds",NA,6274,3164,"computed","TEMP989"
5723,82282,"event",23200,28200,18100,"computed","TEMP992"
5723,82283,"event",13500,13700,13300,"computed","TEMP992"
5723,82284,"event",25900,27300,24600,"computed","TEMP992"
5723,82285,"event",28400,30400,26800,"computed","TEMP992"
5723,82286,"event",41100,46900,36300,"computed","TEMP992"
5723,82282,"bounds",NA,36500,9600,"computed","TEMP991"
5723,82283,"bounds",NA,14000,12900,"computed","TEMP991"
5723,82284,"bounds",NA,30300,21800,"computed","TEMP991"
5723,82285,"bounds",NA,34300,22800,"computed","TEMP991"
5723,82286,"bounds",NA,56400,27200,"computed","TEMP991"
5725,82290,"event",13324,13464,13104,"computed","TEMP994"
5725,82290,"bounds",NA,13764,12744,"computed","TEMP993"
5727,82292,"event",13894,14464,13444,"computed","TEMP996"
5727,82292,"bounds",NA,15474,12434,"computed","TEMP995"
5728,82293,"event",18374,18714,17994,"computed","TEMP998"
5728,82293,"bounds",NA,19484,17244,"computed","TEMP997"
5731,82296,"event",3344,3664,3034,"computed","TEMP1000"
5731,82296,"bounds",NA,4314,2384,"computed","TEMP999"
5733,82298,"event",17654,18154,17134,"computed","TEMP1002"
5733,82298,"bounds",NA,19254,16034,"computed","TEMP1001"
5737,82302,"event",12664,12924,12324,"computed","TEMP1004"
5737,82302,"bounds",NA,13564,11694,"computed","TEMP1003"
5740,82306,"event",4404,5894,2914,"computed","TEMP1006"
5740,82306,"bounds",NA,8254,574,"computed","TEMP1005"
5744,82310,"event",6214,6484,5954,"computed","TEMP1008"
5744,82310,"bounds",NA,7044,5384,"computed","TEMP1007"
5745,82311,"event",1674,1864,1504,"computed","TEMP1010"
5745,82311,"bounds",NA,2244,1124,"computed","TEMP1009"
5746,82312,"event",854,1384,424,"computed","TEMP1012"
5746,82312,"bounds",NA,2394,-75,"computed","TEMP1011"
5747,91848,"event",32600,33400,31800,"computed","TEMP1014"
5747,91849,"event",37400,40500,34600,"computed","TEMP1014"
5747,91848,"bounds",NA,34300,30900,"computed","TEMP1013"
5747,91849,"bounds",NA,46500,28600,"computed","TEMP1013"
5756,91850,"event",1644,1784,1524,"computed","TEMP1016"
5756,82339,"event",4274,4604,3964,"computed","TEMP1016"
5756,91850,"bounds",NA,2074,1234,"computed","TEMP1015"
5756,82339,"bounds",NA,5304,3264,"computed","TEMP1015"
5757,91852,"event",6964,7134,6804,"computed","TEMP1018"
5757,82345,"event",8494,8694,8324,"computed","TEMP1018"
5757,82346,"event",11234,11774,10724,"computed","TEMP1018"
5757,91852,"bounds",NA,7454,6474,"computed","TEMP1017"
5757,82345,"bounds",NA,9114,7904,"computed","TEMP1017"
5757,82346,"bounds",NA,12834,9654,"computed","TEMP1017"
5760,82349,"event",8144,8424,7884,"computed","TEMP1020"
5760,82349,"bounds",NA,8994,7314,"computed","TEMP1019"
5762,82355,"event",8814,9104,8544,"computed","TEMP1022"
5762,82355,"bounds",NA,9674,7984,"computed","TEMP1021"
5763,82357,"event",2304,2714,1914,"computed","TEMP1024"
5763,82357,"bounds",NA,3574,1074,"computed","TEMP1023"
5768,82366,"event",1334,1484,1184,"computed","TEMP1026"
5768,82367,"event",1534,1694,1374,"computed","TEMP1026"
5768,82366,"bounds",NA,1824,844,"computed","TEMP1025"
5768,82367,"bounds",NA,2044,1034,"computed","TEMP1025"
5770,82380,"event",9100,12500,5700,"computed","TEMP1028"
5770,82381,"event",12900,15000,10900,"computed","TEMP1028"
5770,82380,"bounds",NA,17900,400,"computed","TEMP1027"
5770,82381,"bounds",NA,18400,7500,"computed","TEMP1027"
5774,82385,"event",28200,30700,26200,"computed","TEMP1030"
5774,82385,"bounds",NA,35600,21300,"computed","TEMP1029"
5775,82386,"event",14284,14824,13834,"computed","TEMP1032"
5775,82386,"bounds",NA,15784,12874,"computed","TEMP1031"
5776,82387,"event",21834,22954,20784,"computed","TEMP1034"
5776,82387,"bounds",NA,25304,18474,"computed","TEMP1033"
5777,82388,"event",21984,22664,21304,"computed","TEMP1036"
5777,82388,"bounds",NA,24124,19854,"computed","TEMP1035"
5779,82390,"event",9584,9774,9414,"computed","TEMP1038"
5779,82390,"bounds",NA,10074,9084,"computed","TEMP1037"
5780,82391,"event",10084,10824,9434,"computed","TEMP1040"
5780,82391,"bounds",NA,12324,7944,"computed","TEMP1039"
5781,82392,"event",16704,17444,15944,"computed","TEMP1042"
5781,82392,"bounds",NA,19084,14294,"computed","TEMP1041"
5782,82393,"event",15864,16184,15434,"computed","TEMP1044"
5782,82393,"bounds",NA,16784,14614,"computed","TEMP1043"
5783,82394,"event",12064,12434,11674,"computed","TEMP1046"
5783,82394,"bounds",NA,13144,10954,"computed","TEMP1045"
5784,82395,"event",9464,9654,9264,"computed","TEMP1048"
5784,82395,"bounds",NA,10114,8804,"computed","TEMP1047"
5785,82396,"event",7684,8044,7334,"computed","TEMP1050"
5785,82396,"bounds",NA,8844,6534,"computed","TEMP1049"
5786,82397,"event",3124,3234,3014,"computed","TEMP1052"
5786,82398,"event",1904,2014,1804,"computed","TEMP1052"
5786,82399,"event",544,654,424,"computed","TEMP1052"
5786,82397,"bounds",NA,3474,2784,"computed","TEMP1051"
5786,82398,"bounds",NA,2244,1574,"computed","TEMP1051"
5786,82399,"bounds",NA,844,234,"computed","TEMP1051"
5787,82402,"event",324,424,204,"computed","TEMP1054"
5787,82402,"bounds",NA,644,-46,"computed","TEMP1053"
5788,82403,"event",13534,14144,13134,"computed","TEMP1056"
5788,82403,"bounds",NA,15224,12244,"computed","TEMP1055"
5795,82415,"event",3094,3184,2974,"computed","TEMP1058"
5795,82416,"event",604,664,534,"computed","TEMP1058"
5795,82417,"event",384,484,264,"computed","TEMP1058"
5795,82415,"bounds",NA,3394,2774,"computed","TEMP1057"
5795,82416,"bounds",NA,794,394,"computed","TEMP1057"
5795,82417,"bounds",NA,744,4,"computed","TEMP1057"
5808,82431,"event",15500,15800,15100,"computed","TEMP1060"
5808,82432,"event",19700,20900,18700,"computed","TEMP1060"
5808,82433,"event",34300,43300,27100,"computed","TEMP1060"
5808,82434,"event",14300,15900,12900,"computed","TEMP1060"
5808,82435,"event",15900,17300,14500,"computed","TEMP1060"
5808,82431,"bounds",NA,16700,14300,"computed","TEMP1059"
5808,82432,"bounds",NA,23400,16200,"computed","TEMP1059"
5808,82433,"bounds",NA,56900,14100,"computed","TEMP1059"
5808,82434,"bounds",NA,19100,9700,"computed","TEMP1059"
5808,82435,"bounds",NA,20300,11600,"computed","TEMP1059"
5811,82445,"event",4854,5284,4434,"computed","TEMP1062"
5811,82445,"bounds",NA,6154,3564,"computed","TEMP1061"
5814,82453,"event",9074,10614,7764,"computed","TEMP1064"
5814,82454,"event",8734,9304,8114,"computed","TEMP1064"
5814,82457,"event",5194,5644,4754,"computed","TEMP1064"
5814,82451,"event",12444,12594,12244,"computed","TEMP1064"
5814,82452,"event",11894,12244,11544,"computed","TEMP1064"
5814,82458,"event",3194,4274,2114,"computed","TEMP1064"
5814,82453,"bounds",NA,13694,4754,"computed","TEMP1063"
5814,82454,"bounds",NA,10424,6954,"computed","TEMP1063"
5814,82457,"bounds",NA,6264,4134,"computed","TEMP1063"
5814,82451,"bounds",NA,12864,11894,"computed","TEMP1063"
5814,82452,"bounds",NA,12834,10914,"computed","TEMP1063"
5814,82458,"bounds",NA,6014,284,"computed","TEMP1063"
5817,82461,"event",2254,3074,1424,"computed","TEMP1066"
5817,82462,"event",5704,6104,5294,"computed","TEMP1066"
5817,82461,"bounds",NA,4484,34,"computed","TEMP1065"
5817,82462,"bounds",NA,6834,4624,"computed","TEMP1065"
5827,82474,"event",2284,2474,2114,"computed","TEMP1068"
5827,82474,"bounds",NA,2704,1884,"computed","TEMP1067"
5828,82478,"event",354,404,304,"computed","TEMP1070"
5828,82479,"event",694,714,674,"computed","TEMP1070"
5828,82480,"event",974,1084,864,"computed","TEMP1070"
5828,82481,"event",2274,2544,2014,"computed","TEMP1070"
5828,82483,"event",3544,3954,3144,"computed","TEMP1070"
5828,82486,"event",874,994,764,"computed","TEMP1070"
5828,82478,"bounds",NA,444,274,"computed","TEMP1069"
5828,82479,"bounds",NA,754,634,"computed","TEMP1069"
5828,82480,"bounds",NA,1274,674,"computed","TEMP1069"
5828,82481,"bounds",NA,2994,1574,"computed","TEMP1069"
5828,82483,"bounds",NA,4604,2524,"computed","TEMP1069"
5828,82486,"bounds",NA,1264,504,"computed","TEMP1069"
5829,91856,"event",1314,1424,1194,"computed","TEMP1072"
5829,82489,"event",1374,1424,1344,"computed","TEMP1072"
5829,82490,"event",1224,1274,1174,"computed","TEMP1072"
5829,82491,"event",944,1024,854,"computed","TEMP1072"
5829,82494,"event",1094,1154,1044,"computed","TEMP1072"
5829,82496,"event",1134,1304,964,"computed","TEMP1072"
5829,82498,"event",1584,1944,1234,"computed","TEMP1072"
5829,91856,"bounds",NA,1644,954,"computed","TEMP1071"
5829,82489,"bounds",NA,1494,1284,"computed","TEMP1071"
5829,82490,"bounds",NA,1354,1104,"computed","TEMP1071"
5829,82491,"bounds",NA,1124,754,"computed","TEMP1071"
5829,82494,"bounds",NA,1234,964,"computed","TEMP1071"
5829,82496,"bounds",NA,1594,684,"computed","TEMP1071"
5829,82498,"bounds",NA,2544,654,"computed","TEMP1071"
5830,82501,"event",12514,12624,12344,"computed","TEMP1074"
5830,82501,"bounds",NA,12914,12064,"computed","TEMP1073"
5832,82503,"event",1954,1974,1934,"computed","TEMP1076"
5832,82503,"bounds",NA,1994,1904,"computed","TEMP1075"
5833,82504,"event",2234,2314,2144,"computed","TEMP1078"
5833,82504,"bounds",NA,2454,1984,"computed","TEMP1077"
5834,82505,"event",2544,2674,2404,"computed","TEMP1080"
5834,82505,"bounds",NA,2914,2164,"computed","TEMP1079"
5835,82506,"event",2014,2114,1924,"computed","TEMP1082"
5835,82506,"bounds",NA,2284,1764,"computed","TEMP1081"
5836,82507,"event",2264,2324,2204,"computed","TEMP1084"
5836,82507,"bounds",NA,2404,2124,"computed","TEMP1083"
5837,82508,"event",2574,2734,2414,"computed","TEMP1086"
5837,82508,"bounds",NA,3004,2144,"computed","TEMP1085"
5838,82509,"event",1984,2114,1844,"computed","TEMP1088"
5838,82509,"bounds",NA,2344,1614,"computed","TEMP1087"
5839,82510,"event",1744,1934,1524,"computed","TEMP1090"
5839,82510,"bounds",NA,2314,1134,"computed","TEMP1089"
5840,82511,"event",2364,2454,2284,"computed","TEMP1092"
5840,82511,"bounds",NA,2634,2094,"computed","TEMP1091"
5841,82512,"event",2094,2184,1994,"computed","TEMP1094"
5841,82512,"bounds",NA,2364,1814,"computed","TEMP1093"
5843,82514,"event",2174,2314,2034,"computed","TEMP1096"
5843,82514,"bounds",NA,2584,1764,"computed","TEMP1095"
5845,82516,"event",1624,1874,1384,"computed","TEMP1098"
5845,82516,"bounds",NA,2304,984,"computed","TEMP1097"
5846,82517,"event",14174,19134,9224,"computed","TEMP1100"
5846,82517,"bounds",NA,27474,934,"computed","TEMP1099"
5882,82553,"event",13724,14004,13464,"computed","TEMP1102"
5882,82554,"event",13304,14044,12644,"computed","TEMP1102"
5882,82555,"event",14544,14824,14274,"computed","TEMP1102"
5882,82553,"bounds",NA,14514,12994,"computed","TEMP1101"
5882,82554,"bounds",NA,15604,11064,"computed","TEMP1101"
5882,82555,"bounds",NA,15154,13944,"computed","TEMP1101"
5895,82576,"event",864,994,754,"computed","TEMP1104"
5895,82576,"bounds",NA,1264,484,"computed","TEMP1103"
5896,82580,"event",954,1024,884,"computed","TEMP1106"
5896,82580,"bounds",NA,1154,754,"computed","TEMP1105"
5914,82625,"event",12514,13204,11814,"computed","TEMP1108"
5914,82625,"bounds",NA,14624,10404,"computed","TEMP1107"
5915,82627,"event",11174,15014,7334,"computed","TEMP1110"
5915,82628,"event",6044,6334,5744,"computed","TEMP1110"
5915,525678,"event",9104,10894,7304,"computed","TEMP1110"
5915,82627,"bounds",NA,20974,1414,"computed","TEMP1109"
5915,82628,"bounds",NA,7004,5084,"computed","TEMP1109"
5915,525678,"bounds",NA,13694,4514,"computed","TEMP1109"
5916,82629,"event",13654,16064,11254,"computed","TEMP1112"
5916,82629,"bounds",NA,19834,7524,"computed","TEMP1111"
5918,82631,"event",13744,16124,11364,"computed","TEMP1114"
5918,82631,"bounds",NA,20264,7254,"computed","TEMP1113"
5919,82632,"event",27000,33300,20700,"computed","TEMP1116"
5919,82632,"bounds",NA,43700,10700,"computed","TEMP1115"
5920,82633,"event",23300,31900,14600,"computed","TEMP1118"
5920,82633,"bounds",NA,46900,-75,"computed","TEMP1117"
5921,82634,"event",39200,44500,34900,"computed","TEMP1120"
5921,82634,"bounds",NA,54600,25300,"computed","TEMP1119"
5922,82635,"event",14564,14954,14184,"computed","TEMP1122"
5922,82635,"bounds",NA,15554,13574,"computed","TEMP1121"
5924,82637,"event",24314,25084,23604,"computed","TEMP1124"
5924,82637,"bounds",NA,26574,22114,"computed","TEMP1123"
5929,82643,"event",5314,7474,3154,"computed","TEMP1126"
5929,82643,"bounds",NA,10814,-75,"computed","TEMP1125"
5934,82648,"event",454,504,384,"computed","TEMP1128"
5934,82648,"bounds",NA,594,304,"computed","TEMP1127"
5935,82649,"event",1424,1554,1294,"computed","TEMP1130"
5935,82649,"bounds",NA,1844,994,"computed","TEMP1129"
5937,82651,"event",414,474,364,"computed","TEMP1132"
5937,82651,"bounds",NA,554,294,"computed","TEMP1131"
5939,82655,"event",6304,6984,5634,"computed","TEMP1134"
5939,82656,"event",2094,2694,1554,"computed","TEMP1134"
5939,82658,"event",914,1444,484,"computed","TEMP1134"
5939,82655,"bounds",NA,8344,4254,"computed","TEMP1133"
5939,82656,"bounds",NA,3884,374,"computed","TEMP1133"
5939,82658,"bounds",NA,2434,-75,"computed","TEMP1133"
5941,82663,"event",13744,14844,12824,"computed","TEMP1136"
5941,82663,"bounds",NA,16934,10714,"computed","TEMP1135"
5942,82664,"event",12984,13244,12714,"computed","TEMP1138"
5942,82664,"bounds",NA,13864,12084,"computed","TEMP1137"
5943,82667,"event",11314,11704,10944,"computed","TEMP1140"
5943,82667,"bounds",NA,12464,10184,"computed","TEMP1139"
5948,91860,"event",8184,8374,8004,"computed","TEMP1142"
5948,91860,"bounds",NA,8774,7594,"computed","TEMP1141"
5949,82683,"event",12824,13684,11964,"computed","TEMP1144"
5949,82683,"bounds",NA,15554,10124,"computed","TEMP1143"
5950,82684,"event",12794,15074,10684,"computed","TEMP1146"
5950,82684,"bounds",NA,19264,6584,"computed","TEMP1145"
5951,82686,"event",14494,15454,13644,"computed","TEMP1148"
5951,82686,"bounds",NA,17284,11804,"computed","TEMP1147"
5953,82689,"event",22364,22504,22234,"computed","TEMP1150"
5953,82689,"bounds",NA,22814,21924,"computed","TEMP1149"
5957,82693,"event",22584,23424,21784,"computed","TEMP1152"
5957,82693,"bounds",NA,25144,20064,"computed","TEMP1151"
5960,82697,"event",29700,38900,20700,"computed","TEMP1154"
5960,82697,"bounds",NA,55800,4500,"computed","TEMP1153"
5964,91863,"event",454,594,314,"computed","TEMP1156"
5964,91864,"event",2264,2654,1904,"computed","TEMP1156"
5964,91863,"bounds",NA,834,54,"computed","TEMP1155"
5964,91864,"bounds",NA,3404,1154,"computed","TEMP1155"
5965,91865,"event",544,624,454,"computed","TEMP1158"
5965,91866,"event",674,884,474,"computed","TEMP1158"
5965,91867,"event",394,524,254,"computed","TEMP1158"
5965,91868,"event",604,634,564,"computed","TEMP1158"
5965,91865,"bounds",NA,794,274,"computed","TEMP1157"
5965,91866,"bounds",NA,1234,104,"computed","TEMP1157"
5965,91867,"bounds",NA,754,14,"computed","TEMP1157"
5965,91868,"bounds",NA,694,514,"computed","TEMP1157"
5970,82707,"event",554,634,464,"computed","TEMP1160"
5970,82707,"bounds",NA,824,264,"computed","TEMP1159"
5971,82708,"event",4164,4344,3994,"computed","TEMP1162"
5971,82708,"bounds",NA,4734,3604,"computed","TEMP1161"
5983,82720,"event",564,764,354,"computed","TEMP1164"
5983,82721,"event",1874,2184,1564,"computed","TEMP1164"
5983,82720,"bounds",NA,1234,-75,"computed","TEMP1163"
5983,82721,"bounds",NA,2714,1064,"computed","TEMP1163"
5984,82724,"event",1514,1684,1354,"computed","TEMP1166"
5984,82725,"event",1194,1324,1064,"computed","TEMP1166"
5984,82724,"bounds",NA,2054,984,"computed","TEMP1165"
5984,82725,"bounds",NA,1584,814,"computed","TEMP1165"
5988,82732,"event",37000,43300,32100,"computed","TEMP1168"
5988,82733,"event",19200,19800,18700,"computed","TEMP1168"
5988,82734,"event",14300,16000,12800,"computed","TEMP1168"
5988,82730,"event",23000,27400,18600,"computed","TEMP1168"
5988,82732,"bounds",NA,54600,21400,"computed","TEMP1167"
5988,82733,"bounds",NA,21100,17400,"computed","TEMP1167"
5988,82734,"bounds",NA,19400,9400,"computed","TEMP1167"
5988,82730,"bounds",NA,34900,11500,"computed","TEMP1167"
5990,82736,"event",13784,14004,13604,"computed","TEMP1170"
5990,82736,"bounds",NA,14384,13204,"computed","TEMP1169"
5991,82737,"event",29474,30054,28894,"computed","TEMP1172"
5991,82737,"bounds",NA,31314,27634,"computed","TEMP1171"
5993,82739,"event",14114,14774,13594,"computed","TEMP1174"
5993,82739,"bounds",NA,15944,12434,"computed","TEMP1173"
5995,82741,"event",3324,3364,3274,"computed","TEMP1176"
5995,82743,"event",6864,6924,6814,"computed","TEMP1176"
5995,82745,"event",8894,9024,8764,"computed","TEMP1176"
5995,82746,"event",9704,9834,9594,"computed","TEMP1176"
5995,82747,"event",12294,12554,11994,"computed","TEMP1176"
5995,82741,"bounds",NA,3434,3214,"computed","TEMP1175"
5995,82743,"bounds",NA,6994,6734,"computed","TEMP1175"
5995,82745,"bounds",NA,9284,8514,"computed","TEMP1175"
5995,82746,"bounds",NA,10094,9384,"computed","TEMP1175"
5995,82747,"bounds",NA,13014,11504,"computed","TEMP1175"
5996,82749,"event",764,824,714,"computed","TEMP1178"
5996,82749,"bounds",NA,904,644,"computed","TEMP1177"
5997,82750,"event",2244,2854,1634,"computed","TEMP1180"
5997,82750,"bounds",NA,3814,674,"computed","TEMP1179"
5998,82751,"event",1784,1924,1654,"computed","TEMP1182"
5998,82751,"bounds",NA,2214,1364,"computed","TEMP1181"
5999,82752,"event",1934,2554,1314,"computed","TEMP1184"
5999,82752,"bounds",NA,3504,354,"computed","TEMP1183"
6000,82753,"event",1224,1374,1064,"computed","TEMP1186"
6000,82753,"bounds",NA,1724,724,"computed","TEMP1185"
6001,82754,"event",1264,1384,1144,"computed","TEMP1188"
6001,82754,"bounds",NA,1664,874,"computed","TEMP1187"
6002,82755,"event",26104,26724,25524,"computed","TEMP1190"
6002,82755,"bounds",NA,27864,24424,"computed","TEMP1189"
6005,82758,"event",624,694,564,"computed","TEMP1192"
6005,82759,"event",2604,2814,2404,"computed","TEMP1192"
6005,82760,"event",3544,3754,3344,"computed","TEMP1192"
6005,82758,"bounds",NA,844,414,"computed","TEMP1191"
6005,82759,"bounds",NA,3174,2044,"computed","TEMP1191"
6005,82760,"bounds",NA,4194,2904,"computed","TEMP1191"
6006,82762,"event",3214,3314,3134,"computed","TEMP1194"
6006,82762,"bounds",NA,3484,2944,"computed","TEMP1193"
6007,82765,"event",604,664,544,"computed","TEMP1196"
6007,82766,"event",1014,1064,974,"computed","TEMP1196"
6007,82767,"event",1474,1624,1344,"computed","TEMP1196"
6007,82768,"event",4444,4644,4254,"computed","TEMP1196"
6007,82765,"bounds",NA,764,444,"computed","TEMP1195"
6007,82766,"bounds",NA,1164,884,"computed","TEMP1195"
6007,82767,"bounds",NA,1914,1054,"computed","TEMP1195"
6007,82768,"bounds",NA,5064,3844,"computed","TEMP1195"
6008,82770,"event",604,634,564,"computed","TEMP1198"
6008,82771,"event",2834,3524,2204,"computed","TEMP1198"
6008,82772,"event",4534,4764,4314,"computed","TEMP1198"
6008,82773,"event",4314,4444,4184,"computed","TEMP1198"
6008,82770,"bounds",NA,674,524,"computed","TEMP1197"
6008,82771,"bounds",NA,4924,804,"computed","TEMP1197"
6008,82772,"bounds",NA,5184,3894,"computed","TEMP1197"
6008,82773,"bounds",NA,4724,3904,"computed","TEMP1197"
6009,82777,"event",974,1144,814,"computed","TEMP1200"
6009,82777,"bounds",NA,1334,614,"computed","TEMP1199"
6010,82780,"event",3374,4144,2674,"computed","TEMP1202"
6010,82781,"event",3824,4174,3504,"computed","TEMP1202"
6010,82780,"bounds",NA,5624,1194,"computed","TEMP1201"
6010,82781,"bounds",NA,4884,2794,"computed","TEMP1201"
6011,82783,"event",204,304,114,"computed","TEMP1204"
6011,82784,"event",1124,1344,914,"computed","TEMP1204"
6011,82783,"bounds",NA,464,-26,"computed","TEMP1203"
6011,82784,"bounds",NA,1684,554,"computed","TEMP1203"
6013,82791,"event",644,694,594,"computed","TEMP1206"
6013,82792,"event",2864,3124,2614,"computed","TEMP1206"
6013,82793,"event",2984,3094,2894,"computed","TEMP1206"
6013,82791,"bounds",NA,774,504,"computed","TEMP1205"
6013,82792,"bounds",NA,3534,2184,"computed","TEMP1205"
6013,82793,"bounds",NA,3234,2774,"computed","TEMP1205"
6014,82794,"event",3144,3554,2874,"computed","TEMP1208"
6014,82795,"event",4654,4804,4504,"computed","TEMP1208"
6014,82794,"bounds",NA,4254,2354,"computed","TEMP1207"
6014,82795,"bounds",NA,5074,4244,"computed","TEMP1207"
6015,82796,"event",194,284,114,"computed","TEMP1210"
6015,82797,"event",784,904,664,"computed","TEMP1210"
6015,82798,"event",2994,3144,2854,"computed","TEMP1210"
6015,82799,"event",3434,3684,3184,"computed","TEMP1210"
6015,82796,"bounds",NA,384,4,"computed","TEMP1209"
6015,82797,"bounds",NA,1114,464,"computed","TEMP1209"
6015,82798,"bounds",NA,3454,2544,"computed","TEMP1209"
6015,82799,"bounds",NA,4084,2764,"computed","TEMP1209"
6017,82804,"event",7644,7874,7444,"computed","TEMP1212"
6017,82805,"event",4374,4514,4234,"computed","TEMP1212"
6017,82806,"event",4134,4504,3784,"computed","TEMP1212"
6017,82807,"event",3144,3344,2944,"computed","TEMP1212"
6017,82808,"event",804,874,744,"computed","TEMP1212"
6017,82804,"bounds",NA,8314,7024,"computed","TEMP1211"
6017,82805,"bounds",NA,4704,4054,"computed","TEMP1211"
6017,82806,"bounds",NA,5274,3014,"computed","TEMP1211"
6017,82807,"bounds",NA,3754,2534,"computed","TEMP1211"
6017,82808,"bounds",NA,944,674,"computed","TEMP1211"
6018,82811,"event",264,414,114,"computed","TEMP1214"
6018,82814,"event",974,1144,824,"computed","TEMP1214"
6018,82815,"event",864,1014,724,"computed","TEMP1214"
6018,82816,"event",2024,2254,1804,"computed","TEMP1214"
6018,82817,"event",1994,2094,1894,"computed","TEMP1214"
6018,82811,"bounds",NA,674,-75,"computed","TEMP1213"
6018,82814,"bounds",NA,1454,504,"computed","TEMP1213"
6018,82815,"bounds",NA,1324,424,"computed","TEMP1213"
6018,82816,"bounds",NA,2744,1304,"computed","TEMP1213"
6018,82817,"bounds",NA,2244,1754,"computed","TEMP1213"
6019,82818,"event",894,1084,734,"computed","TEMP1216"
6019,82818,"bounds",NA,1454,374,"computed","TEMP1215"
6020,82824,"event",2654,2804,2494,"computed","TEMP1218"
6020,82825,"event",4444,5074,3814,"computed","TEMP1218"
6020,82824,"bounds",NA,3134,2164,"computed","TEMP1217"
6020,82825,"bounds",NA,6064,2824,"computed","TEMP1217"
6021,82826,"event",384,444,314,"computed","TEMP1220"
6021,82828,"event",2344,3944,1084,"computed","TEMP1220"
6021,82826,"bounds",NA,544,194,"computed","TEMP1219"
6021,82828,"bounds",NA,6714,-75,"computed","TEMP1219"
6022,82831,"event",1104,1204,1014,"computed","TEMP1222"
6022,82832,"event",994,1024,964,"computed","TEMP1222"
6022,82831,"bounds",NA,1394,824,"computed","TEMP1221"
6022,82832,"bounds",NA,1054,934,"computed","TEMP1221"
6023,82834,"event",344,424,264,"computed","TEMP1224"
6023,82835,"event",674,724,634,"computed","TEMP1224"
6023,82836,"event",3294,3664,2984,"computed","TEMP1224"
6023,82834,"bounds",NA,544,104,"computed","TEMP1223"
6023,82835,"bounds",NA,814,544,"computed","TEMP1223"
6023,82836,"bounds",NA,4304,2434,"computed","TEMP1223"
6024,82839,"event",1424,1524,1334,"computed","TEMP1226"
6024,82839,"bounds",NA,1724,1134,"computed","TEMP1225"
6034,82854,"event",7524,7714,7344,"computed","TEMP1228"
6034,91869,"event",5974,6294,5664,"computed","TEMP1228"
6034,82856,"event",7344,7534,7154,"computed","TEMP1228"
6034,82854,"bounds",NA,8134,6924,"computed","TEMP1227"
6034,91869,"bounds",NA,6974,4984,"computed","TEMP1227"
6034,82856,"bounds",NA,7934,6744,"computed","TEMP1227"
