"collectionunitid","analysisunitid","chronology.agemodel","sampleages.age","sampleages.ageolder","sampleages.ageyounger","source","TEMP_chronid"
44085,526560,"event",25224,28034,22404,"computed","TEMP3014"
44085,526560,"bounds",NA,32374,18044,"computed","TEMP3013"
44086,526562,"event",15700,22400,9000,"computed","TEMP3016"
44086,526561,"event",26500,40600,12200,"computed","TEMP3016"
44086,526562,"bounds",NA,33000,-75,"computed","TEMP3015"
44086,526561,"bounds",NA,64300,-75,"computed","TEMP3015"
44087,526567,"event",7634,7714,7564,"computed","TEMP3018"
44087,526570,"event",7504,7584,7434,"computed","TEMP3018"
44087,526567,"bounds",NA,7904,7384,"computed","TEMP3017"
44087,526570,"bounds",NA,7744,7264,"computed","TEMP3017"
44092,526585,"event",24400,24800,23900,"computed","TEMP3020"
44092,526586,"event",22100,22400,21800,"computed","TEMP3020"
44092,526583,"event",12900,13100,12800,"computed","TEMP3020"
44092,526587,"event",47900,50700,45700,"computed","TEMP3020"
44092,526584,"event",34500,35100,33900,"computed","TEMP3020"
44092,526585,"bounds",NA,25800,23000,"computed","TEMP3019"
44092,526586,"bounds",NA,23100,21000,"computed","TEMP3019"
44092,526583,"bounds",NA,13500,12300,"computed","TEMP3019"
44092,526587,"bounds",NA,55500,40900,"computed","TEMP3019"
44092,526584,"bounds",NA,36400,32600,"computed","TEMP3019"
44095,526592,"event",18200,19200,17300,"computed","TEMP3022"
44095,526598,"event",28900,29300,28500,"computed","TEMP3022"
44095,526593,"event",20100,20300,20000,"computed","TEMP3022"
44095,526595,"event",21800,22100,21500,"computed","TEMP3022"
44095,526597,"event",49600,52400,46700,"computed","TEMP3022"
44095,526596,"event",23000,23400,22800,"computed","TEMP3022"
44095,526592,"bounds",NA,20900,15600,"computed","TEMP3021"
44095,526598,"bounds",NA,30200,27600,"computed","TEMP3021"
44095,526593,"bounds",NA,20500,19800,"computed","TEMP3021"
44095,526595,"bounds",NA,22900,20700,"computed","TEMP3021"
44095,526597,"bounds",NA,57000,42100,"computed","TEMP3021"
44095,526596,"bounds",NA,24200,22000,"computed","TEMP3021"
44096,526599,"event",684,774,604,"computed","TEMP3024"
44096,526602,"event",2094,2244,1964,"computed","TEMP3024"
44096,526603,"event",26104,26474,25734,"computed","TEMP3024"
44096,526599,"bounds",NA,964,424,"computed","TEMP3023"
44096,526602,"bounds",NA,2504,1694,"computed","TEMP3023"
44096,526603,"bounds",NA,27294,24924,"computed","TEMP3023"
44097,526604,"event",14914,15404,14404,"computed","TEMP3026"
44097,526604,"bounds",NA,16394,13434,"computed","TEMP3025"
44098,526605,"event",13954,17214,10704,"computed","TEMP3028"
44098,526605,"bounds",NA,22614,5254,"computed","TEMP3027"
44099,526606,"event",13814,14914,12714,"computed","TEMP3030"
44099,526606,"bounds",NA,16884,10744,"computed","TEMP3029"
44100,526607,"event",13324,14014,12714,"computed","TEMP3032"
44100,526607,"bounds",NA,15554,11174,"computed","TEMP3031"
44101,526608,"event",11314,12094,10824,"computed","TEMP3034"
44101,526608,"bounds",NA,13384,9764,"computed","TEMP3033"
44102,526609,"event",10474,10824,10164,"computed","TEMP3036"
44102,526609,"bounds",NA,11554,9434,"computed","TEMP3035"
44103,526614,"event",6400,6800,6000,"computed","TEMP3038"
44103,526611,"event",36300,44700,29300,"computed","TEMP3038"
44103,526612,"event",23900,25300,22500,"computed","TEMP3038"
44103,526613,"event",600,900,300,"computed","TEMP3038"
44103,526610,"event",6400,6700,6100,"computed","TEMP3038"
44103,526614,"bounds",NA,7800,5000,"computed","TEMP3037"
44103,526611,"bounds",NA,57600,16800,"computed","TEMP3037"
44103,526612,"bounds",NA,28300,19600,"computed","TEMP3037"
44103,526613,"bounds",NA,1600,-75,"computed","TEMP3037"
44103,526610,"bounds",NA,7500,5300,"computed","TEMP3037"
44104,526616,"event",19684,20444,18974,"computed","TEMP3040"
44104,526615,"event",22774,23694,21904,"computed","TEMP3040"
44104,526616,"bounds",NA,22014,17414,"computed","TEMP3039"
44104,526615,"bounds",NA,25634,19974,"computed","TEMP3039"
44105,526617,"event",18284,19104,17474,"computed","TEMP3042"
44105,526617,"bounds",NA,20844,15754,"computed","TEMP3041"
44106,526619,"event",2174,2354,1994,"computed","TEMP3044"
44106,526618,"event",14634,15264,14054,"computed","TEMP3044"
44106,526620,"event",1544,1854,1264,"computed","TEMP3044"
44106,526619,"bounds",NA,2774,1574,"computed","TEMP3043"
44106,526618,"bounds",NA,16514,12814,"computed","TEMP3043"
44106,526620,"bounds",NA,2484,624,"computed","TEMP3043"
44107,526622,"event",3784,3994,3594,"computed","TEMP3046"
44107,526621,"event",5754,5924,5604,"computed","TEMP3046"
44107,526622,"bounds",NA,4394,3194,"computed","TEMP3045"
44107,526621,"bounds",NA,6284,5244,"computed","TEMP3045"
4414,80050,"event",13954,14394,13604,"computed","TEMP2"
4414,80050,"bounds",NA,15214,12804,"computed","TEMP1"
4415,80051,"event",11544,12684,10314,"computed","TEMP4"
4415,80051,"bounds",NA,14584,8194,"computed","TEMP3"
4416,80052,"event",11664,12354,10974,"computed","TEMP6"
4416,80052,"bounds",NA,13704,9624,"computed","TEMP5"
4417,80053,"event",11214,12854,9584,"computed","TEMP8"
4417,80055,"event",18374,19794,16884,"computed","TEMP8"
4417,80053,"bounds",NA,15604,6804,"computed","TEMP7"
4417,80055,"bounds",NA,22424,14164,"computed","TEMP7"
4419,80059,"event",13224,13424,13024,"computed","TEMP10"
4419,80060,"event",9544,10524,8564,"computed","TEMP10"
4419,80061,"event",10194,11254,9134,"computed","TEMP10"
4419,80063,"event",7654,8604,6704,"computed","TEMP10"
4419,80062,"event",14174,14694,13684,"computed","TEMP10"
4419,80059,"bounds",NA,13694,12774,"computed","TEMP9"
4419,80060,"bounds",NA,12184,6914,"computed","TEMP9"
4419,80061,"bounds",NA,13004,7364,"computed","TEMP9"
4419,80063,"bounds",NA,10114,5204,"computed","TEMP9"
4419,80062,"bounds",NA,15594,12884,"computed","TEMP9"
4420,80064,"event",564,684,414,"computed","TEMP12"
4420,80064,"bounds",NA,1004,104,"computed","TEMP11"
4421,80065,"event",604,644,564,"computed","TEMP14"
4421,80065,"bounds",NA,684,524,"computed","TEMP13"
4422,80066,"event",604,634,584,"computed","TEMP16"
4422,80066,"bounds",NA,664,544,"computed","TEMP15"
4423,80067,"event",1644,2184,1114,"computed","TEMP18"
4423,80067,"bounds",NA,3064,234,"computed","TEMP17"
4424,80068,"event",10094,10284,9904,"computed","TEMP20"
4424,80068,"bounds",NA,10694,9484,"computed","TEMP19"
4425,80070,"event",1284,1374,1194,"computed","TEMP22"
4425,80072,"event",1674,1724,1624,"computed","TEMP22"
4425,80070,"bounds",NA,1554,1004,"computed","TEMP21"
4425,80072,"bounds",NA,1824,1534,"computed","TEMP21"
4426,80075,"event",12004,12204,11804,"computed","TEMP24"
4426,80076,"event",11444,11804,11094,"computed","TEMP24"
4426,80078,"event",7994,8414,7574,"computed","TEMP24"
4426,80079,"event",9824,10534,9114,"computed","TEMP24"
4426,80081,"event",11304,11454,11204,"computed","TEMP24"
4426,80080,"event",9854,10344,9394,"computed","TEMP24"
4426,80082,"event",5834,5984,5674,"computed","TEMP24"
4426,80083,"event",6054,6294,5794,"computed","TEMP24"
4426,80084,"event",3214,4264,2164,"computed","TEMP24"
4426,80085,"event",3604,4834,2374,"computed","TEMP24"
4426,80086,"event",474,534,424,"computed","TEMP24"
4426,80088,"event",174,284,64,"computed","TEMP24"
4426,80089,"event",344,414,284,"computed","TEMP24"
4426,80090,"event",594,654,534,"computed","TEMP24"
4426,80092,"event",13014,13074,12944,"computed","TEMP24"
4426,513696,"event",14984,15574,14394,"computed","TEMP24"
4426,513701,"event",11264,12254,10354,"computed","TEMP24"
4426,513697,"event",11464,12214,10734,"computed","TEMP24"
4426,513698,"event",10944,11084,10794,"computed","TEMP24"
4426,513700,"event",6584,6734,6434,"computed","TEMP24"
4426,513699,"event",5994,6114,5894,"computed","TEMP24"
4426,513704,"event",11544,11774,11334,"computed","TEMP24"
4426,513702,"event",3394,3554,3224,"computed","TEMP24"
4426,513703,"event",11004,11244,10764,"computed","TEMP24"
4426,80075,"bounds",NA,12624,11434,"computed","TEMP23"
4426,80076,"bounds",NA,12574,10324,"computed","TEMP23"
4426,80078,"bounds",NA,9084,6924,"computed","TEMP23"
4426,80079,"bounds",NA,11734,7934,"computed","TEMP23"
4426,80081,"bounds",NA,11674,10984,"computed","TEMP23"
4426,80080,"bounds",NA,11374,8374,"computed","TEMP23"
4426,80082,"bounds",NA,6284,5374,"computed","TEMP23"
4426,80083,"bounds",NA,6804,5294,"computed","TEMP23"
4426,80084,"bounds",NA,5964,474,"computed","TEMP23"
4426,80085,"bounds",NA,6784,424,"computed","TEMP23"
4426,80086,"bounds",NA,624,314,"computed","TEMP23"
4426,80088,"bounds",NA,474,-75,"computed","TEMP23"
4426,80089,"bounds",NA,524,154,"computed","TEMP23"
4426,80090,"bounds",NA,784,404,"computed","TEMP23"
4426,80092,"bounds",NA,13144,12864,"computed","TEMP23"
4426,513696,"bounds",NA,16694,13284,"computed","TEMP23"
4426,513701,"bounds",NA,14134,8464,"computed","TEMP23"
4426,513697,"bounds",NA,13604,9334,"computed","TEMP23"
4426,513698,"bounds",NA,11334,10544,"computed","TEMP23"
4426,513700,"bounds",NA,7064,6104,"computed","TEMP23"
4426,513699,"bounds",NA,6344,5664,"computed","TEMP23"
4426,513704,"bounds",NA,12194,10904,"computed","TEMP23"
4426,513702,"bounds",NA,3914,2864,"computed","TEMP23"
4426,513703,"bounds",NA,11774,10244,"computed","TEMP23"
4427,80094,"event",11224,12854,9594,"computed","TEMP26"
4427,80096,"event",18374,19784,16894,"computed","TEMP26"
4427,80094,"bounds",NA,15584,6814,"computed","TEMP25"
4427,80096,"bounds",NA,22414,14184,"computed","TEMP25"
4430,80100,"event",19144,27514,10774,"computed","TEMP28"
4430,80101,"event",11284,15324,7264,"computed","TEMP28"
4430,80100,"bounds",NA,40754,-75,"computed","TEMP27"
4430,80101,"bounds",NA,21664,924,"computed","TEMP27"
4431,80102,"event",20594,30954,10264,"computed","TEMP30"
4431,80102,"bounds",NA,46984,-75,"computed","TEMP29"
4432,80104,"event",21800,30900,12700,"computed","TEMP32"
4432,80103,"event",12600,19200,5900,"computed","TEMP32"
4432,80104,"bounds",NA,45500,-75,"computed","TEMP31"
4432,80103,"bounds",NA,29500,-75,"computed","TEMP31"
4433,80105,"event",20204,20704,19734,"computed","TEMP34"
4433,80106,"event",20774,25114,16414,"computed","TEMP34"
4433,80105,"bounds",NA,21734,18714,"computed","TEMP33"
4433,80106,"bounds",NA,32484,9084,"computed","TEMP33"
4435,80108,"event",14324,14854,13874,"computed","TEMP36"
4435,80108,"bounds",NA,15754,12964,"computed","TEMP35"
4437,80113,"event",12114,12814,11404,"computed","TEMP38"
4437,80114,"event",13524,14014,13094,"computed","TEMP38"
4437,80113,"bounds",NA,14214,10014,"computed","TEMP37"
4437,80114,"bounds",NA,15044,12074,"computed","TEMP37"
4438,80118,"event",2074,2264,1914,"computed","TEMP40"
4438,80120,"event",3514,3744,3304,"computed","TEMP40"
4438,80121,"event",3824,4014,3644,"computed","TEMP40"
4438,80123,"event",1324,1434,1204,"computed","TEMP40"
4438,80129,"event",1614,1754,1484,"computed","TEMP40"
4438,80118,"bounds",NA,2614,1554,"computed","TEMP39"
4438,80120,"bounds",NA,4224,2814,"computed","TEMP39"
4438,80121,"bounds",NA,4424,3234,"computed","TEMP39"
4438,80123,"bounds",NA,1704,944,"computed","TEMP39"
4438,80129,"bounds",NA,2034,1214,"computed","TEMP39"
4439,80130,"event",14484,15234,13814,"computed","TEMP42"
4439,80130,"bounds",NA,16654,12424,"computed","TEMP41"
4440,80132,"event",10524,11054,10044,"computed","TEMP44"
4440,80132,"bounds",NA,12104,9004,"computed","TEMP43"
4441,80133,"event",6604,7054,6164,"computed","TEMP46"
4441,80133,"bounds",NA,7894,5324,"computed","TEMP45"
4442,80136,"event",12900,13600,12200,"computed","TEMP48"
4442,80137,"event",17000,17900,15900,"computed","TEMP48"
4442,80138,"event",23000,24000,22000,"computed","TEMP48"
4442,80139,"event",25900,27700,24200,"computed","TEMP48"
4442,513715,"event",3400,3600,3300,"computed","TEMP48"
4442,80136,"bounds",NA,15100,10700,"computed","TEMP47"
4442,80137,"bounds",NA,19600,13900,"computed","TEMP47"
4442,80138,"bounds",NA,25600,20200,"computed","TEMP47"
4442,80139,"bounds",NA,31600,20400,"computed","TEMP47"
4442,513715,"bounds",NA,4000,2900,"computed","TEMP47"
4443,80141,"event",904,964,844,"computed","TEMP50"
4443,80141,"bounds",NA,1064,754,"computed","TEMP49"
44444,527079,"event",8564,8904,8264,"computed","TEMP3048"
44444,527078,"event",764,884,674,"computed","TEMP3048"
44444,527080,"event",8594,9004,8234,"computed","TEMP3048"
44444,527081,"event",734,874,614,"computed","TEMP3048"
44444,527079,"bounds",NA,9564,7614,"computed","TEMP3047"
44444,527078,"bounds",NA,1114,434,"computed","TEMP3047"
44444,527080,"bounds",NA,9784,7454,"computed","TEMP3047"
44444,527081,"bounds",NA,1124,344,"computed","TEMP3047"
44445,527085,"event",28400,29000,27900,"computed","TEMP3050"
44445,527089,"event",11400,11900,11000,"computed","TEMP3050"
44445,527088,"event",12400,12800,11900,"computed","TEMP3050"
44445,527093,"event",37000,42800,32300,"computed","TEMP3050"
44445,527092,"event",10100,10300,10000,"computed","TEMP3050"
44445,527091,"event",18400,19300,17500,"computed","TEMP3050"
44445,527087,"event",13800,14500,13300,"computed","TEMP3050"
44445,527094,"event",24200,25500,23000,"computed","TEMP3050"
44445,527086,"event",47000,50100,44500,"computed","TEMP3050"
44445,527085,"bounds",NA,29600,27300,"computed","TEMP3049"
44445,527089,"bounds",NA,13000,9900,"computed","TEMP3049"
44445,527088,"bounds",NA,13900,10800,"computed","TEMP3049"
44445,527093,"bounds",NA,53700,22200,"computed","TEMP3049"
44445,527092,"bounds",NA,10500,9700,"computed","TEMP3049"
44445,527091,"bounds",NA,21400,15500,"computed","TEMP3049"
44445,527087,"bounds",NA,15700,12100,"computed","TEMP3049"
44445,527094,"bounds",NA,28200,20300,"computed","TEMP3049"
44445,527086,"bounds",NA,55400,39400,"computed","TEMP3049"
4445,80143,"event",864,904,834,"computed","TEMP52"
4445,80144,"event",594,724,444,"computed","TEMP52"
4445,80143,"bounds",NA,934,804,"computed","TEMP51"
4445,80144,"bounds",NA,1054,114,"computed","TEMP51"
44451,527108,"event",13804,15444,12334,"computed","TEMP3052"
44451,527108,"bounds",NA,18634,9164,"computed","TEMP3051"
44452,527111,"event",2694,2754,2584,"computed","TEMP3054"
44452,527111,"bounds",NA,2894,2444,"computed","TEMP3053"
44453,527112,"event",964,1024,914,"computed","TEMP3056"
44453,527112,"bounds",NA,1104,824,"computed","TEMP3055"
44454,527113,"event",824,864,794,"computed","TEMP3058"
44454,527113,"bounds",NA,894,764,"computed","TEMP3057"
44455,527114,"event",764,864,674,"computed","TEMP3060"
44455,527114,"bounds",NA,1064,474,"computed","TEMP3059"
44456,527115,"event",404,504,304,"computed","TEMP3062"
44456,527115,"bounds",NA,674,124,"computed","TEMP3061"
44457,527116,"event",2134,2464,1804,"computed","TEMP3064"
44457,527116,"bounds",NA,3024,1244,"computed","TEMP3063"
44459,527118,"event",2994,3994,1984,"computed","TEMP3066"
44459,527118,"bounds",NA,5674,304,"computed","TEMP3065"
4446,80145,"event",12300,13500,11100,"computed","TEMP54"
4446,80145,"bounds",NA,15500,9200,"computed","TEMP53"
44460,527119,"event",874,1184,564,"computed","TEMP3068"
44460,527119,"bounds",NA,1664,74,"computed","TEMP3067"
44461,527120,"event",824,874,764,"computed","TEMP3070"
44461,527121,"event",794,994,604,"computed","TEMP3070"
44461,527122,"event",1064,1454,674,"computed","TEMP3070"
44461,527125,"event",4844,5304,4384,"computed","TEMP3070"
44461,527123,"event",3764,4124,3424,"computed","TEMP3070"
44461,527124,"event",2424,2684,2154,"computed","TEMP3070"
44461,527120,"bounds",NA,954,694,"computed","TEMP3069"
44461,527121,"bounds",NA,1334,264,"computed","TEMP3069"
44461,527122,"bounds",NA,2074,44,"computed","TEMP3069"
44461,527125,"bounds",NA,6234,3464,"computed","TEMP3069"
44461,527123,"bounds",NA,4874,2684,"computed","TEMP3069"
44461,527124,"bounds",NA,3214,1614,"computed","TEMP3069"
4447,80147,"event",27484,27744,27214,"computed","TEMP56"
4447,80147,"bounds",NA,28334,26624,"computed","TEMP55"
4448,80149,"event",9644,12144,7154,"computed","TEMP58"
4448,360970,"event",13924,14094,13764,"computed","TEMP58"
4448,80149,"bounds",NA,16344,3034,"computed","TEMP57"
4448,360970,"bounds",NA,14454,13394,"computed","TEMP57"
44480,527157,"event",11164,12034,10294,"computed","TEMP3072"
44480,527164,"event",6604,9064,4154,"computed","TEMP3072"
44480,527161,"event",8824,9234,8414,"computed","TEMP3072"
44480,527160,"event",4414,6224,2604,"computed","TEMP3072"
44480,527156,"event",9904,13824,5974,"computed","TEMP3072"
44480,527162,"event",3194,3324,3044,"computed","TEMP3072"
44480,527159,"event",314,394,234,"computed","TEMP3072"
44480,527163,"event",404,504,304,"computed","TEMP3072"
44480,527157,"bounds",NA,13514,8814,"computed","TEMP3071"
44480,527164,"bounds",NA,13174,44,"computed","TEMP3071"
44480,527161,"bounds",NA,9914,7754,"computed","TEMP3071"
44480,527160,"bounds",NA,9164,-75,"computed","TEMP3071"
44480,527156,"bounds",NA,20174,-75,"computed","TEMP3071"
44480,527162,"bounds",NA,3594,2754,"computed","TEMP3071"
44480,527159,"bounds",NA,484,124,"computed","TEMP3071"
44480,527163,"bounds",NA,724,84,"computed","TEMP3071"
4449,80150,"event",15324,16244,14404,"computed","TEMP60"
4449,80150,"bounds",NA,17794,12874,"computed","TEMP59"
4450,80153,"event",24734,29354,20124,"computed","TEMP62"
4450,80154,"event",12364,12804,11874,"computed","TEMP62"
4450,80155,"event",13614,14144,13184,"computed","TEMP62"
4450,80158,"event",23284,24804,21864,"computed","TEMP62"
4450,80153,"bounds",NA,36894,12694,"computed","TEMP61"
4450,80154,"bounds",NA,13754,10924,"computed","TEMP61"
4450,80155,"bounds",NA,15214,12134,"computed","TEMP61"
4450,80158,"bounds",NA,27984,18734,"computed","TEMP61"
4454,92023,"event",12094,12384,11804,"computed","TEMP64"
4454,92024,"event",12884,13224,12494,"computed","TEMP64"
4454,92023,"bounds",NA,12934,11234,"computed","TEMP63"
4454,92024,"bounds",NA,14064,11664,"computed","TEMP63"
4455,80164,"event",28454,29494,27424,"computed","TEMP66"
4455,80164,"bounds",NA,31384,25544,"computed","TEMP65"
44550,528724,"event",1804,1994,1624,"computed","TEMP3074"
44550,528724,"bounds",NA,2394,1224,"computed","TEMP3073"
44557,528757,"event",474,564,394,"computed","TEMP3076"
44557,528758,"event",864,974,764,"computed","TEMP3076"
44557,528745,"event",174,324,54,"computed","TEMP3076"
44557,528748,"event",784,934,634,"computed","TEMP3076"
44557,528749,"event",1404,1534,1294,"computed","TEMP3076"
44557,528752,"event",2484,2804,2164,"computed","TEMP3076"
44557,528755,"event",974,1304,644,"computed","TEMP3076"
44557,528757,"bounds",NA,734,234,"computed","TEMP3075"
44557,528758,"bounds",NA,1194,544,"computed","TEMP3075"
44557,528745,"bounds",NA,574,-75,"computed","TEMP3075"
44557,528748,"bounds",NA,1184,394,"computed","TEMP3075"
44557,528749,"bounds",NA,1764,1074,"computed","TEMP3075"
44557,528752,"bounds",NA,3324,1654,"computed","TEMP3075"
44557,528755,"bounds",NA,1814,124,"computed","TEMP3075"
44558,528759,"event",6084,6174,6014,"computed","TEMP3078"
44558,528759,"bounds",NA,6334,5844,"computed","TEMP3077"
44559,528760,"event",4014,4084,3934,"computed","TEMP3080"
44559,528760,"bounds",NA,4244,3774,"computed","TEMP3079"
4456,80165,"event",22300,30000,14500,"computed","TEMP68"
