"collectionunitid","geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger","chroncontroltypeid","analysisunitid","TEMP_chronid"
27950,28471,"Beta-288802",33344,33764,32704,112,248928,"TEMP2713"
27950,28470,"Beta-290991",27504,27694,27324,112,248928,"TEMP2713"
27950,28472,"Beta-290990",1944,1994,1864,112,248928,"TEMP2713"
28026,28479,"S-2244",1434,1544,1324,112,249003,"TEMP2715"
28026,28480,"S-2205",2804,2924,2684,112,249004,"TEMP2715"
28026,28481,"S-2239",404,544,144,112,249005,"TEMP2715"
28026,28482,"S-2209",754,894,684,112,249006,"TEMP2715"
28026,28483,"I-12432",4354,4584,4134,112,249007,"TEMP2715"
28026,28484,"S-2237",314,454,14,112,249008,"TEMP2715"
28043,28510,"GSC-1757",2504,2704,2364,112,249351,"TEMP2717"
28043,28513,"GSC-1649",2494,2714,2234,112,249351,"TEMP2717"
28043,28511,"GSC-1774",2484,2704,2214,112,249351,"TEMP2717"
28043,28512,"GSC-2035",134,274,14,112,249352,"TEMP2717"
28048,28515,"Beta-15389",3824,4054,3614,112,249357,"TEMP2719"
28052,28522,"I-3569",18144,18654,17514,112,249364,"TEMP2721"
28052,28523,"Beta-81133",18484,18734,18274,112,249365,"TEMP2721"
28052,28524,"GSC-2641",14154,14764,13874,112,249363,"TEMP2721"
28054,53840,"AA26795",42900,48400,39600,112,249368,"TEMP2723"
28054,53841,"AA26785",39700,42300,36800,112,249368,"TEMP2723"
28054,53842,"AA26875",29700,30800,28700,112,249368,"TEMP2723"
28054,53847,"AA26857",24800,25200,24400,112,249368,"TEMP2723"
28054,53844,"AA26862",24600,25300,24000,112,249368,"TEMP2723"
28054,53845,"AA26836",23500,24000,23000,112,249368,"TEMP2723"
28054,53846,"OxA-10036",23400,23800,23100,112,249368,"TEMP2723"
28054,28525,"QC-668",22100,22900,21200,112,249368,"TEMP2723"
28054,53843,"AA26812",18900,19300,18500,112,249368,"TEMP2723"
28054,53838,"OxA-9798",13900,14100,13700,112,249368,"TEMP2723"
28054,53839,"OxA-9800",10900,11200,10700,112,249368,"TEMP2723"
28055,28527,"QC-675",28200,31600,26300,112,249369,"TEMP2725"
28055,28526,"QC-669",26900,28600,25500,112,249369,"TEMP2725"
28056,28530,"I-10630",894,1074,744,112,249371,"TEMP2727"
28056,28528,"I-10629",674,764,574,112,249371,"TEMP2727"
28056,28531,"I-10631",664,754,564,112,249371,"TEMP2727"
28056,28529,"I-10628",624,694,544,112,249371,"TEMP2727"
28057,28532,"RIDDL-543",294,474,14,112,249373,"TEMP2729"
28057,28534,"S-2948",594,664,534,112,249374,"TEMP2729"
28057,28533,"S-2947",594,654,524,112,249374,"TEMP2729"
28057,28535,"S-3002",584,684,414,112,249374,"TEMP2729"
28057,28536,"S-3003",344,574,34,112,249372,"TEMP2729"
28057,28537,"S-3004",334,474,34,112,249372,"TEMP2729"
28058,28538,"WAT-1765/SFU-30",654,754,564,112,249375,"TEMP2731"
28060,28541,"CAMS-33967",15044,15204,14684,112,249377,"TEMP2733"
28060,28540,"CAMS-6370",14674,15004,14174,112,249377,"TEMP2733"
28068,28553,"GaK-6034",494,624,334,112,249388,"TEMP2735"
28068,28554,"GaK-6035",724,894,594,112,249389,"TEMP2735"
28068,28555,"GaK-6036",824,954,694,112,249390,"TEMP2735"
28068,28556,"GaK-6037",1834,2084,1614,112,249391,"TEMP2735"
28073,28558,"S-2873",1784,2084,1534,112,249396,"TEMP2737"
28076,28559,"I-6411",824,954,694,112,249399,"TEMP2739"
28077,28561,"S-993",1584,1694,1434,112,249400,"TEMP2741"
28077,28560,"S-992",1484,1604,1404,112,249400,"TEMP2741"
28077,28563,"S-995",1484,1614,1394,112,249400,"TEMP2741"
28077,28562,"S-994",614,664,554,112,249400,"TEMP2741"
28103,28697,"RL-1557",374,524,54,112,250517,"TEMP2743"
28103,28700,"GX-6391",5034,5374,4684,112,250518,"TEMP2743"
28103,28699,"RL-1556",2764,3014,2444,112,250518,"TEMP2743"
28103,28698,"RL-1664",1544,1784,1364,112,250518,"TEMP2743"
28107,28705,"USGS-1438",27764,27884,27634,112,250527,"TEMP2745"
28107,28709,"USGS-1442",27744,27904,27484,112,250527,"TEMP2745"
28107,28711,"USGS-1448",23474,23774,23174,112,250526,"TEMP2745"
28107,28712,"USGS-1439",22994,23144,22804,112,250526,"TEMP2745"
28107,28713,"USGS-1441",22874,23224,22534,112,250526,"TEMP2745"
28107,28714,"USGS-1485",22454,22674,22364,112,250526,"TEMP2745"
28107,28708,"USGS-1451",22444,22794,22254,112,250526,"TEMP2745"
28107,28707,"USGS-1657",17244,17674,16984,112,250526,"TEMP2745"
28107,28706,"USGS-1658",17214,17354,17064,112,250526,"TEMP2745"
28107,28715,"USGS-1440",39544,40594,38284,112,250528,"TEMP2745"
28107,28710,"USGS-1443",38784,39354,37794,112,250528,"TEMP2745"
28107,28716,"USGS-1514",41634,42304,40754,112,250530,"TEMP2745"
28108,28717,"I-3569",18094,18634,17474,112,250531,"TEMP2747"
28108,53848,"GSC-2641",14164,14774,13884,112,250531,"TEMP2747"
28115,28721,"I-2477",10924,11244,10554,112,250557,"TEMP2749"
28151,28730,"I-12149",854,984,734,112,250596,"TEMP2751"
28151,28731,"I-12151",774,914,684,112,250597,"TEMP2751"
28166,53849,"OxA-9263",19094,19364,18924,112,251893,"TEMP2753"
28166,53850,"TEMP370",16694,16904,16514,112,251893,"TEMP2753"
28171,28859,"S-1038",214,424,14,112,251918,"TEMP2755"
28171,28858,"S-1037",184,294,14,112,251918,"TEMP2755"
28171,28860,"S-502",664,764,564,112,251919,"TEMP2755"
28175,28864,"GSC-2298",10904,11174,10594,112,251941,"TEMP2757"
28177,53851,"Beta-16157",50400,54400,47200,112,252587,"TEMP2759"
28177,28866,"QC-662",13100,13500,12800,112,252587,"TEMP2759"
28185,28881,"TO-5474",1214,1284,1094,112,252960,"TEMP2761"
28193,28907,"S-407",6964,7184,6754,112,253213,"TEMP2763"
28193,28906,"S-406",1354,1494,1274,112,253213,"TEMP2763"
28193,28904,"S-408",1214,1294,1084,112,253213,"TEMP2763"
28193,28905,"S-409",1924,2094,1764,112,253214,"TEMP2763"
28196,28909,"I-9025",434,534,314,112,253218,"TEMP2765"
28199,28910,"S-2497",424,534,304,112,253227,"TEMP2767"
28199,28912,"S-1330",2544,2734,2364,112,253228,"TEMP2767"
28199,28911,"S-2496",1174,1294,1004,112,253228,"TEMP2767"
28203,28914,"Beta-80766",2434,2684,2314,112,253232,"TEMP2769"
28204,28915,"WAT-1764",1074,1244,944,112,253233,"TEMP2771"
28207,28947,"GaK-2752",694,874,574,112,253280,"TEMP2773"
28207,28948,"GaK-2753",2954,3194,2784,112,253279,"TEMP2773"
28258,28949,"GaK-3284",834,974,704,112,253332,"TEMP2775"
28258,28950,"I-9029",1414,1534,1314,112,253333,"TEMP2775"
28259,28951,"RIDDL-572",5114,5404,4884,112,253334,"TEMP2777"
28259,28952,"SFU-386",5094,5934,4214,112,253335,"TEMP2777"
28261,28953,"Gak-2342",494,624,334,112,253337,"TEMP2779"
28262,28954,"RL-147",1734,1984,1504,112,253338,"TEMP2781"
28263,28955,"GX-7122",174,424,4,112,253339,"TEMP2783"
28263,28956,"GX-7123",314,494,24,112,253340,"TEMP2783"
28263,28957,"GSC-3396",704,814,584,112,253341,"TEMP2783"
28264,28958,"WSU-1949",164,384,4,112,253342,"TEMP2785"
28265,28966,"CAMS-17127",14400,14900,14200,112,253343,"TEMP2787"
28265,28965,"CAMS-17126",14300,14700,14100,112,253343,"TEMP2787"
28265,28964,"CAMS-13303",14200,14400,14000,112,253343,"TEMP2787"
28265,28963,"CAMS-13301",13300,13500,13100,112,253343,"TEMP2787"
28265,53864,"AA26792",41600,44300,39800,112,253345,"TEMP2787"
28265,53858,"AA26789",41200,43700,39300,112,253345,"TEMP2787"
28265,53884,"AA26867",40900,43000,38700,112,253345,"TEMP2787"
28265,53870,"AA26781",40800,42800,38500,112,253345,"TEMP2787"
28265,53855,"AA26791",40900,42500,39200,112,253345,"TEMP2787"
28265,53854,"AA26788",40500,42400,38100,112,253345,"TEMP2787"
28265,53868,"AA26790",40400,42400,37700,112,253345,"TEMP2787"
28265,53863,"AA26787",39600,41400,36700,112,253345,"TEMP2787"
28265,53869,"AA26780",39200,41200,36000,112,253345,"TEMP2787"
28265,53877,"AA26854",30400,31400,29400,112,253344,"TEMP2787"
28265,53871,"AA26868",30200,31000,29300,112,253344,"TEMP2787"
28265,53886,"QC-675",27200,30900,21800,112,253344,"TEMP2787"
28265,53857,"AA26876",27900,28800,27300,112,253344,"TEMP2787"
28265,53872,"AA26853",27600,27900,27400,112,253344,"TEMP2787"
28265,53852,"AA26848",27000,27700,26300,112,253344,"TEMP2787"
28265,28967,"SI-456",27000,27500,26500,112,253344,"TEMP2787"
28265,53885,"QC-669",26700,28400,25300,112,253344,"TEMP2787"
28265,53883,"AA26847",24800,25600,24100,112,253344,"TEMP2787"
28265,53875,"AA26869",24600,25400,24000,112,253344,"TEMP2787"
28265,53882,"AA26849",23900,24600,23200,112,253344,"TEMP2787"
28265,53861,"AA26851",23800,24600,23200,112,253344,"TEMP2787"
28265,53876,"AA26860",23600,24200,23100,112,253344,"TEMP2787"
28265,53873,"AA26842",23500,24100,23100,112,253344,"TEMP2787"
28265,53874,"AA26823",23500,24000,23000,112,253344,"TEMP2787"
28265,53880,"AA26824",23100,23800,22600,112,253344,"TEMP2787"
28265,53853,"AA26839",22900,23600,22400,112,253344,"TEMP2787"
28265,53867,"AA26833",21800,22300,21100,112,253344,"TEMP2787"
28265,53879,"AA26818",21400,22000,20900,112,253344,"TEMP2787"
28265,53859,"AA26845",19500,20000,19100,112,253344,"TEMP2787"
28265,53865,"AA26820",19300,19600,19000,112,253344,"TEMP2787"
28265,53856,"AA26808",19100,19500,18800,112,253344,"TEMP2787"
28265,53862,"AA26804",18700,19000,18400,112,253344,"TEMP2787"
28265,53860,"AA26852",18400,18700,18000,112,253344,"TEMP2787"
28265,53866,"AA26805",17100,17400,16600,112,253344,"TEMP2787"
28265,53881,"AA26828",15000,15400,14400,112,253344,"TEMP2787"
28265,53878,"AA26819",14900,15200,14400,112,253344,"TEMP2787"
28266,28969,"S-640",974,1104,834,112,253347,"TEMP2789"
28266,28968,"GaK-3809",944,1064,804,112,253347,"TEMP2789"
28266,28970,"S-641",1104,1364,814,112,253348,"TEMP2789"
28272,28989,"S-1457",7044,7274,6804,112,253367,"TEMP2791"
28272,28988,"S-1488",6944,7284,6634,112,253367,"TEMP2791"
28272,28990,"S-1448",6644,6914,6394,112,253367,"TEMP2791"
28272,28987,"S-1527",6634,6904,6384,112,253367,"TEMP2791"
28273,28994,"S-1971",6804,7144,6634,112,253368,"TEMP2793"
28273,28993,"S-1970",6764,7024,6594,112,253368,"TEMP2793"
28273,28992,"S-2036B",6754,7044,6554,112,253368,"TEMP2793"
28273,28997,"NZA-15746",6694,6794,6574,112,253368,"TEMP2793"
28273,28995,"S-2037",6624,6774,6394,112,253368,"TEMP2793"
28276,53890,"GSC-550",1064,1284,804,112,253371,"TEMP2795"
28278,29008,"GSC-686",1504,1824,1314,112,253373,"TEMP2797"
28278,29005,"GSC-445",1394,1644,1194,112,253373,"TEMP2797"
28278,29006,"GSC-208",1284,1504,1054,112,253373,"TEMP2797"
28278,29009,"S-171",1214,1284,1084,112,253373,"TEMP2797"
28278,29007,"GSC-449",1224,1364,1014,112,253373,"TEMP2797"
28292,29036,"DAL-328",2914,3144,2774,112,253449,"TEMP2799"
28292,29037,"WSU-1951",1514,1704,1364,112,253450,"TEMP2799"
28292,29038,"WSU-1952",2554,2794,2314,112,253451,"TEMP2799"
28292,29039,"WSU-1953",4994,5274,4734,112,253452,"TEMP2799"
28310,53899,"S-752",4484,5014,4004,112,255826,"TEMP2801"
28310,53895,"S-750",3944,4214,3704,112,255826,"TEMP2801"
28310,53892,"S-472",3724,3904,3544,112,255826,"TEMP2801"
28310,53898,"S-751",3704,4174,3294,112,255826,"TEMP2801"
28310,53896,"S-748",3384,3614,3144,112,255826,"TEMP2801"
28310,53893,"S-753",1784,1944,1624,112,255826,"TEMP2801"
28310,53907,"TO-12060",1644,1764,1544,112,255826,"TEMP2801"
28310,53894,"S-754",1594,1724,1424,112,255826,"TEMP2801"
28310,53906,"TO-12059",964,1074,824,112,255826,"TEMP2801"
28310,53901,"TO-10892",964,1074,824,112,255826,"TEMP2801"
28310,53905,"TO-12058",864,974,764,112,255826,"TEMP2801"
28310,53900,"TO-10894",814,914,734,112,255826,"TEMP2801"
28310,53904,"TO-12057",804,914,704,112,255826,"TEMP2801"
28310,53891,"S-471",184,294,24,112,255826,"TEMP2801"
28310,53910,"S-983",3294,3484,3074,112,255825,"TEMP2801"
28310,53912,"S-986",2924,3164,2774,112,255825,"TEMP2801"
28310,53908,"S-984",2844,3044,2724,112,255825,"TEMP2801"
28310,53909,"S-987",2764,2924,2504,112,255825,"TEMP2801"
28310,53911,"S-985",2644,2854,2414,112,255825,"TEMP2801"
28310,53902,"TO-10893",2174,2314,2014,112,255825,"TEMP2801"
28310,53903,"TO-10895",2154,2304,2014,112,255825,"TEMP2801"
28310,53897,"S-749",1314,1714,994,112,255825,"TEMP2801"
28314,29124,"TO-3716",744,854,694,112,255834,"TEMP2803"
28314,29123,"Beta-28765",464,534,334,112,255834,"TEMP2803"
28314,29125,"Beta-94896",194,304,14,112,255834,"TEMP2803"
28314,53913,"Beta-94895",154,274,34,112,255834,"TEMP2803"
28318,29152,"AA-17601",13414,13674,13194,112,255849,"TEMP2805"
28318,29153,"CAMS-8261",13374,13494,13234,112,255849,"TEMP2805"
28318,29155,"CAMS-7204",12974,13104,12814,112,255849,"TEMP2805"
28318,29156,"CAMS-9898",19084,19294,18954,112,255849,"TEMP2805"
28318,29157,"Beta-67690",19084,19294,18954,112,255849,"TEMP2805"
28318,29154,"CAMS-7203",11074,11224,10924,32,255849,"TEMP2805"
28318,29158,"CAMS-5358",12134,12444,11874,112,255850,"TEMP2805"
28318,29160,"UGa-6256 D",12164,12794,11304,112,255850,"TEMP2805"
28318,29161,"WSU-4263",12134,12464,11804,112,255850,"TEMP2805"
28318,29162,"WSU-4019",12344,12934,11954,112,255850,"TEMP2805"
28318,29159,"CAMS-8261",13304,13424,13194,112,255852,"TEMP2805"
28318,29164,"WSU-4265",13284,13444,13054,112,255852,"TEMP2805"
28318,29165,"WSU-4262",13334,13484,13194,112,255852,"TEMP2805"
28318,29163,"UGa-6257 D",12984,13394,12574,112,255851,"TEMP2805"
28318,29166,"WSU-4364",13654,14024,13344,112,255853,"TEMP2805"
28318,29167,"WSU-4351",13654,14014,13344,112,255853,"TEMP2805"
28319,29168,"SI-1117",8014,8194,7854,112,255856,"TEMP2807"
28319,29169,"W-1122",4114,4814,3494,112,255854,"TEMP2807"
28319,29170,"W-1125",5424,6094,4734,112,255855,"TEMP2807"
28320,29171,"Beta-85683",4294,4414,4164,112,255860,"TEMP2809"
28320,29172,"Beta-85682",684,724,594,112,255863,"TEMP2809"
28320,29173,"WW-1802",18634,18754,18334,112,255858,"TEMP2809"
28321,29174,"Beta-111606",16904,17054,16674,112,255865,"TEMP2811"
28325,29192,"GX-6385 A",2484,2734,2164,112,255884,"TEMP2813"
28325,29193,"GX-6388",6224,6564,5974,112,255886,"TEMP2813"
28325,29196,"RL-1663",6114,6294,5854,112,255886,"TEMP2813"
28325,29195,"RL-1662",6114,6294,5854,112,255886,"TEMP2813"
28325,29194,"GX-6387",3814,4264,3454,112,255885,"TEMP2813"
28328,29224,"S-2691",1174,1334,974,112,255962,"TEMP2815"
28328,29225,"S-2791",3154,3364,2914,112,255963,"TEMP2815"
28328,29226,"S-2797",1524,1714,1364,112,255965,"TEMP2815"
28328,29227,"S-2801",404,784,24,112,255966,"TEMP2815"
28328,29228,"S-2792",1124,1284,964,112,255967,"TEMP2815"
28328,29230,"S-2793",3124,3354,2884,112,255969,"TEMP2815"
28328,29234,"S-2794",3014,3694,2084,112,255969,"TEMP2815"
28328,29229,"S-2798",2934,3334,2334,112,255969,"TEMP2815"
28328,29231,"S-2799",1434,1624,1304,112,255970,"TEMP2815"
28328,29232,"S-2795",674,844,564,112,255964,"TEMP2815"
28328,29233,"S-2796",2594,3554,1744,112,255968,"TEMP2815"
28329,29235,"S-2396",184,404,14,112,255971,"TEMP2817"
28329,29236,"S-2274",394,624,44,112,255972,"TEMP2817"
28329,29237,"S-2275",554,664,354,112,255973,"TEMP2817"
28329,29238,"S-2276",604,704,504,112,255974,"TEMP2817"
28332,29257,"S-1062",2314,2524,2154,112,256084,"TEMP2819"
28332,29256,"S-1063",1614,1734,1454,112,256084,"TEMP2819"
28336,53914,"AA-26783",37900,41500,35500,112,256118,"TEMP2821"
28336,53917,"AA-26844",26200,27000,25500,112,256118,"TEMP2821"
28336,53915,"AA-26861",24800,25600,24100,112,256118,"TEMP2821"
28336,53918,"AA-26872",24700,25500,24000,112,256118,"TEMP2821"
28336,53916,"AA-26870",24000,24700,23400,112,256118,"TEMP2821"
28336,53919,"AA-26825",23800,24500,23200,112,256118,"TEMP2821"
28336,53921,"AA-26835",23600,24200,23100,112,256118,"TEMP2821"
28336,53920,"AA-26837",19500,20100,19100,112,256118,"TEMP2821"
28336,29273,"I-2197",17500,18000,16900,112,256118,"TEMP2821"
28336,29272,"I-2196",16300,17400,15300,112,256118,"TEMP2821"
28336,53922,"AA-26810",14900,15300,14400,112,256118,"TEMP2821"
28338,29278,"SFU-150",2884,3334,2404,112,256120,"TEMP2823"
28338,29277,"SFU-98",994,1264,744,112,256120,"TEMP2823"
28338,29275,"RIDDL-120",914,1104,764,112,256120,"TEMP2823"
28338,29276,"SFU-97",734,1314,144,112,256120,"TEMP2823"
28342,29294,"S-787",2314,2574,2154,112,256127,"TEMP2825"
28342,29295,"S-788",4714,4974,4464,112,256128,"TEMP2825"
28342,29296,"GaK-4865",7644,7874,7454,112,256129,"TEMP2825"
28344,29306,"S-706",3764,4084,3494,112,256194,"TEMP2827"
28344,29307,"S-693",3894,4604,3284,112,256195,"TEMP2827"
28344,29308,"S-646",4134,4384,3904,112,256196,"TEMP2827"
28344,29309,"GX-3373",4954,5494,4374,112,256197,"TEMP2827"
28344,29310,"RIDDL-514",5284,5554,4954,112,256198,"TEMP2827"
28344,29311,"S-619",5714,6044,5374,112,256199,"TEMP2827"
28344,29312,"SFU-294",5914,6234,5624,112,256200,"TEMP2827"
28345,29313,"GX-2828",1064,1264,834,112,256201,"TEMP2829"
28345,29314,"GX-7116",1934,2654,1384,112,256202,"TEMP2829"
28345,29315,"GX-4232",2304,2694,1944,112,256203,"TEMP2829"
28345,29316,"GX-5130",5534,5864,5144,112,256204,"TEMP2829"
28349,29335,"Beta-39588",704,784,664,112,256209,"TEMP2831"
28349,29334,"S-2332",684,804,574,112,256209,"TEMP2831"
28349,29333,"S-3001",664,794,384,112,256209,"TEMP2831"
28349,29338,"S-2329",1184,1344,1034,112,256210,"TEMP2831"
28349,29339,"S-2333",1184,1334,1034,112,256210,"TEMP2831"
28349,29337,"S-2487",1134,1254,994,112,256210,"TEMP2831"
28349,29340,"S-2488",1124,1264,954,112,256210,"TEMP2831"
28349,29336,"S-2219",1094,1244,904,112,256210,"TEMP2831"
28349,29342,"S-2331",1314,1494,1134,112,256211,"TEMP2831"
28349,29341,"S-2330",1294,1464,1114,112,256211,"TEMP2831"
28355,29355,"S-3372",3754,3934,3574,112,256222,"TEMP2833"
28355,29361,"S-3008",3954,4144,3764,112,256223,"TEMP2833"
28355,29356,"S-3373",3784,3964,3594,112,256223,"TEMP2833"
28355,29358,"S-3375",4304,4424,4154,112,256224,"TEMP2833"
28355,29357,"S-3374",4294,4414,4124,112,256224,"TEMP2833"
28355,29359,"S-3009",4854,5094,4624,112,256226,"TEMP2833"
28355,29360,"S-3007",5754,5914,5614,112,256227,"TEMP2833"
28356,29362,"S-1757",574,874,244,112,256236,"TEMP2835"
28356,29363,"S-1758",704,1004,454,112,256237,"TEMP2835"
28356,29364,"S-1759",884,1224,634,112,256238,"TEMP2835"
28356,29366,"S-1761",1234,1524,974,112,256239,"TEMP2835"
28356,29365,"S-1760",1224,1514,964,112,256239,"TEMP2835"
28356,29368,"S-1763",1284,1574,1004,112,256240,"TEMP2835"
28356,29367,"S-1762",1284,1584,994,112,256240,"TEMP2835"
28356,29370,"S-1765",1724,2124,1424,112,256242,"TEMP2835"
28356,29369,"S-1764",1604,1944,1314,112,256242,"TEMP2835"
28356,29381,"S-3367",2274,2604,2074,112,256243,"TEMP2835"
28356,29372,"S-3366",2214,2444,1974,112,256243,"TEMP2835"
28356,29371,"S-1767",2184,2404,1874,112,256243,"TEMP2835"
28356,29373,"S-2061",3914,4294,3584,112,256249,"TEMP2835"
28356,29374,"S-2062",3814,4094,3574,112,256250,"TEMP2835"
28356,29375,"CAMS-2274",1754,1864,1624,112,256241,"TEMP2835"
28356,29382,"S-3365",3014,3194,2864,112,256244,"TEMP2835"
28356,29376,"S-2058",2624,2764,2394,112,256244,"TEMP2835"
28356,29377,"S-2059",2424,2694,2164,112,256245,"TEMP2835"
28356,29379,"S-1768",2704,3044,2414,112,256246,"TEMP2835"
28356,29378,"S-2060",2594,2744,2394,112,256246,"TEMP2835"
28356,29380,"S-1769",3514,3864,3184,112,256248,"TEMP2835"
28363,29401,"AECV-1001 C",654,754,564,112,256266,"TEMP2837"
28363,29390,"RIDDL-550",594,664,564,112,256266,"TEMP2837"
28363,29393,"AECV-1002 C",464,554,324,112,256266,"TEMP2837"
28363,29391,"AECV-1012 C",654,784,554,112,256270,"TEMP2837"
28363,29392,"RIDDL-548",694,894,554,112,256265,"TEMP2837"
28363,29395,"AECV-1003 C",334,484,34,112,256267,"TEMP2837"
28363,29394,"AECV-1005 C",324,474,34,112,256267,"TEMP2837"
28363,29398,"AECV-1006 C",534,634,454,112,256268,"TEMP2837"
28363,29397,"AECV-1008 C",534,634,434,112,256268,"TEMP2837"
28363,29402,"AECV-1007 C",504,604,354,112,256268,"TEMP2837"
28363,29396,"AECV-1009 C",484,544,334,112,256268,"TEMP2837"
28363,29400,"AECV-1011 C",544,644,354,112,256269,"TEMP2837"
28363,29399,"AECV-1010 C",444,534,294,112,256269,"TEMP2837"
28371,29419,"missing",1244,1434,1084,112,256427,"TEMP2839"
28371,29417,"missing",1184,1284,1074,112,256427,"TEMP2839"
28371,29418,"missing",1074,1254,834,112,256427,"TEMP2839"
28372,29420,"S-3208",9094,9474,8644,112,256428,"TEMP2841"
28372,29422,"S-3308",10364,10594,10204,112,256429,"TEMP2841"
28372,29421,"S-3309",10094,10364,9724,112,256429,"TEMP2841"
28372,29423,"S-3114",10014,10254,9684,112,256430,"TEMP2841"
28372,29424,"S-3118",12094,12464,11754,112,256431,"TEMP2841"
28375,29425,"Beta-20780",4594,4804,4414,112,256434,"TEMP2843"
28375,29426,"Beta-20781",4164,4614,3744,112,256435,"TEMP2843"
28382,54066,"Beta-362611",19724,19924,19574,112,256640,"TEMP2845"
28382,54067,"Beta-362609",19444,19554,19254,112,256640,"TEMP2845"
28382,29455,"Beta-1699",18514,18784,18304,112,256640,"TEMP2845"
28382,29453,"Beta-5691",18474,18734,18204,112,256640,"TEMP2845"
28382,29454,"Beta-9906",15714,16404,15074,112,256640,"TEMP2845"
28382,53708,"V-48152",27124,27434,26604,112,256642,"TEMP2845"
28382,29456,"Beta-9950",27094,27624,26494,112,256642,"TEMP2845"
28382,54068,"Beta-398990",27074,27204,26604,112,256642,"TEMP2845"
28382,54071,"Beta-362610",20014,20224,19734,112,256641,"TEMP2845"
28382,54070,"Beta-362612",19874,20074,19634,112,256641,"TEMP2845"
28382,29457,"AA-683",19494,19984,19054,112,256641,"TEMP2845"
28382,54069,"Beta-362613",18924,19044,18854,112,256641,"TEMP2845"
28395,29620,"CR-316",294,544,14,112,258550,"TEMP2847"
28397,29621,"WSU-2941",10100,10700,9600,112,258552,"TEMP2849"
28397,29624,"SMU-2093",26700,35000,22700,112,258552,"TEMP2849"
28397,29625,"WSU-2942",32000,33100,31300,112,258552,"TEMP2849"
28397,29622,"McKinney 199E1",143106,152406,133706,28,258552,"TEMP2849"
28397,29623,"McKinney 200E1",164394,175494,153194,28,258552,"TEMP2849"
28398,29626,"CAMS-27141",164,294,14,112,258553,"TEMP2851"
28399,29627,"Beta-23981",4924,5204,4824,112,258554,"TEMP2853"
28399,29628,"Beta-23982",4704,4824,4474,112,258554,"TEMP2853"
28442,29771,"S-2845",464,614,324,112,261171,"TEMP2855"
28442,29770,"S-2775",424,544,294,112,261171,"TEMP2855"
28442,29769,"S-2773",294,474,44,112,261171,"TEMP2855"
28443,29810,"S-2500",7724,7984,7484,112,261172,"TEMP2857"
28443,29787,"RL-334",6464,6654,6314,112,261172,"TEMP2857"
28443,29805,"GSC-803",6204,6804,5664,112,261172,"TEMP2857"
28443,29795,"AECV-843 C",5864,6124,5664,112,261172,"TEMP2857"
28443,29786,"RL-333",5824,6114,5624,112,261172,"TEMP2857"
28443,29809,"GaK-1476",4564,4804,4304,112,261172,"TEMP2857"
28443,29807,"AECV-357 C",4184,4684,3744,112,261172,"TEMP2857"
28443,29808,"GaK-1474",3224,3444,2954,112,261172,"TEMP2857"
28443,29821,"AECV-60 C",2844,3174,2474,112,261172,"TEMP2857"
28443,29784,"RL-332",2824,2994,2574,112,261172,"TEMP2857"
28443,29783,"GX-1253",1854,2024,1704,112,261172,"TEMP2857"
28443,29794,"AECV-1479 C",1804,1974,1634,112,261172,"TEMP2857"
