"collectionunitid","geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger","chroncontroltypeid","analysisunitid","chronology.agemodel","chroncontrols.notes"
5622,NA,NA,NA,15037,12872,80,82087,"bounds","inferred: full range of Dung Units 2 and 3"
5623,NA,NA,NA,10652,0,23,82094,"event","inferred: above Layer 2"
5623,NA,NA,NA,9787,0,23,82094,"bounds","inferred: above Layer 2"
5623,NA,NA,NA,10652,0,23,82095,"event","inferred: above Layer 2"
5623,NA,NA,NA,9787,0,23,82095,"bounds","inferred: above Layer 2"
5623,NA,NA,NA,10652,0,23,85044,"event","inferred: above Layer 2"
5623,NA,NA,NA,9787,0,23,85044,"bounds","inferred: above Layer 2"
5623,NA,NA,NA,25177,11442,23,85045,"event","inferred: between Layers 3 and 5"
5623,NA,NA,NA,24122,12312,23,85045,"bounds","inferred: between Layers 3 and 5"
5628,NA,NA,NA,11717,8357,80,82107,"event","inferred: full range of units F2 - F3"
5628,NA,NA,NA,12132,7922,80,82107,"bounds","inferred: full range of units F2 - F3"
5628,NA,NA,NA,2227,0,23,82108,"event","inferred: above Unit G"
5628,NA,NA,NA,957,0,23,82108,"bounds","inferred: above Unit G"
5628,NA,NA,NA,21000,13127,37,91841,"event","inferred: below Unit F1, pre-LGM"
5628,NA,NA,NA,21000,13252,37,91841,"bounds","inferred: below Unit F1, pre-LGM"
5628,NA,NA,NA,21000,13127,37,91842,"event","inferred: below Unit F1, pre-LGM"
5628,NA,NA,NA,21000,13252,37,91842,"bounds","inferred: below Unit F1, pre-LGM"
5700,NA,NA,NA,1692,1442,23,82196,"event","inferred: between Floors 1 and 2"
5700,NA,NA,NA,2297,927,80,82196,"bounds","inferred: full range of Floors 1 and 2"
5708,NA,NA,NA,9777,657,80,82206,"event","inferred: full range of dated units in collection"
5708,NA,NA,NA,10147,87,80,82206,"bounds","inferred: full range of dated units in collection"
5708,NA,NA,NA,932,657,23,82208,"event","inferred: above Strata 2-3, no younger than Packrat Midden"
5708,NA,NA,NA,612,87,23,82208,"bounds","inferred: above Strata 2-3, no younger than Packrat Midden"
5708,NA,NA,NA,1352,932,112,82209,"event","inferred: same as Strata 2-3"
5708,NA,NA,NA,1732,612,112,82209,"bounds","inferred: same as Strata 2-3"
5708,NA,NA,NA,1352,932,112,82210,"event","inferred: same as Strata 2-3"
5708,NA,NA,NA,1732,612,112,82210,"bounds","inferred: same as Strata 2-3"
5708,NA,NA,NA,11700,9777,37,82214,"event","inferred: below Stratum 7; Holocene"
5708,NA,NA,NA,11700,10147,37,82214,"bounds","inferred: below Stratum 7; Holocene"
5711,NA,NA,NA,11700,8617,37,82221,"event","inferred: below 2; Holocene"
5711,NA,NA,NA,11700,8917,37,82221,"bounds","inferred: below 2; Holocene"
5711,NA,NA,NA,5907,5067,80,82223,"event","inferred: range of 10 and 14"
5711,NA,NA,NA,6317,4477,80,82223,"bounds","inferred: range of 10 and 14"
5711,NA,NA,NA,5627,5547,80,82224,"event","inferred: range of 10 and 14"
5711,NA,NA,NA,6227,5132,80,82224,"bounds","inferred: range of 10 and 14"
5711,NA,NA,NA,5627,5547,80,82225,"event","inferred: range of 10 and 14"
5711,NA,NA,NA,6227,5132,80,82225,"bounds","inferred: range of 10 and 14"
5711,NA,NA,NA,5252,3637,80,82228,"event","inferred: range of 15 and 17"
5711,NA,NA,NA,5617,3212,80,82228,"bounds","inferred: range of 15 and 17"
5711,NA,NA,NA,4037,3507,80,82230,"event","inferred: range of 17 and 22"
5711,NA,NA,NA,4462,3362,80,82230,"bounds","inferred: range of 17 and 22"
5711,NA,NA,NA,4037,3507,80,82231,"event","inferred: range of 17 and 22"
5711,NA,NA,NA,4462,3362,80,82231,"bounds","inferred: range of 17 and 22"
5711,NA,NA,NA,4037,3507,80,82233,"event","inferred: range of 17 and 22"
5711,NA,NA,NA,4462,3362,80,82233,"bounds","inferred: range of 17 and 22"
5711,NA,NA,NA,4037,3507,80,82234,"event","inferred: range of 17 and 22"
5711,NA,NA,NA,4462,3362,80,82234,"bounds","inferred: range of 17 and 22"
5711,NA,NA,NA,8297,8042,23,82236,"event","inferred: between 2 and 4"
5711,NA,NA,NA,8917,7512,80,82236,"bounds","inferred: range of 2 and 4"
5711,NA,NA,NA,7827,6792,80,82239,"event","inferred: range of 5 and 8"
5711,NA,NA,NA,8487,5992,80,82239,"bounds","inferred: range of 5 and 8"
5711,NA,NA,NA,7827,6792,80,82240,"event","inferred: range of 5 and 8"
5711,NA,NA,NA,8487,5992,80,82240,"bounds","inferred: range of 5 and 8"
5711,NA,NA,NA,6792,5907,23,82242,"event","inferred: between 8 and 10"
5711,NA,NA,NA,8357,5132,80,82242,"bounds","inferred: range of 8 and 10"
5722,NA,NA,NA,4797,4702,23,82275,"event","inferred: between Levels 2 and 7"
5722,NA,NA,NA,4832,4667,23,82275,"bounds","inferred: between Levels 2 and 7"
5722,NA,NA,NA,4797,4702,23,82276,"event","inferred: between Levels 2 and 7"
5722,NA,NA,NA,4832,4667,23,82276,"bounds","inferred: between Levels 2 and 7"
5722,NA,NA,NA,4797,4702,23,82277,"event","inferred: between Levels 2 and 7"
5722,NA,NA,NA,4832,4667,23,82277,"bounds","inferred: between Levels 2 and 7"
5722,NA,NA,NA,4797,4702,23,82278,"event","inferred: between Levels 2 and 7"
5722,NA,NA,NA,4832,4667,23,82278,"bounds","inferred: between Levels 2 and 7"
5722,NA,NA,NA,4417,0,23,82280,"event","inferred: above Level 7"
5722,NA,NA,NA,4462,0,23,82280,"bounds","inferred: above Level 7"
5722,NA,NA,NA,4417,0,23,82281,"event","inferred: above Level 7"
5722,NA,NA,NA,4462,0,23,82281,"bounds","inferred: above Level 7"
5747,NA,NA,NA,38027,31892,80,82313,"event","inferred: full range of dated units in collection"
5747,NA,NA,NA,38667,31587,80,82313,"bounds","inferred: full range of dated units in collection"
5756,NA,NA,NA,1527,0,23,82336,"event","inferred: above Stratum 3"
5756,NA,NA,NA,1277,0,23,82336,"bounds","inferred: above Stratum 3"
5756,NA,NA,NA,1527,0,23,82337,"event","inferred: above Stratum 3"
5756,NA,NA,NA,1277,0,23,82337,"bounds","inferred: above Stratum 3"
5756,NA,NA,NA,3982,1767,23,82338,"event","inferred: between Strata 3 and 5"
5756,NA,NA,NA,3367,2017,23,82338,"bounds","inferred: between Strata 3 and 5"
5756,NA,NA,NA,9000,4577,37,82340,"event","inferred: below Stratum 5; biostratigraphically &lt;9ka"
5756,NA,NA,NA,9000,5197,37,82340,"bounds","inferred: below Stratum 5; biostratigraphically &lt;9ka"
5756,NA,NA,NA,9000,4577,37,82341,"event","inferred: below Stratum 5; biostratigraphically &lt;9ka"
5756,NA,NA,NA,9000,5197,37,82341,"bounds","inferred: below Stratum 5; biostratigraphically &lt;9ka"
5756,NA,NA,NA,9000,4577,37,82342,"event","inferred: below Stratum 5; biostratigraphically &lt;9ka"
5756,NA,NA,NA,9000,5197,37,82342,"bounds","inferred: below Stratum 5; biostratigraphically &lt;9ka"
5756,NA,NA,NA,9000,4577,37,91851,"event","inferred: below Stratum 5; biostratigraphically &lt;9ka"
5756,NA,NA,NA,9000,5197,37,91851,"bounds","inferred: below Stratum 5; biostratigraphically &lt;9ka"
5757,NA,NA,NA,8327,7122,23,82343,"event","inferred: between Level 10 and Levels 25-30"
5757,NA,NA,NA,7922,7432,23,82343,"bounds","inferred: between Level 10 and Levels 25-30"
5757,NA,NA,NA,8327,7122,23,82344,"event","inferred: between Level 10 and Levels 25-30"
5757,NA,NA,NA,7922,7432,23,82344,"bounds","inferred: between Level 10 and Levels 25-30"
5757,NA,NA,NA,8327,7122,23,91853,"event","inferred: between Level 10 and Levels 25-30"
5757,NA,NA,NA,7922,7432,23,91853,"bounds","inferred: between Level 10 and Levels 25-30"
5768,NA,NA,NA,1457,1367,23,82365,"event","inferred: between Level 6 and Level 12"
5768,NA,NA,NA,1452,1377,23,82365,"bounds","inferred: between Level 6 and Level 12"
5768,NA,NA,NA,1457,1367,23,82368,"event","inferred: between Level 6 and Level 12"
5768,NA,NA,NA,1452,1377,23,82368,"bounds","inferred: between Level 6 and Level 12"
5768,NA,NA,NA,6000,1562,37,82369,"event","inferred: below Level 6, Late Holocene"
5768,NA,NA,NA,6000,1552,37,82369,"bounds","inferred: below Level 6, Late Holocene"
5786,NA,NA,NA,442,0,23,82400,"event","inferred: above UE3"
5786,NA,NA,NA,247,0,23,82400,"bounds","inferred: above UE3"
5786,NA,NA,NA,442,0,23,82401,"event","inferred: above UE3"
5786,NA,NA,NA,247,0,23,82401,"bounds","inferred: above UE3"
5795,NA,NA,NA,312,0,23,82418,"event","inferred: above WC3"
5795,NA,NA,NA,287,0,23,82418,"bounds","inferred: above WC3"
5814,NA,NA,11892,12247,11522,112,82449,"event","inferred: same as Zone IIb"
5814,NA,NA,NA,12862,10872,112,82449,"bounds","inferred: same as Zone IIb"
5814,NA,NA,NA,12592,2092,80,82450,"event","inferred: full range of dated units in collection"
5814,NA,NA,NA,12862,237,80,82450,"bounds","inferred: full range of dated units in collection"
5814,NA,NA,NA,10587,4742,80,82455,"event","inferred: range of IIIa-e"
5814,NA,NA,NA,13557,4092,80,82455,"bounds","inferred: range of IIIa-e"
5814,NA,NA,NA,10587,4742,80,82456,"event","inferred: range of IIIa-e"
5814,NA,NA,NA,13557,4092,80,82456,"bounds","inferred: range of IIIa-e"
5828,NA,NA,NA,3947,307,80,82477,"event","inferred: full range of dated units in collection"
5828,NA,NA,NA,4587,277,80,82477,"bounds","inferred: full range of dated units in collection"
5828,NA,NA,NA,3147,2552,23,82482,"event","inferred: between Horizons IV and VI"
5828,NA,NA,NA,4587,1562,80,82482,"bounds","inferred: range of Horizons IV and VI"
5828,NA,NA,NA,767,307,23,82484,"event","inferred: above Level F3, within range of dated units"
5828,NA,NA,NA,542,277,23,82484,"bounds","inferred: above Level F3, within range of dated units"
5828,NA,NA,NA,767,307,23,82485,"event","inferred: above Level F3, within range of dated units"
5828,NA,NA,NA,542,277,23,82485,"bounds","inferred: above Level F3, within range of dated units"
5828,NA,NA,NA,3947,987,23,82487,"event","inferred: below Level F3, within range of dated units"
5828,NA,NA,NA,4587,1212,23,82487,"bounds","inferred: below Level F3, within range of dated units"
5829,NA,NA,NA,1937,672,80,82488,"event","inferred: full range"
5829,NA,NA,NA,2542,657,80,82488,"bounds","inferred: full range"
5829,NA,NA,NA,1177,1022,80,82492,"event","inferred: top of Gila Butte to bottom of Sacaton"
5829,NA,NA,NA,1347,747,80,82492,"bounds","inferred: bottom of Gila Butte to top of Sacaton"
5829,NA,NA,NA,1177,852,80,82493,"event","inferred: top of Gila Butte to top of Sacaton"
5829,NA,NA,NA,1102,747,80,82493,"bounds","inferred: top of Gila Butte to top of Sacaton"
5829,NA,NA,NA,1277,1042,80,82495,"event","inferred: range of Snaketown and Gila Butte"
5829,NA,NA,NA,1347,962,80,82495,"bounds","inferred: range of Snaketown and Gila Butte"
5829,NA,NA,NA,1312,1042,80,82497,"event","inferred: range of Sweetwater and Snaketown"
5829,NA,NA,NA,1602,962,80,82497,"bounds","inferred: range of Sweetwater and Snaketown"
5829,NA,NA,NA,1937,1337,80,82499,"event","inferred: range of Vahki and Estrella"
5829,NA,NA,NA,2542,1277,80,82499,"bounds","inferred: range of Vahki and Estrella"
5829,NA,NA,NA,1937,962,80,82500,"event","inferred: range of Vahki and Sweetwater"
5829,NA,NA,NA,2542,672,80,82500,"bounds","inferred: range of Vahki and Sweetwater"
5939,NA,NA,NA,11700,6962,37,82653,"event","inferred: below Level 3; Holocene"
5939,NA,NA,NA,11700,8307,37,82653,"bounds","inferred: below Level 3; Holocene"
5939,NA,NA,NA,11700,6962,37,82654,"event","inferred: below Level 3; Holocene"
5939,NA,NA,NA,11700,8307,37,82654,"bounds","inferred: below Level 3; Holocene"
5939,NA,NA,NA,1562,1407,23,82657,"event","inferred: between Level 4 and Level 6"
5939,NA,NA,NA,3827,-75,80,82657,"bounds","inferred: range of Level 4 and Level 6"
5964,NA,NA,NA,2662,317,80,82701,"event","inferred: full range of dated units in collection"
5964,NA,NA,NA,3462,62,80,82701,"bounds","inferred: full range of dated units in collection"
5965,NA,NA,NA,877,262,80,82702,"event","inferred: full range of dated units in collection"
5965,NA,NA,NA,1222,22,80,82702,"bounds","inferred: full range of dated units in collection"
5983,NA,NA,NA,6000,2182,37,82722,"event","inferred: below Stratum C; Late Holocene"
5983,NA,NA,NA,6000,2702,37,82722,"bounds","inferred: below Stratum C; Late Holocene"
5984,NA,NA,NA,1072,0,23,82723,"event","inferred: above Stratum E"
5984,NA,NA,NA,822,0,23,82723,"bounds","inferred: above Stratum E"
5984,NA,NA,NA,6000,1687,37,82726,"event","inferred: below Stratum Gh; Late Holocene"
5984,NA,NA,NA,6000,2072,37,82726,"bounds","inferred: below Stratum Gh; Late Holocene"
5995,NA,NA,NA,6792,3377,23,82742,"event","inferred: between A and C"
5995,NA,NA,NA,6677,3457,23,82742,"bounds","inferred: between A and C"
5995,NA,NA,NA,8732,6927,23,82744,"event","inferred: between C and E"
5995,NA,NA,NA,8522,7047,23,82744,"bounds","inferred: between C and E"
5995,NA,NA,NA,14800,12462,37,82748,"event","inferred: below G; post-LGM"
5995,NA,NA,NA,14800,12847,37,82748,"bounds","inferred: below G; post-LGM"
6007,NA,NA,NA,547,0,23,82764,"event","inferred: above Zone 2"
6007,NA,NA,NA,457,0,23,82764,"bounds","inferred: above Zone 2"
6007,NA,NA,NA,6000,4442,37,82769,"event","inferred: below Zone 5; Late Holocene"
6007,NA,NA,NA,6000,4587,37,82769,"bounds","inferred: below Zone 5; Late Holocene"
6010,NA,NA,NA,3072,0,23,82779,"event","inferred: above Zone 2"
6010,NA,NA,NA,3127,0,23,82779,"bounds","inferred: above Zone 2"
6010,NA,NA,NA,6000,3967,37,82780,"event","inferred: below Zone 4; Late Holocene"
6010,NA,NA,NA,6000,3967,37,82780,"bounds","inferred: below Zone 4; Late Holocene"
6010,NA,NA,NA,6000,3967,37,82782,"event","inferred: below Zone 3; Late Holocene"
6010,NA,NA,NA,6000,3967,37,82782,"bounds","inferred: below Zone 3; Late Holocene"
6011,NA,NA,NA,6000,1337,37,82785,"event","inferred: below Zone 2; Late Holocene"
6011,NA,NA,NA,6000,1677,37,82785,"bounds","inferred: below Zone 2; Late Holocene"
6011,NA,NA,NA,6000,1337,37,82786,"event","inferred: below Zone 2; Late Holocene"
6011,NA,NA,NA,6000,1677,37,82786,"bounds","inferred: below Zone 2; Late Holocene"
6017,NA,NA,NA,767,0,23,82809,"event","inferred: above Zone 5"
6017,NA,NA,NA,687,0,23,82809,"bounds","inferred: above Zone 5"
6017,NA,NA,NA,767,0,23,82810,"event","inferred: above Zone 5"
6017,NA,NA,NA,687,0,23,82810,"bounds","inferred: above Zone 5"
6018,NA,NA,NA,762,422,23,82812,"event","inferred: between Strata 1 and 4"
6018,NA,NA,NA,742,452,23,82812,"bounds","inferred: between Strata 1 and 4"
6018,NA,NA,NA,762,422,23,82813,"event","inferred: between Strata 1 and 4"
6018,NA,NA,NA,742,452,23,82813,"bounds","inferred: between Strata 1 and 4"
6020,NA,NA,NA,2497,0,23,82819,"event","inferred: above Zone 4"
6020,NA,NA,NA,2412,0,23,82819,"bounds","inferred: above Zone 4"
6020,NA,NA,NA,2707,2497,112,82820,"event","inferred: same as Zone 4"
6020,NA,NA,NA,2807,2412,112,82820,"bounds","inferred: same as Zone 4"
6020,NA,NA,NA,2497,0,23,82821,"event","inferred: above Zone 4"
6020,NA,NA,NA,2412,0,23,82821,"bounds","inferred: above Zone 4"
6020,NA,NA,NA,2497,0,23,82822,"event","inferred: above Zone 4"
6020,NA,NA,NA,2412,0,23,82822,"bounds","inferred: above Zone 4"
6020,NA,NA,NA,2497,0,23,82823,"event","inferred: above Zone 4"
6020,NA,NA,NA,2412,0,23,82823,"bounds","inferred: above Zone 4"
6021,NA,NA,NA,752,437,23,82827,"event","inferred: between Zones 1 and 3"
6021,NA,NA,NA,817,477,23,82827,"bounds","inferred: between Zones 1 and 3"
6021,NA,NA,NA,6000,1472,37,82829,"event","inferred: below Zone 3; Late Holocene"
6021,NA,NA,NA,6000,1262,37,82829,"bounds","inferred: below Zone 3; Late Holocene"
6022,NA,NA,NA,6000,1197,37,82830,"event","inferred: below Zone 2; Late Holocene"
6022,NA,NA,NA,6000,1377,37,82830,"bounds","inferred: below Zone 2; Late Holocene"
6022,NA,NA,NA,967,0,23,82833,"event","inferred: above Zone 3"
6022,NA,NA,NA,832,0,23,82833,"bounds","inferred: above Zone 3"
6023,NA,NA,NA,6000,3337,37,82837,"event","inferred: below Zone 13; Late Holocene"
6023,NA,NA,NA,6000,3582,37,82837,"bounds","inferred: below Zone 13; Late Holocene"
6034,NA,NA,NA,11700,7637,37,82852,"event","inferred: below dated units; Holocene"
6034,NA,NA,NA,11700,7657,37,82852,"bounds","inferred: below dated units; Holocene"
6034,NA,NA,NA,5967,0,23,82853,"event","inferred: above dated units"
6034,NA,NA,NA,5892,0,23,82853,"bounds","inferred: above dated units"
6034,NA,NA,NA,5967,0,23,82855,"event","inferred: above dated units"
6034,NA,NA,NA,5892,0,23,82855,"bounds","inferred: above dated units"
6034,NA,NA,NA,5967,0,23,82857,"event","inferred: above dated units"
6034,NA,NA,NA,5892,0,23,82857,"bounds","inferred: above dated units"
6035,NA,NA,NA,562,0,23,82858,"event","inferred: above Stratum C"
6035,NA,NA,NA,437,0,23,82858,"bounds","inferred: above Stratum C"
6035,NA,NA,NA,6000,877,37,82859,"event","inferred: below Stratum D; Late Holocene"
6035,NA,NA,NA,6000,962,37,82859,"bounds","inferred: below Stratum D; Late Holocene"
6035,NA,NA,NA,562,0,23,82860,"event","inferred: above Stratum C"
6035,NA,NA,NA,437,0,23,82860,"bounds","inferred: above Stratum C"
6035,NA,NA,NA,6000,877,37,82863,"event","inferred: below Stratum D; Late Holocene"
6035,NA,NA,NA,6000,962,37,82863,"bounds","inferred: below Stratum D; Late Holocene"
6138,NA,NA,NA,15657,13002,23,82980,"event","inferred: between Unit B1 and Unit C2"
6138,NA,NA,NA,18547,11732,23,82980,"bounds","inferred: between Unit B1 and Unit C2"
6149,NA,NA,NA,14707,3597,80,82998,"event","inferred: full range of dated units in collection"
6149,NA,NA,NA,15827,3262,80,82998,"bounds","inferred: full range of dated units in collection"
6149,NA,NA,NA,3597,1,23,82999,"event","inferred: above Layer 13"
6149,NA,NA,NA,3262,1,23,82999,"bounds","inferred: above Layer 13"
6149,NA,NA,NA,3597,1,23,83000,"event","inferred: above Layer 13"
6149,NA,NA,NA,3262,1,23,83000,"bounds","inferred: above Layer 13"
6149,NA,NA,NA,3597,1,23,83001,"event","inferred: above Layer 13"
6149,NA,NA,NA,3262,1,23,83001,"bounds","inferred: above Layer 13"
6149,NA,NA,NA,3597,1,23,83002,"event","inferred: above Layer 13"
6149,NA,NA,NA,3262,1,23,83002,"bounds","inferred: above Layer 13"
6149,NA,NA,4132,4687,3597,112,83003,"event","inferred: same as Layer 13"
6149,NA,NA,NA,5072,3262,112,83003,"bounds","inferred: same as Layer 13"
6149,NA,NA,4132,4687,3597,112,83004,"event","inferred: same as Layer 13"
6149,NA,NA,NA,5072,3262,112,83004,"bounds","inferred: same as Layer 13"
6149,NA,NA,NA,8122,4687,23,83005,"event","inferred: below Layer 13, above Layer 17"
6149,NA,NA,NA,7977,5072,23,83005,"bounds","inferred: below Layer 13, above Layer 17"
6149,NA,NA,NA,8122,4687,23,83006,"event","inferred: below Layer 13, above Layer 17"
6149,NA,NA,NA,7977,5072,23,83006,"bounds","inferred: below Layer 13, above Layer 17"
6149,NA,NA,NA,8122,4687,23,83007,"event","inferred: below Layer 13, above Layer 17"
6149,NA,NA,NA,7977,5072,23,83007,"bounds","inferred: below Layer 13, above Layer 17"
6149,NA,NA,NA,8122,4687,23,83008,"event","inferred: below Layer 13, above Layer 17"
6149,NA,NA,NA,7977,5072,23,83008,"bounds","inferred: below Layer 13, above Layer 17"
6149,NA,NA,NA,8122,4687,23,83009,"event","inferred: below Layer 13, above Layer 17"
6149,NA,NA,NA,7977,5072,23,83009,"bounds","inferred: below Layer 13, above Layer 17"
6149,NA,NA,NA,8122,4687,23,83010,"event","inferred: below Layer 13, above Layer 17"
6149,NA,NA,NA,7977,5072,23,83010,"bounds","inferred: below Layer 13, above Layer 17"
6149,NA,NA,NA,9657,4687,23,83011,"event","inferred: below Layer 13, above bottom of Layer 18 "
6149,NA,NA,NA,9792,5072,23,83011,"bounds","inferred: below Layer 13, above bottom of Layer 18 "
6149,NA,NA,NA,8122,4687,23,83012,"event","inferred: below Layer 13, above Layer 17"
6149,NA,NA,NA,7977,5072,23,83012,"bounds","inferred: below Layer 13, above Layer 17"
6149,NA,NA,NA,8122,4687,23,83013,"event","inferred: below Layer 13, above Layer 17"
6149,NA,NA,NA,7977,5072,23,83013,"bounds","inferred: below Layer 13, above Layer 17"
6149,NA,NA,NA,8122,4687,23,83014,"event","inferred: below Layer 13, above Layer 17"
6149,NA,NA,NA,7977,5072,23,83014,"bounds","inferred: below Layer 13, above Layer 17"
6149,NA,NA,NA,8122,4687,23,83015,"event","inferred: below Layer 13, above Layer 17"
6149,NA,NA,NA,7977,5072,23,83015,"bounds","inferred: below Layer 13, above Layer 17"
6149,NA,NA,NA,8122,4687,23,83016,"event","inferred: below Layer 13, above Layer 17"
6149,NA,NA,NA,7977,5072,23,83016,"bounds","inferred: below Layer 13, above Layer 17"
6149,NA,NA,9417,9657,9232,112,83017,"event","inferred: same as Layer 18"
6149,NA,NA,NA,9792,9062,112,83017,"bounds","inferred: same as Layer 18"
6149,NA,NA,9417,9657,9232,112,83018,"event","inferred: same as Layer 18"
6149,NA,NA,NA,9792,9062,112,83018,"bounds","inferred: same as Layer 18"
6149,NA,NA,9417,9657,9232,112,83019,"event","inferred: same as Layer 18"
6149,NA,NA,NA,9792,9062,112,83019,"bounds","inferred: same as Layer 18"
6149,NA,NA,9417,9657,9232,112,83020,"event","inferred: same as Layer 18"
6149,NA,NA,NA,9792,9062,112,83020,"bounds","inferred: same as Layer 18"
6149,NA,NA,9417,9657,9232,112,83021,"event","inferred: same as Layer 18"
6149,NA,NA,NA,9792,9062,112,83021,"bounds","inferred: same as Layer 18"
6149,NA,NA,9417,9657,9232,112,83022,"event","inferred: same as Layer 18"
6149,NA,NA,NA,9792,9062,112,83022,"bounds","inferred: same as Layer 18"
6149,NA,NA,9417,9657,9232,112,83023,"event","inferred: same as Layer 18"
6149,NA,NA,NA,9792,9062,112,83023,"bounds","inferred: same as Layer 18"
6149,NA,NA,9417,9657,9232,112,83024,"event","inferred: same as Layer 18"
6149,NA,NA,NA,9792,9062,112,83024,"bounds","inferred: same as Layer 18"
6149,NA,NA,9417,9657,9232,112,83025,"event","inferred: same as Layer 18"
6149,NA,NA,NA,9792,9062,112,83025,"bounds","inferred: same as Layer 18"
6150,NA,NA,NA,8187,4002,80,83027,"event","inferred: full range of dated units in collection"
6150,NA,NA,NA,8362,3697,80,83027,"bounds","inferred: full range of dated units in collection"
6150,NA,NA,NA,7902,4537,23,83028,"event","inferred: between Layer 7 and Layer 16"
6150,NA,NA,NA,7727,4942,23,83028,"bounds","inferred: between Layer 7 and Layer 16"
6150,NA,NA,NA,7902,4537,23,83029,"event","inferred: between Layer 7 and Layer 16"
6150,NA,NA,NA,7727,4942,23,83029,"bounds","inferred: between Layer 7 and Layer 16"
6150,NA,NA,NA,11700,7902,37,83030,"event","inferred: below top of Layer 16; Holocene"
6150,NA,NA,NA,11700,7727,37,83030,"bounds","inferred: below top of Layer 16; Holocene"
6150,NA,NA,NA,4002,0,23,83031,"event","inferred: above Layer 7"
6150,NA,NA,NA,3697,0,23,83031,"bounds","inferred: above Layer 7"
6150,NA,NA,NA,4537,4002,112,83032,"event","inferred: bounds of Layer 7"
6150,NA,NA,NA,4942,3697,112,83032,"bounds","inferred: bounds of Layer 7"
6150,NA,NA,NA,7902,4537,23,83033,"event","inferred: between Layer 7 and Layer 16"
6150,NA,NA,NA,7727,4942,23,83033,"bounds","inferred: between Layer 7 and Layer 16"
6170,NA,NA,NA,11700,8147,37,83056,"event","inferred: below Layers 6-7; Holocene"
6170,NA,NA,NA,11700,8137,37,83056,"bounds","inferred: below Layers 6-7; Holocene"
6191,NA,NA,NA,702,1,23,83085,"event","inferred: above Layer 5"
6191,NA,NA,NA,512,1,23,83085,"bounds","inferred: above Layer 5"
6191,NA,NA,NA,2212,957,23,83086,"event","inferred: between Layer 5 and Layer 12"
6191,NA,NA,NA,2102,1177,23,83086,"bounds","inferred: between Layer 5 and Layer 12"
6191,NA,NA,NA,3312,2472,23,83088,"event","inferred: between Layer 12 and Layer 16"
6191,NA,NA,NA,2992,2597,23,83088,"bounds","inferred: between Layer 12 and Layer 16"
6191,NA,NA,NA,3312,2472,23,83089,"event","inferred: between Layer 12 and Layer 16"
6191,NA,NA,NA,2992,2597,23,83089,"bounds","inferred: between Layer 12 and Layer 16"
6191,NA,NA,NA,3312,2472,23,83090,"event","inferred: between Layer 12 and Layer 16"
6191,NA,NA,NA,2992,2597,23,83090,"bounds","inferred: between Layer 12 and Layer 16"
6191,NA,NA,NA,7407,3667,23,83092,"event","inferred: between Layer 16 and Layer 30"
6191,NA,NA,NA,6847,3957,23,83092,"bounds","inferred: between Layer 16 and Layer 30"
6191,NA,NA,NA,7407,3667,23,83093,"event","inferred: between Layer 16 and Layer 30"
6191,NA,NA,NA,6847,3957,23,83093,"bounds","inferred: between Layer 16 and Layer 30"
6191,NA,NA,NA,7407,3667,23,83094,"event","inferred: between Layer 16 and Layer 30"
6191,NA,NA,NA,6847,3957,23,83094,"bounds","inferred: between Layer 16 and Layer 30"
6191,NA,NA,NA,702,1,23,83095,"event","inferred: above Layer 5"
6191,NA,NA,NA,512,1,23,83095,"bounds","inferred: above Layer 5"
6191,NA,NA,NA,7407,3667,23,83096,"event","inferred: between Layer 16 and Layer 30"
6191,NA,NA,NA,6847,3957,23,83096,"bounds","inferred: between Layer 16 and Layer 30"
6191,NA,NA,NA,7407,3667,23,83097,"event","inferred: between Layer 16 and Layer 30"
6191,NA,NA,NA,6847,3957,23,83097,"bounds","inferred: between Layer 16 and Layer 30"
6191,NA,NA,NA,7407,3667,23,83098,"event","inferred: between Layer 16 and Layer 30"
6191,NA,NA,NA,6847,3957,23,83098,"bounds","inferred: between Layer 16 and Layer 30"
6191,NA,NA,NA,7407,3667,23,83099,"event","inferred: between Layer 16 and Layer 30"
6191,NA,NA,NA,6847,3957,23,83099,"bounds","inferred: between Layer 16 and Layer 30"
6191,NA,NA,NA,7407,3667,23,83100,"event","inferred: between Layer 16 and Layer 30"
6191,NA,NA,NA,6847,3957,23,83100,"bounds","inferred: between Layer 16 and Layer 30"
6191,NA,NA,NA,702,1,23,83101,"event","inferred: above Layer 5"
6191,NA,NA,NA,512,1,23,83101,"bounds","inferred: above Layer 5"
6191,NA,NA,NA,702,1,23,83104,"event","inferred: above Layer 5"
6191,NA,NA,NA,512,1,23,83104,"bounds","inferred: above Layer 5"
6191,NA,NA,NA,2212,957,23,83106,"event","inferred: between Layer 5 and Layer 12"
6191,NA,NA,NA,2102,1177,23,83106,"bounds","inferred: between Layer 5 and Layer 12"
6191,NA,NA,NA,2212,957,23,83107,"event","inferred: between Layer 5 and Layer 12"
6191,NA,NA,NA,2102,1177,23,83107,"bounds","inferred: between Layer 5 and Layer 12"
6191,NA,NA,NA,2212,957,23,83108,"event","inferred: between Layer 5 and Layer 12"
6191,NA,NA,NA,2102,1177,23,83108,"bounds","inferred: between Layer 5 and Layer 12"
6191,NA,NA,NA,2212,957,23,83109,"event","inferred: between Layer 5 and Layer 12"
