"collectionunitid","geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger","chroncontroltypeid","analysisunitid","chronology.agemodel","chroncontrols.notes"
14886,NA,NA,41702,41997,41377,112,138051,"event","inferred: same as 27 (mid-Wisconsin fossiliferous layers)"
14886,NA,NA,NA,42617,40762,112,138051,"bounds","inferred: same as 27 (mid-Wisconsin fossiliferous layers)"
14886,NA,NA,41702,41997,41377,112,138052,"event","inferred: same as 27 (mid-Wisconsin fossiliferous layers)"
14886,NA,NA,NA,42617,40762,112,138052,"bounds","inferred: same as 27 (mid-Wisconsin fossiliferous layers)"
14886,NA,NA,41702,41997,41377,112,138053,"event","inferred: same as 27 (mid-Wisconsin fossiliferous layers)"
14886,NA,NA,NA,42617,40762,112,138053,"bounds","inferred: same as 27 (mid-Wisconsin fossiliferous layers)"
14886,NA,NA,41702,41997,41377,112,138054,"event","inferred: same as 27 (mid-Wisconsin fossiliferous layers)"
14886,NA,NA,NA,42617,40762,112,138054,"bounds","inferred: same as 27 (mid-Wisconsin fossiliferous layers)"
14886,NA,NA,41702,41997,41377,112,138055,"event","inferred: same as 27 (mid-Wisconsin fossiliferous layers)"
14886,NA,NA,NA,42617,40762,112,138055,"bounds","inferred: same as 27 (mid-Wisconsin fossiliferous layers)"
14886,NA,NA,41702,41997,41377,112,138056,"event","inferred: same as 27 (mid-Wisconsin fossiliferous layers)"
14886,NA,NA,NA,42617,40762,112,138056,"bounds","inferred: same as 27 (mid-Wisconsin fossiliferous layers)"
14886,NA,NA,NA,41997,9887,80,224503,"event","inferred: full range of dated units in collection"
14886,NA,NA,NA,42617,9482,80,224503,"bounds","inferred: full range of dated units in collection"
15381,NA,NA,NA,397,77,80,150433,"event","inferred: full range of dated units in collection"
15381,NA,NA,NA,597,-68,80,150433,"bounds","inferred: full range of dated units in collection"
15390,NA,NA,NA,19432,272,23,150697,"event","inferred: between Cave A, Units A and C"
15390,NA,NA,NA,18832,462,23,150697,"bounds","inferred: between Cave A, Units A and C"
15390,NA,NA,NA,13942,9722,23,150700,"event","inferred: between Cave B, Units A and C"
15390,NA,NA,NA,12122,10182,23,150700,"bounds","inferred: between Cave B, Units A and C"
15390,NA,NA,NA,19982,67,80,150702,"event","inferred: full range of dated units in collection"
15390,NA,NA,NA,20582,-75,80,150702,"bounds","inferred: full range of dated units in collection"
15390,NA,NA,NA,19982,67,80,150703,"event","inferred: full range of dated units in collection"
15390,NA,NA,NA,20582,-75,80,150703,"bounds","inferred: full range of dated units in collection"
15390,NA,NA,NA,19982,67,80,150704,"event","inferred: full range of dated units in collection"
15390,NA,NA,NA,20582,-75,80,150704,"bounds","inferred: full range of dated units in collection"
15433,NA,NA,NA,49042,37882,23,151843,"event","inferred: bounded by TP2 18 and 23"
15433,NA,NA,NA,57892,32427,23,151843,"bounds","inferred: bounded by TP2 18 and 23"
15433,NA,NA,NA,48142,37882,23,151845,"event","inferred: bounded by TP2 23 and 26"
15433,NA,NA,NA,53547,32427,23,151845,"bounds","inferred: bounded by TP2 23 and 26"
15433,NA,NA,NA,80000,48142,37,151847,"event","inferred: below TP2 Level 31, above 80ka"
15433,NA,NA,NA,80000,53547,37,151847,"bounds","inferred: below TP2 Level 31, above 80ka"
15433,NA,NA,NA,80000,48142,37,151848,"event","inferred: below TP2 Level 31, above 80ka"
15433,NA,NA,NA,80000,53547,37,151848,"bounds","inferred: below TP2 Level 31, above 80ka"
15433,NA,NA,NA,3277,0,23,151849,"event","inferred: above rest of TP2NE"
15433,NA,NA,NA,3172,0,23,151849,"bounds","inferred: above rest of TP2NE"
15433,NA,NA,NA,13542,9712,23,151852,"event","inferred: below TP2NE 7, above TP2NE 14"
15433,NA,NA,NA,12867,5627,23,151852,"bounds","inferred: below TP2NE 7, above TP2NE 14"
15433,NA,NA,NA,13542,9712,23,151853,"event","inferred: below TP2NE 7, above TP2NE 14"
15433,NA,NA,NA,12867,5627,23,151853,"bounds","inferred: below TP2NE 7, above TP2NE 14"
15433,NA,NA,NA,38962,23732,23,151855,"event","inferred: below TP2NE 14, above TP2NE 21"
15433,NA,NA,NA,32662,31642,23,151855,"bounds","inferred: below TP2NE 14, above TP2NE 21"
15433,NA,NA,NA,38962,23732,23,151856,"event","inferred: below TP2NE 14, above TP2NE 21"
15433,NA,NA,NA,32662,31642,23,151856,"bounds","inferred: below TP2NE 14, above TP2NE 21"
15433,NA,NA,NA,38962,23732,23,151857,"event","inferred: below TP2NE 14, above TP2NE 21"
15433,NA,NA,NA,32662,31642,23,151857,"bounds","inferred: below TP2NE 14, above TP2NE 21"
15433,NA,NA,NA,38962,23732,23,151858,"event","inferred: below TP2NE 14, above TP2NE 21"
15433,NA,NA,NA,32662,31642,23,151858,"bounds","inferred: below TP2NE 14, above TP2NE 21"
15433,NA,NA,NA,38962,23732,23,151859,"event","inferred: below TP2NE 14, above TP2NE 21"
15433,NA,NA,NA,32662,31642,23,151859,"bounds","inferred: below TP2NE 14, above TP2NE 21"
15433,NA,NA,NA,45942,38962,23,151861,"event","inferred: bounded by TP2NE 21 and TP2NE 24"
15433,NA,NA,NA,52497,32662,23,151861,"bounds","inferred: bounded by TP2NE 21 and TP2NE 24"
15433,NA,NA,NA,42237,39182,23,151863,"event","inferred: bounded by TP2NE 24 and TP2NE 27"
15433,NA,NA,NA,44037,37142,23,151863,"bounds","inferred: bounded by TP2NE 24 and TP2NE 27"
15433,NA,NA,NA,80000,45942,37,151865,"event","inferred: below TP2NE 27, above 80ka"
15433,NA,NA,NA,80000,52497,37,151865,"bounds","inferred: below TP2NE 27, above 80ka"
15433,NA,NA,NA,80000,45942,37,151866,"event","inferred: below TP2NE 27, above 80ka"
15433,NA,NA,NA,80000,52497,37,151866,"bounds","inferred: below TP2NE 27, above 80ka"
15433,NA,NA,NA,80000,45942,37,151867,"event","inferred: below TP2NE 27, above 80ka"
15433,NA,NA,NA,80000,52497,37,151867,"bounds","inferred: below TP2NE 27, above 80ka"
15433,NA,NA,NA,80000,45942,37,151868,"event","inferred: below TP2NE 27, above 80ka"
15433,NA,NA,NA,80000,52497,37,151868,"bounds","inferred: below TP2NE 27, above 80ka"
16264,NA,NA,NA,12017,1702,80,173141,"event","inferred: full range of dated units in collection"
16264,NA,NA,NA,12682,1232,80,173141,"bounds","inferred: full range of dated units in collection"
16270,NA,NA,NA,17387,3712,80,173153,"event","inferred: full range of dated units in collection"
16270,NA,NA,NA,18827,3427,80,173153,"bounds","inferred: full range of dated units in collection"
16272,NA,NA,3452,4007,2897,80,173170,"event","inferred: full range of dated units in collection"
16272,NA,NA,NA,4922,1957,80,173170,"bounds","inferred: full range of dated units in collection"
16272,NA,NA,3452,4007,2897,80,173171,"event","inferred: full range of dated units in collection"
16272,NA,NA,NA,4922,1957,80,173171,"bounds","inferred: full range of dated units in collection"
16272,NA,NA,3452,4007,2897,80,173172,"event","inferred: full range of dated units in collection"
16272,NA,NA,NA,4922,1957,80,173172,"bounds","inferred: full range of dated units in collection"
16272,NA,NA,3452,4007,2897,80,173173,"event","inferred: full range of dated units in collection"
16272,NA,NA,NA,4922,1957,80,173173,"bounds","inferred: full range of dated units in collection"
16272,NA,NA,3452,4007,2897,80,173174,"event","inferred: full range of dated units in collection"
16272,NA,NA,NA,4922,1957,80,173174,"bounds","inferred: full range of dated units in collection"
16272,NA,NA,3452,4007,2897,80,173175,"event","inferred: full range of dated units in collection"
16272,NA,NA,NA,4922,1957,80,173175,"bounds","inferred: full range of dated units in collection"
16272,NA,NA,3452,4007,2897,80,173176,"event","inferred: full range of dated units in collection"
16272,NA,NA,NA,4922,1957,80,173176,"bounds","inferred: full range of dated units in collection"
16272,NA,NA,3452,4007,2897,80,173177,"event","inferred: full range of dated units in collection"
16272,NA,NA,NA,4922,1957,80,173177,"bounds","inferred: full range of dated units in collection"
16272,NA,NA,3452,4007,2897,80,173178,"event","inferred: full range of dated units in collection"
16272,NA,NA,NA,4922,1957,80,173178,"bounds","inferred: full range of dated units in collection"
16272,NA,NA,3452,4007,2897,80,173179,"event","inferred: full range of dated units in collection"
16272,NA,NA,NA,4922,1957,80,173179,"bounds","inferred: full range of dated units in collection"
18021,NA,NA,NA,2352,250,37,204703,"event","inferred: above Level C; Late Prehistoric"
18021,NA,NA,NA,2327,250,37,204703,"bounds","inferred: above Level C; Late Prehistoric"
18021,NA,NA,NA,4000,3137,23,204706,"event","inferred: between Levels D and F"
18021,NA,NA,NA,4000,2717,23,204706,"bounds","inferred: between Levels D and F"
18021,NA,NA,NA,5000,4000,64,204707,"event","inferred: archeological: Archaic"
18021,NA,NA,NA,5000,4000,64,204707,"bounds","inferred: archeological: Archaic"
18021,NA,NA,NA,11700,5000,37,204708,"event","inferred: Holocene, below Level F"
18021,NA,NA,NA,11700,5000,37,204708,"bounds","inferred: Holocene, below Level F"
18064,NA,NA,NA,13272,12862,80,205262,"event","inferred: full range of dated units in collection"
18064,NA,NA,NA,13642,12537,80,205262,"bounds","inferred: full range of dated units in collection"
18160,NA,NA,NA,10817,6000,37,207712,"event","inferred: above Stratum 7; Early Holocene"
18160,NA,NA,NA,10597,6000,37,207712,"bounds","inferred: above Stratum 7; Early Holocene"
18160,NA,NA,NA,12207,11332,23,207715,"event","inferred: between Strata 7 and 20"
18160,NA,NA,NA,12527,11242,23,207715,"bounds","inferred: between Strata 7 and 20"
18275,NA,NA,NA,1142,957,23,211728,"event","inferred: between Levels 8 and 10"
18275,NA,NA,NA,1067,727,23,211728,"bounds","inferred: between Levels 8 and 10"
18275,NA,NA,NA,1192,1117,23,211730,"event","inferred: between Levels 10 and 12"
18275,NA,NA,NA,1417,1047,23,211730,"bounds","inferred: between Levels 10 and 12"
18275,NA,NA,NA,2117,1847,23,211734,"event","inferred: between Levels 14 and 19"
18275,NA,NA,NA,2137,1817,23,211734,"bounds","inferred: between Levels 14 and 19"
18275,NA,NA,NA,2117,1847,23,211735,"event","inferred: between Levels 14 and 19"
18275,NA,NA,NA,2137,1817,23,211735,"bounds","inferred: between Levels 14 and 19"
18300,NA,NA,NA,1052,50,37,212121,"event","inferred: above Occupation Level 2, pre-20thC"
18300,NA,NA,NA,882,50,37,212121,"bounds","inferred: above Occupation Level 2, pre-20thC"
18320,NA,NA,NA,7707,0,23,212381,"event","inferred: above Occupation 2"
18320,NA,NA,NA,7612,0,23,212381,"bounds","inferred: above Occupation 2"
18320,NA,NA,NA,7707,0,23,212382,"event","inferred: above Occupation 2"
18320,NA,NA,NA,7612,0,23,212382,"bounds","inferred: above Occupation 2"
18320,NA,NA,NA,7707,3450,37,212383,"event","inferred: above Occupation 4; Archaic"
18320,NA,NA,NA,7612,0,23,212383,"bounds","inferred: above Occupation 2"
18320,NA,NA,NA,3450,450,64,212384,"event","inferred: Plains Woodland"
18320,NA,NA,NA,7612,0,23,212384,"bounds","inferred: above Occupation 2"
18428,NA,NA,NA,3272,0,23,215118,"event","inferred: above Stratum 2"
18428,NA,NA,NA,2287,0,23,215118,"bounds","inferred: above Stratum 2"
18428,NA,NA,NA,3272,0,23,215119,"event","inferred: above Stratum 2"
18428,NA,NA,NA,2287,0,23,215119,"bounds","inferred: above Stratum 2"
18428,NA,NA,NA,4382,0,80,215120,"event","inferred: to bottom of Stratum 2"
18428,NA,NA,NA,5367,0,80,215120,"bounds","inferred: to bottom of Stratum 2"
18428,NA,NA,NA,4527,3272,80,215122,"event","inferred: max range of Strata 2 &amp; 3"
18428,NA,NA,NA,5427,2287,80,215122,"bounds","inferred: max range of Strata 2 &amp; 3"
18428,NA,NA,NA,4527,2607,80,215124,"event","inferred: max range of Strata 3 &amp; 4"
18428,NA,NA,NA,5427,1902,80,215124,"bounds","inferred: max range of Strata 3 &amp; 4"
18428,NA,NA,NA,3667,2277,80,215126,"event","inferred: max range of Strata 4 &amp; 5"
18428,NA,NA,NA,4772,1062,80,215126,"bounds","inferred: max range of Strata 4 &amp; 5"
18448,NA,NA,NA,1450,767,37,215638,"event","inferred: below other units; within Late Woodland"
18448,NA,NA,NA,1450,1202,37,215638,"bounds","inferred: below other units; within Late Woodland"
18761,NA,NA,1527,1597,1447,80,219548,"event","inferred: range of Late Holocene Quarry Spoil, AU2Q"
18761,NA,NA,NA,1717,1352,80,219548,"bounds","inferred: range of Late Holocene Quarry Spoil, AU2Q"
18761,NA,NA,NA,11700,9832,37,219551,"event","inferred: below Leonard Paleosol; Holocene"
18761,NA,NA,NA,11700,10222,37,219551,"bounds","inferred: below Leonard Paleosol; Holocene"
18813,NA,NA,NA,39897,1992,80,220331,"event","inferred: full range of dated units in collection"
18813,NA,NA,NA,46362,1782,80,220331,"bounds","inferred: full range of dated units in collection"
18813,NA,NA,NA,39897,1992,80,220332,"event","inferred: full range of dated units in collection"
18813,NA,NA,NA,46362,1782,80,220332,"bounds","inferred: full range of dated units in collection"
19119,NA,NA,NA,12617,487,80,220979,"event","inferred: full range of dated units in collection"
19119,NA,NA,NA,13032,382,80,220979,"bounds","inferred: full range of dated units in collection"
19119,NA,NA,NA,4077,2492,80,220983,"event","inferred: full range of Component B dated units"
19119,NA,NA,NA,4472,2242,80,220983,"bounds","inferred: full range of Component B dated units"
19119,NA,NA,NA,4077,2492,80,220986,"event","inferred: full range of Component B dated units"
19119,NA,NA,NA,4472,2242,80,220986,"bounds","inferred: full range of Component B dated units"
19119,NA,NA,NA,4077,2492,80,220989,"event","inferred: full range of Component B dated units"
19119,NA,NA,NA,4472,2242,80,220989,"bounds","inferred: full range of Component B dated units"
19119,NA,NA,NA,7907,6247,80,220990,"event","inferred: full range of Component C dated units"
19119,NA,NA,NA,8132,5937,80,220990,"bounds","inferred: full range of Component C dated units"
19119,NA,NA,NA,7907,6247,80,220991,"event","inferred: full range of Component C dated units"
19119,NA,NA,NA,8132,5937,80,220991,"bounds","inferred: full range of Component C dated units"
19119,NA,NA,NA,12617,487,80,220993,"event","inferred: full range of dated units in collection"
19119,NA,NA,NA,13032,382,80,220993,"bounds","inferred: full range of dated units in collection"
19119,NA,NA,NA,12617,487,80,220994,"event","inferred: full range of dated units in collection"
19119,NA,NA,NA,13032,382,80,220994,"bounds","inferred: full range of dated units in collection"
19119,NA,NA,NA,4077,2492,80,220995,"event","inferred: full range of Component B dated units"
19119,NA,NA,NA,4472,2242,80,220995,"bounds","inferred: full range of Component B dated units"
19119,NA,NA,NA,4077,2492,80,220996,"event","inferred: full range of Component B dated units"
19119,NA,NA,NA,4472,2242,80,220996,"bounds","inferred: full range of Component B dated units"
19119,NA,NA,NA,4077,2492,80,220997,"event","inferred: full range of Component B dated units"
19119,NA,NA,NA,4472,2242,80,220997,"bounds","inferred: full range of Component B dated units"
19119,NA,NA,NA,12617,487,80,220998,"event","inferred: full range of dated units in collection"
19119,NA,NA,NA,13032,382,80,220998,"bounds","inferred: full range of dated units in collection"
19119,NA,NA,NA,4077,2492,80,220999,"event","inferred: full range of Component B dated units"
19119,NA,NA,NA,4472,2242,80,220999,"bounds","inferred: full range of Component B dated units"
19119,NA,NA,NA,4077,2492,80,221000,"event","inferred: full range of Component B dated units"
19119,NA,NA,NA,4472,2242,80,221000,"bounds","inferred: full range of Component B dated units"
19119,NA,NA,NA,4077,2492,80,221001,"event","inferred: full range of Component B dated units"
19119,NA,NA,NA,4472,2242,80,221001,"bounds","inferred: full range of Component B dated units"
19119,NA,NA,NA,4077,2492,80,221002,"event","inferred: full range of Component B dated units"
19119,NA,NA,NA,4472,2242,80,221002,"bounds","inferred: full range of Component B dated units"
19119,NA,NA,NA,7907,6247,80,221003,"event","inferred: full range of Component C dated units"
19119,NA,NA,NA,8132,5937,80,221003,"bounds","inferred: full range of Component C dated units"
19119,NA,NA,NA,7907,6247,80,221004,"event","inferred: full range of Component C dated units"
19119,NA,NA,NA,8132,5937,80,221004,"bounds","inferred: full range of Component C dated units"
19119,NA,NA,NA,12617,487,80,221005,"event","inferred: full range of dated units in collection"
19119,NA,NA,NA,13032,382,80,221005,"bounds","inferred: full range of dated units in collection"
19119,NA,NA,NA,12617,487,80,221006,"event","inferred: full range of dated units in collection"
19119,NA,NA,NA,13032,382,80,221006,"bounds","inferred: full range of dated units in collection"
19119,NA,NA,NA,12617,487,80,221007,"event","inferred: full range of dated units in collection"
19119,NA,NA,NA,13032,382,80,221007,"bounds","inferred: full range of dated units in collection"
19119,NA,NA,NA,12617,487,80,221008,"event","inferred: full range of dated units in collection"
19119,NA,NA,NA,13032,382,80,221008,"bounds","inferred: full range of dated units in collection"
19119,NA,NA,NA,4077,2492,80,221009,"event","inferred: full range of Component B dated units"
19119,NA,NA,NA,4472,2242,80,221009,"bounds","inferred: full range of Component B dated units"
19119,NA,NA,NA,12617,487,80,221010,"event","inferred: full range of dated units in collection"
19119,NA,NA,NA,13032,382,80,221010,"bounds","inferred: full range of dated units in collection"
19119,NA,NA,NA,12617,487,80,221011,"event","inferred: full range of dated units in collection"
19119,NA,NA,NA,13032,382,80,221011,"bounds","inferred: full range of dated units in collection"
19119,NA,NA,NA,4077,2492,80,221012,"event","inferred: full range of Component B dated units"
19119,NA,NA,NA,4472,2242,80,221012,"bounds","inferred: full range of Component B dated units"
19119,NA,NA,NA,4077,2492,80,221013,"event","inferred: full range of Component B dated units"
19119,NA,NA,NA,4472,2242,80,221013,"bounds","inferred: full range of Component B dated units"
19119,NA,NA,NA,12617,487,80,221014,"event","inferred: full range of dated units in collection"
19119,NA,NA,NA,13032,382,80,221014,"bounds","inferred: full range of dated units in collection"
19119,NA,NA,NA,12617,487,80,221015,"event","inferred: full range of dated units in collection"
19119,NA,NA,NA,13032,382,80,221015,"bounds","inferred: full range of dated units in collection"
19119,NA,NA,NA,12617,487,80,221016,"event","inferred: full range of dated units in collection"
19119,NA,NA,NA,13032,382,80,221016,"bounds","inferred: full range of dated units in collection"
19119,NA,NA,NA,12617,487,80,221017,"event","inferred: full range of dated units in collection"
19119,NA,NA,NA,13032,382,80,221017,"bounds","inferred: full range of dated units in collection"
19119,NA,NA,NA,12617,487,80,221018,"event","inferred: full range of dated units in collection"
19119,NA,NA,NA,13032,382,80,221018,"bounds","inferred: full range of dated units in collection"
19119,NA,NA,NA,12617,487,80,221019,"event","inferred: full range of dated units in collection"
19119,NA,NA,NA,13032,382,80,221019,"bounds","inferred: full range of dated units in collection"
19119,NA,NA,NA,4077,2492,80,221020,"event","inferred: full range of Component B dated units"
19119,NA,NA,NA,4472,2242,80,221020,"bounds","inferred: full range of Component B dated units"
19119,NA,NA,NA,12617,487,80,221021,"event","inferred: full range of dated units in collection"
19119,NA,NA,NA,13032,382,80,221021,"bounds","inferred: full range of dated units in collection"
19119,NA,NA,NA,4077,2492,80,221022,"event","inferred: full range of Component B dated units"
19119,NA,NA,NA,4472,2242,80,221022,"bounds","inferred: full range of Component B dated units"
19119,NA,NA,NA,12617,487,80,221023,"event","inferred: full range of dated units in collection"
19119,NA,NA,NA,13032,382,80,221023,"bounds","inferred: full range of dated units in collection"
19119,NA,NA,NA,12617,487,80,221024,"event","inferred: full range of dated units in collection"
19119,NA,NA,NA,13032,382,80,221024,"bounds","inferred: full range of dated units in collection"
19119,NA,NA,NA,4077,2492,80,221025,"event","inferred: full range of Component B dated units"
19119,NA,NA,NA,4472,2242,80,221025,"bounds","inferred: full range of Component B dated units"
19119,NA,NA,NA,12617,487,80,221026,"event","inferred: full range of dated units in collection"
19119,NA,NA,NA,13032,382,80,221026,"bounds","inferred: full range of dated units in collection"
19119,NA,NA,NA,4077,2492,80,221027,"event","inferred: full range of Component B dated units"
19119,NA,NA,NA,4472,2242,80,221027,"bounds","inferred: full range of Component B dated units"
19119,NA,NA,NA,4077,2492,80,221028,"event","inferred: full range of Component B dated units"
19119,NA,NA,NA,4472,2242,80,221028,"bounds","inferred: full range of Component B dated units"
19119,NA,NA,NA,4077,2492,80,221029,"event","inferred: full range of Component B dated units"
19119,NA,NA,NA,4472,2242,80,221029,"bounds","inferred: full range of Component B dated units"
19119,NA,NA,NA,12617,487,80,221030,"event","inferred: full range of dated units in collection"
19119,NA,NA,NA,13032,382,80,221030,"bounds","inferred: full range of dated units in collection"
19119,NA,NA,NA,4077,2492,80,221031,"event","inferred: full range of Component B dated units"
19119,NA,NA,NA,4472,2242,80,221031,"bounds","inferred: full range of Component B dated units"
19119,NA,NA,NA,4077,2492,80,221032,"event","inferred: full range of Component B dated units"
19119,NA,NA,NA,4472,2242,80,221032,"bounds","inferred: full range of Component B dated units"
19119,NA,NA,NA,12617,487,80,221033,"event","inferred: full range of dated units in collection"
19119,NA,NA,NA,13032,382,80,221033,"bounds","inferred: full range of dated units in collection"
19119,NA,NA,NA,12617,487,80,221034,"event","inferred: full range of dated units in collection"
19119,NA,NA,NA,13032,382,80,221034,"bounds","inferred: full range of dated units in collection"
19119,NA,NA,NA,4077,2492,80,221035,"event","inferred: full range of Component B dated units"
19119,NA,NA,NA,4472,2242,80,221035,"bounds","inferred: full range of Component B dated units"
19119,NA,NA,NA,12617,487,80,221036,"event","inferred: full range of dated units in collection"
19119,NA,NA,NA,13032,382,80,221036,"bounds","inferred: full range of dated units in collection"
19119,NA,NA,NA,4077,2492,80,221037,"event","inferred: full range of Component B dated units"
19119,NA,NA,NA,4472,2242,80,221037,"bounds","inferred: full range of Component B dated units"
19119,NA,NA,NA,4077,2492,80,221038,"event","inferred: full range of Component B dated units"
19119,NA,NA,NA,4472,2242,80,221038,"bounds","inferred: full range of Component B dated units"
19119,NA,NA,NA,4077,2492,80,221039,"event","inferred: full range of Component B dated units"
19119,NA,NA,NA,4472,2242,80,221039,"bounds","inferred: full range of Component B dated units"
19119,NA,NA,NA,12617,487,80,221040,"event","inferred: full range of dated units in collection"
19119,NA,NA,NA,13032,382,80,221040,"bounds","inferred: full range of dated units in collection"
19119,NA,NA,NA,4077,2492,80,221041,"event","inferred: full range of Component B dated units"
19119,NA,NA,NA,4472,2242,80,221041,"bounds","inferred: full range of Component B dated units"
19119,NA,NA,NA,4077,2492,80,221042,"event","inferred: full range of Component B dated units"
19119,NA,NA,NA,4472,2242,80,221042,"bounds","inferred: full range of Component B dated units"
19119,NA,NA,NA,4077,2492,80,221043,"event","inferred: full range of Component B dated units"
19119,NA,NA,NA,4472,2242,80,221043,"bounds","inferred: full range of Component B dated units"
19119,NA,NA,NA,12617,487,80,221044,"event","inferred: full range of dated units in collection"
19119,NA,NA,NA,13032,382,80,221044,"bounds","inferred: full range of dated units in collection"
19119,NA,NA,NA,4077,2492,80,221045,"event","inferred: full range of Component B dated units"
19119,NA,NA,NA,4472,2242,80,221045,"bounds","inferred: full range of Component B dated units"
19119,NA,NA,NA,4077,2492,80,221046,"event","inferred: full range of Component B dated units"
19119,NA,NA,NA,4472,2242,80,221046,"bounds","inferred: full range of Component B dated units"
19119,NA,NA,NA,4077,2492,80,221047,"event","inferred: full range of Component B dated units"
19119,NA,NA,NA,4472,2242,80,221047,"bounds","inferred: full range of Component B dated units"
19119,NA,NA,NA,4077,2492,80,221048,"event","inferred: full range of Component B dated units"
19119,NA,NA,NA,4472,2242,80,221048,"bounds","inferred: full range of Component B dated units"
19119,NA,NA,NA,4077,2492,80,221049,"event","inferred: full range of Component B dated units"
19119,NA,NA,NA,4472,2242,80,221049,"bounds","inferred: full range of Component B dated units"
19119,NA,NA,NA,12617,487,80,221050,"event","inferred: full range of dated units in collection"
19119,NA,NA,NA,13032,382,80,221050,"bounds","inferred: full range of dated units in collection"
19119,NA,NA,NA,4077,2492,80,221051,"event","inferred: full range of Component B dated units"
19119,NA,NA,NA,4472,2242,80,221051,"bounds","inferred: full range of Component B dated units"
19119,NA,NA,NA,12617,487,80,221052,"event","inferred: full range of dated units in collection"
19119,NA,NA,NA,13032,382,80,221052,"bounds","inferred: full range of dated units in collection"
19119,NA,NA,NA,12617,487,80,221053,"event","inferred: full range of dated units in collection"
19119,NA,NA,NA,13032,382,80,221053,"bounds","inferred: full range of dated units in collection"
19119,NA,NA,NA,12617,487,80,221054,"event","inferred: full range of dated units in collection"
19119,NA,NA,NA,13032,382,80,221054,"bounds","inferred: full range of dated units in collection"
19119,NA,NA,NA,7907,6247,80,221055,"event","inferred: full range of Component C dated units"
19119,NA,NA,NA,8132,5937,80,221055,"bounds","inferred: full range of Component C dated units"
19119,NA,NA,NA,4077,2492,80,221056,"event","inferred: full range of Component B dated units"
19119,NA,NA,NA,4472,2242,80,221056,"bounds","inferred: full range of Component B dated units"
19119,NA,NA,NA,7907,6247,80,221057,"event","inferred: full range of Component C dated units"
19119,NA,NA,NA,8132,5937,80,221057,"bounds","inferred: full range of Component C dated units"
19119,NA,NA,NA,7907,6247,80,221058,"event","inferred: full range of Component C dated units"
19119,NA,NA,NA,8132,5937,80,221058,"bounds","inferred: full range of Component C dated units"
19119,NA,NA,NA,7907,6247,80,221059,"event","inferred: full range of Component C dated units"
19119,NA,NA,NA,8132,5937,80,221059,"bounds","inferred: full range of Component C dated units"
19119,NA,NA,NA,4077,2492,80,221060,"event","inferred: full range of Component B dated units"
19119,NA,NA,NA,4472,2242,80,221060,"bounds","inferred: full range of Component B dated units"
19119,NA,NA,NA,12617,487,80,221061,"event","inferred: full range of dated units in collection"
19119,NA,NA,NA,13032,382,80,221061,"bounds","inferred: full range of dated units in collection"
19119,NA,NA,NA,4077,2492,80,221062,"event","inferred: full range of Component B dated units"
19119,NA,NA,NA,4472,2242,80,221062,"bounds","inferred: full range of Component B dated units"
19119,NA,NA,NA,7907,6247,80,221063,"event","inferred: full range of Component C dated units"
19119,NA,NA,NA,8132,5937,80,221063,"bounds","inferred: full range of Component C dated units"
19119,NA,NA,NA,4077,2492,80,221064,"event","inferred: full range of Component B dated units"
19119,NA,NA,NA,4472,2242,80,221064,"bounds","inferred: full range of Component B dated units"
19119,NA,NA,NA,4077,2492,80,221065,"event","inferred: full range of Component B dated units"
19119,NA,NA,NA,4472,2242,80,221065,"bounds","inferred: full range of Component B dated units"
19119,NA,NA,NA,7907,6247,80,221066,"event","inferred: full range of Component C dated units"
19119,NA,NA,NA,8132,5937,80,221066,"bounds","inferred: full range of Component C dated units"
19119,NA,NA,NA,7907,6247,80,221067,"event","inferred: full range of Component C dated units"
19119,NA,NA,NA,8132,5937,80,221067,"bounds","inferred: full range of Component C dated units"
19119,NA,NA,NA,12617,487,80,221068,"event","inferred: full range of dated units in collection"
19119,NA,NA,NA,13032,382,80,221068,"bounds","inferred: full range of dated units in collection"
19119,NA,NA,NA,7907,6247,80,221069,"event","inferred: full range of Component C dated units"
19119,NA,NA,NA,8132,5937,80,221069,"bounds","inferred: full range of Component C dated units"
19119,NA,NA,NA,7907,6247,80,221070,"event","inferred: full range of Component C dated units"
19119,NA,NA,NA,8132,5937,80,221070,"bounds","inferred: full range of Component C dated units"
19119,NA,NA,NA,7907,6247,80,221071,"event","inferred: full range of Component C dated units"
19119,NA,NA,NA,8132,5937,80,221071,"bounds","inferred: full range of Component C dated units"
19119,NA,NA,NA,7907,6247,80,221072,"event","inferred: full range of Component C dated units"
19119,NA,NA,NA,8132,5937,80,221072,"bounds","inferred: full range of Component C dated units"
19119,NA,NA,NA,4077,2492,80,221073,"event","inferred: full range of Component B dated units"
19119,NA,NA,NA,4472,2242,80,221073,"bounds","inferred: full range of Component B dated units"
19119,NA,NA,NA,7907,6247,80,221074,"event","inferred: full range of Component C dated units"
19119,NA,NA,NA,8132,5937,80,221074,"bounds","inferred: full range of Component C dated units"
19119,NA,NA,NA,7907,6247,80,221075,"event","inferred: full range of Component C dated units"
19119,NA,NA,NA,8132,5937,80,221075,"bounds","inferred: full range of Component C dated units"
19119,NA,NA,NA,12617,487,80,221076,"event","inferred: full range of dated units in collection"
19119,NA,NA,NA,13032,382,80,221076,"bounds","inferred: full range of dated units in collection"
