"collectionunitid","analysisunitid","chronology.agemodel","sampleages.age","sampleages.ageolder","sampleages.ageyounger","TEMP_chronid"
"6197",83144,"bounds",NA,5087,0,"TEMP1293"
"6197",83146,"event",NA,7922,5602,"TEMP1294"
"6197",83146,"bounds",NA,7667,5867,"TEMP1293"
"6198",83149,"event",NA,1307,0,"TEMP1296"
"6198",83149,"bounds",NA,1157,0,"TEMP1295"
"6198",83150,"event",NA,1307,0,"TEMP1296"
"6198",83150,"bounds",NA,1157,0,"TEMP1295"
"6198",83151,"event",NA,1307,0,"TEMP1296"
"6198",83151,"bounds",NA,1157,0,"TEMP1295"
"6198",83152,"event",NA,1307,0,"TEMP1296"
"6198",83152,"bounds",NA,1157,0,"TEMP1295"
"6198",83153,"event",NA,1307,0,"TEMP1296"
"6198",83153,"bounds",NA,1157,0,"TEMP1295"
"6213",83176,"event",NA,747,100,"TEMP1304"
"6213",83176,"bounds",NA,472,100,"TEMP1303"
"6213",83177,"event",NA,747,1,"TEMP1304"
"6213",83177,"bounds",NA,472,1,"TEMP1303"
"6223",83188,"event",NA,697,1,"TEMP1314"
"6223",83188,"bounds",NA,462,1,"TEMP1313"
"6223",83190,"event",NA,1400,927,"TEMP1314"
"6223",83190,"bounds",NA,1400,1167,"TEMP1313"
"6245",83227,"event",NA,3632,1,"TEMP1322"
"6245",83227,"bounds",NA,3067,1,"TEMP1321"
"6289",83282,"event",NA,20000,11492,"TEMP1336"
"6289",83282,"bounds",NA,20000,12147,"TEMP1335"
"6298",83294,"event",NA,20000,10922,"TEMP1338"
"6298",83294,"bounds",NA,20000,11452,"TEMP1337"
"6352",95938,"event",25417,26087,24727,"TEMP1352"
"6352",95938,"bounds",NA,27552,23272,"TEMP1351"
"6357",83353,"event",NA,4512,0,"TEMP1354"
"6357",83353,"bounds",NA,4467,0,"TEMP1353"
"6357",83354,"event",NA,4512,0,"TEMP1354"
"6357",83354,"bounds",NA,4467,0,"TEMP1353"
"6357",83356,"event",NA,5582,4692,"TEMP1354"
"6357",83356,"bounds",NA,4982,4757,"TEMP1353"
"6357",83357,"event",NA,5582,4692,"TEMP1354"
"6357",83357,"bounds",NA,4982,4757,"TEMP1353"
"6397",83409,"event",NA,4937,1017,"TEMP1382"
"6397",83409,"bounds",NA,4547,1427,"TEMP1381"
"6397",83410,"event",NA,4937,1017,"TEMP1382"
"6397",83410,"bounds",NA,4547,1427,"TEMP1381"
"6397",83411,"event",NA,4937,1017,"TEMP1382"
"6397",83411,"bounds",NA,4547,1427,"TEMP1381"
"6397",83412,"event",NA,4937,1017,"TEMP1382"
"6397",83412,"bounds",NA,4547,1427,"TEMP1381"
"6397",83413,"event",NA,4937,1017,"TEMP1382"
"6397",83413,"bounds",NA,4547,1427,"TEMP1381"
"6397",83414,"event",NA,4937,1017,"TEMP1382"
"6397",83414,"bounds",NA,4547,1427,"TEMP1381"
"6397",83415,"event",NA,4937,1017,"TEMP1382"
"6397",83415,"bounds",NA,4547,1427,"TEMP1381"
"6397",83416,"event",NA,4937,1017,"TEMP1382"
"6397",83416,"bounds",NA,4547,1427,"TEMP1381"
"6426",83459,"event",NA,7607,927,"TEMP1400"
"6426",83459,"bounds",NA,8942,702,"TEMP1399"
"6426",83460,"bounds",NA,8942,702,"TEMP1399"
"6679",83731,"event",NA,11700,3392,"TEMP1472"
"6679",83731,"bounds",NA,11700,3447,"TEMP1471"
"6679",83734,"event",NA,877,632,"TEMP1472"
"6679",83734,"bounds",NA,2382,502,"TEMP1471"
"6816",83884,"event",NA,8387,1250,"TEMP1512"
"6816",83884,"bounds",NA,8342,1250,"TEMP1511"
"6880",83955,"bounds",NA,500,0,"TEMP1547"
"6880",83955,"bounds",NA,150,0,"TEMP1547"
"6880",526943,"event",NA,1450,950,"TEMP1548"
"6880",526943,"bounds",NA,1450,950,"TEMP1547"
"6880",526944,"event",NA,1450,950,"TEMP1548"
"6880",526944,"bounds",NA,1450,950,"TEMP1547"
"6889",83965,"event",NA,16167,10572,"TEMP1554"
"6889",83965,"bounds",NA,14607,10077,"TEMP1553"
"6889",83966,"event",NA,10572,10000,"TEMP1554"
"6889",83966,"bounds",NA,10077,10000,"TEMP1553"
"6917",84001,"event",NA,14947,1,"TEMP1568"
"6917",84001,"bounds",NA,13517,1,"TEMP1567"
"6918",355680,"event",15672,16862,14542,"TEMP1570"
"6918",355680,"bounds",NA,19217,12242,"TEMP1569"
"6943",84028,"event",2402,3312,1497,"TEMP1604"
"6943",84028,"bounds",NA,4782,62,"TEMP1603"
"6943",84029,"event",2402,3312,1497,"TEMP1604"
"6943",84029,"bounds",NA,4782,62,"TEMP1603"
"6943",84030,"event",2402,3312,1497,"TEMP1604"
"6943",84030,"bounds",NA,4782,62,"TEMP1603"
"6965",84137,"event",NA,80000,40622,"TEMP1620"
"6965",84137,"bounds",NA,80000,51322,"TEMP1619"
"6965",84138,"event",NA,80000,40622,"TEMP1620"
"6965",84138,"bounds",NA,80000,51322,"TEMP1619"
"6965",84139,"event",NA,80000,40622,"TEMP1620"
"6965",84139,"bounds",NA,80000,51322,"TEMP1619"
"6965",84141,"event",NA,80000,40622,"TEMP1620"
"6965",84141,"bounds",NA,80000,51322,"TEMP1619"
"6965",84142,"event",NA,80000,40622,"TEMP1620"
"6965",84142,"bounds",NA,80000,51322,"TEMP1619"
"7024",84213,"event",NA,7567,2692,"TEMP1648"
"7024",84213,"bounds",NA,8072,1147,"TEMP1647"
"7024",84215,"event",NA,2692,1,"TEMP1648"
"7024",84215,"bounds",NA,1147,1,"TEMP1647"
"7097",84300,"event",NA,9217,2372,"TEMP1672"
"7097",84300,"bounds",NA,6692,3122,"TEMP1671"
"7238",84447,"event",NA,35952,25432,"TEMP1692"
"7238",84447,"bounds",NA,44737,16632,"TEMP1691"
"7282",84505,"event",NA,3000,892,"TEMP1698"
"7282",84505,"bounds",NA,3000,1142,"TEMP1697"
"7282",84506,"event",NA,10000,3000,"TEMP1698"
"7282",84506,"bounds",NA,10000,3000,"TEMP1697"
"7285",84510,"event",NA,6000,3207,"TEMP1700"
"7285",84510,"bounds",NA,6000,3992,"TEMP1699"
"7290",84516,"event",NA,7217,197,"TEMP1702"
"7290",84516,"bounds",NA,9122,-13,"TEMP1701"
"7291",84521,"event",NA,1167,0,"TEMP1704"
"7291",84521,"bounds",NA,987,0,"TEMP1703"
"7291",84522,"event",NA,6227,4792,"TEMP1704"
"7291",84522,"bounds",NA,6197,5112,"TEMP1703"
"7291",84523,"event",NA,6227,4792,"TEMP1704"
"7291",84523,"bounds",NA,6197,5112,"TEMP1703"
"7291",84524,"event",NA,6227,4792,"TEMP1704"
"7291",84524,"bounds",NA,6197,5112,"TEMP1703"
"7291",84525,"event",NA,6227,4792,"TEMP1704"
"7291",84525,"bounds",NA,6197,5112,"TEMP1703"
"7291",84526,"event",NA,6227,4792,"TEMP1704"
"7291",84526,"bounds",NA,6197,5112,"TEMP1703"
"7291",84527,"event",NA,6227,4792,"TEMP1704"
"7291",84527,"bounds",NA,6197,5112,"TEMP1703"
"7291",84528,"event",NA,6227,4792,"TEMP1704"
"7291",84528,"bounds",NA,6197,5112,"TEMP1703"
"7291",84529,"event",NA,6227,4792,"TEMP1704"
"7291",84529,"bounds",NA,6197,5112,"TEMP1703"
"7291",84530,"event",NA,6227,4792,"TEMP1704"
"7291",84530,"bounds",NA,6197,5112,"TEMP1703"
"7291",84531,"event",NA,6227,4792,"TEMP1704"
"7291",84531,"bounds",NA,6197,5112,"TEMP1703"
"7291",84532,"event",NA,1167,0,"TEMP1704"
"7291",84532,"bounds",NA,987,0,"TEMP1703"
"7291",84533,"event",NA,6227,4792,"TEMP1704"
"7291",84533,"bounds",NA,6197,5112,"TEMP1703"
"7291",84534,"event",NA,6227,4792,"TEMP1704"
"7291",84534,"bounds",NA,6197,5112,"TEMP1703"
"7291",84536,"event",NA,6552,6387,"TEMP1704"
"7291",84536,"bounds",NA,6527,6437,"TEMP1703"
"7291",84537,"event",NA,6552,6387,"TEMP1704"
"7291",84537,"bounds",NA,6527,6437,"TEMP1703"
"7291",84539,"event",NA,7262,6682,"TEMP1704"
"7291",84539,"bounds",NA,7167,6707,"TEMP1703"
"7291",84540,"event",NA,7262,6682,"TEMP1704"
"7291",84540,"bounds",NA,7167,6707,"TEMP1703"
"7291",84542,"event",NA,1167,0,"TEMP1704"
"7291",84542,"bounds",NA,987,0,"TEMP1703"
"7291",84543,"event",NA,1167,0,"TEMP1704"
"7291",84543,"bounds",NA,987,0,"TEMP1703"
"7291",84544,"event",NA,1167,0,"TEMP1704"
"7291",84544,"bounds",NA,987,0,"TEMP1703"
"7291",84545,"event",NA,1167,0,"TEMP1704"
"7291",84545,"bounds",NA,987,0,"TEMP1703"
"7291",84547,"event",NA,4357,1492,"TEMP1704"
"7291",84547,"bounds",NA,4037,1712,"TEMP1703"
"7316",84575,"event",NA,12900,11852,"TEMP1706"
"7316",84575,"bounds",NA,12900,11987,"TEMP1705"
"7316",84582,"event",NA,11307,8942,"TEMP1706"
"7316",84582,"bounds",NA,11172,8882,"TEMP1705"
"7316",84583,"event",NA,11307,8942,"TEMP1706"
"7316",84583,"bounds",NA,11172,8882,"TEMP1705"
"7332",84611,"event",NA,10067,550,"TEMP1716"
"7332",84611,"bounds",NA,9242,550,"TEMP1715"
"7337",84619,"event",NA,1307,822,"TEMP1722"
"7337",84619,"bounds",NA,1332,1047,"TEMP1721"
"7454",84744,"event",NA,1077,1007,"TEMP1744"
"7454",84744,"bounds",NA,1092,992,"TEMP1743"
"7468",84759,"event",NA,1387,1000,"TEMP1754"
"7468",84759,"bounds",NA,1337,1000,"TEMP1753"
"7468",84760,"event",NA,1387,1000,"TEMP1754"
"7468",84760,"bounds",NA,1337,1000,"TEMP1753"
"7468",84762,"event",NA,1650,1467,"TEMP1754"
"7468",84762,"bounds",NA,1650,1517,"TEMP1753"
"7491",84789,"event",1797,1827,1762,"TEMP1766"
"7491",84789,"bounds",NA,1877,1722,"TEMP1765"
"7491",84791,"event",NA,6077,4562,"TEMP1766"
"7491",84791,"bounds",NA,5662,4717,"TEMP1765"
"7510",84820,"event",NA,2647,1692,"TEMP1780"
"7510",84820,"bounds",NA,2737,1312,"TEMP1779"
"7510",84823,"event",NA,1692,967,"TEMP1780"
"7510",84823,"bounds",NA,1312,752,"TEMP1779"
"7510",84825,"event",NA,967,410,"TEMP1780"
"7510",84825,"bounds",NA,752,410,"TEMP1779"
"7540",84857,"event",NA,6812,6542,"TEMP1792"
"7540",84857,"bounds",NA,7847,6847,"TEMP1791"
"7540",84858,"event",NA,8937,8672,"TEMP1792"
"7540",84858,"bounds",NA,8837,8727,"TEMP1791"
"7540",84859,"event",NA,8937,8672,"TEMP1792"
"7540",84859,"bounds",NA,8837,8727,"TEMP1791"
"7540",84861,"event",NA,9142,8932,"TEMP1792"
"7540",84861,"bounds",NA,9337,8462,"TEMP1791"
"7540",84866,"event",NA,11700,9287,"TEMP1792"
"7540",84866,"bounds",NA,11700,8737,"TEMP1791"
"7540",84867,"event",NA,11700,9287,"TEMP1792"
"7540",84867,"bounds",NA,11700,8737,"TEMP1791"
"7540",84874,"event",NA,4727,4457,"TEMP1792"
"7540",84874,"bounds",NA,4277,4122,"TEMP1791"
"7540",84876,"event",NA,5497,5167,"TEMP1792"
"7540",84876,"bounds",NA,5457,4277,"TEMP1791"
"7540",84880,"event",NA,6542,6267,"TEMP1792"
"7540",84880,"bounds",NA,6847,5962,"TEMP1791"
"7562",84904,"event",NA,6000,762,"TEMP1798"
"7562",84904,"bounds",NA,6000,987,"TEMP1797"
"7562",84907,"event",NA,6000,762,"TEMP1798"
"7562",84907,"bounds",NA,6000,987,"TEMP1797"
"7650",84998,"event",NA,3957,2542,"TEMP1844"
"7650",84998,"bounds",NA,3872,3442,"TEMP1843"
"7650",85001,"event",NA,5812,5452,"TEMP1844"
"7650",85001,"bounds",NA,5807,5722,"TEMP1843"
"7650",85002,"event",NA,5812,5452,"TEMP1844"
"7650",85002,"bounds",NA,5807,5722,"TEMP1843"
"7650",85005,"event",NA,6127,6067,"TEMP1844"
"7650",85005,"bounds",NA,6137,6072,"TEMP1843"
"7650",85007,"event",NA,6327,6127,"TEMP1844"
"7650",85007,"bounds",NA,6312,6137,"TEMP1843"
"10924",98150,"event",NA,2854,0,"TEMP1862"
"10924",98150,"bounds",NA,2654,0,"TEMP1861"
"10924",98151,"event",NA,2854,0,"TEMP1862"
"10924",98151,"bounds",NA,2654,0,"TEMP1861"
"10924",98152,"event",NA,2854,0,"TEMP1862"
"10924",98152,"bounds",NA,2654,0,"TEMP1861"
"10924",98154,"event",NA,7484,2854,"TEMP1862"
"10924",98154,"bounds",NA,7484,3244,"TEMP1861"
"10924",98156,"event",NA,9374,8004,"TEMP1862"
"10924",98156,"bounds",NA,9374,8004,"TEMP1861"
"10924",98158,"event",NA,13074,9944,"TEMP1862"
"10924",98158,"bounds",NA,12724,10234,"TEMP1861"
"10924",98161,"event",NA,18094,13394,"TEMP1862"
"10924",98161,"bounds",NA,16464,13744,"TEMP1861"
"10924",98163,"event",NA,26000,19574,"TEMP1862"
"10924",98163,"bounds",NA,26000,21204,"TEMP1861"
"10924",98164,"event",NA,26000,19574,"TEMP1862"
"10924",98164,"bounds",NA,26000,21204,"TEMP1861"
"11515",111226,"event",12767,12857,12692,"TEMP1872"
"11515",111226,"bounds",NA,13052,12492,"TEMP1871"
"11515",111227,"event",12767,12857,12692,"TEMP1872"
"11515",111227,"bounds",NA,13052,12492,"TEMP1871"
"11515",111228,"event",12767,12857,12692,"TEMP1872"
"11515",111228,"bounds",NA,13052,12492,"TEMP1871"
"11515",111229,"event",12767,12857,12692,"TEMP1872"
"11515",111229,"bounds",NA,13052,12492,"TEMP1871"
"11515",111230,"event",12767,12857,12692,"TEMP1872"
"11515",111230,"bounds",NA,13052,12492,"TEMP1871"
"11515",111231,"event",12767,12857,12692,"TEMP1872"
"11515",111231,"bounds",NA,13052,12492,"TEMP1871"
"11515",111232,"event",12767,12857,12692,"TEMP1872"
"11515",111232,"bounds",NA,13052,12492,"TEMP1871"
"11515",111233,"event",12767,12857,12692,"TEMP1872"
"11515",111233,"bounds",NA,13052,12492,"TEMP1871"
"11515",111234,"event",12767,12857,12692,"TEMP1872"
"11515",111234,"bounds",NA,13052,12492,"TEMP1871"
"11515",111235,"event",12767,12857,12692,"TEMP1872"
"11515",111235,"bounds",NA,13052,12492,"TEMP1871"
"11515",111236,"event",12767,12857,12692,"TEMP1872"
"11515",111236,"bounds",NA,13052,12492,"TEMP1871"
"11555",112268,"event",NA,5417,0,"TEMP1876"
"11555",112268,"bounds",NA,4037,0,"TEMP1875"
"11555",112272,"event",10957,11172,10762,"TEMP1876"
"11555",112272,"bounds",NA,11552,10452,"TEMP1875"
"11555",112277,"event",NA,16557,5417,"TEMP1876"
"11555",112277,"bounds",NA,23022,4037,"TEMP1875"
"13353",132670,"event",NA,2157,0,"TEMP1888"
"13353",132670,"bounds",NA,1997,0,"TEMP1887"
"13353",132672,"event",NA,3982,2357,"TEMP1888"
"13353",132672,"bounds",NA,3587,2547,"TEMP1887"
"13353",132673,"event",NA,3982,2357,"TEMP1888"
"13353",132673,"bounds",NA,3587,2547,"TEMP1887"
"13353",132674,"event",NA,3982,2357,"TEMP1888"
"13353",132674,"bounds",NA,3587,2547,"TEMP1887"
"13353",132676,"event",NA,10327,4582,"TEMP1888"
"13353",132676,"bounds",NA,9852,4987,"TEMP1887"
"13353",132677,"event",NA,10327,4582,"TEMP1888"
"13353",132677,"bounds",NA,9852,4987,"TEMP1887"
"13353",132678,"event",NA,10327,4582,"TEMP1888"
"13353",132678,"bounds",NA,9852,4987,"TEMP1887"
"13353",132679,"event",NA,10327,4582,"TEMP1888"
"13353",132679,"bounds",NA,9852,4987,"TEMP1887"
"14886",138045,"event",41702,41997,41377,"TEMP1910"
"14886",138045,"bounds",NA,42617,40762,"TEMP1909"
"14886",138046,"event",41702,41997,41377,"TEMP1910"
"14886",138046,"bounds",NA,42617,40762,"TEMP1909"
"14886",138047,"event",41702,41997,41377,"TEMP1910"
"14886",138047,"bounds",NA,42617,40762,"TEMP1909"
"14886",138049,"event",41702,41997,41377,"TEMP1910"
"14886",138049,"bounds",NA,42617,40762,"TEMP1909"
"14886",138050,"event",41702,41997,41377,"TEMP1910"
"14886",138050,"bounds",NA,42617,40762,"TEMP1909"
"14886",138051,"event",41702,41997,41377,"TEMP1910"
"14886",138051,"bounds",NA,42617,40762,"TEMP1909"
"14886",138052,"event",41702,41997,41377,"TEMP1910"
"14886",138052,"bounds",NA,42617,40762,"TEMP1909"
"14886",138053,"event",41702,41997,41377,"TEMP1910"
"14886",138053,"bounds",NA,42617,40762,"TEMP1909"
"14886",138054,"event",41702,41997,41377,"TEMP1910"
"14886",138054,"bounds",NA,42617,40762,"TEMP1909"
"14886",138055,"event",41702,41997,41377,"TEMP1910"
"14886",138055,"bounds",NA,42617,40762,"TEMP1909"
"14886",138056,"event",41702,41997,41377,"TEMP1910"
"14886",138056,"bounds",NA,42617,40762,"TEMP1909"
"14886",224503,"event",NA,41997,9887,"TEMP1910"
"14886",224503,"bounds",NA,42617,9482,"TEMP1909"
"15381",150433,"event",NA,397,77,"TEMP2034"
"15381",150433,"bounds",NA,597,-68,"TEMP2033"
"15390",150697,"event",NA,19432,272,"TEMP2036"
"15390",150697,"bounds",NA,18832,462,"TEMP2035"
"15390",150700,"event",NA,13942,9722,"TEMP2036"
"15390",150700,"bounds",NA,12122,10182,"TEMP2035"
"15390",150702,"event",NA,19982,67,"TEMP2036"
"15390",150702,"bounds",NA,20582,-75,"TEMP2035"
"15390",150703,"event",NA,19982,67,"TEMP2036"
"15390",150703,"bounds",NA,20582,-75,"TEMP2035"
"15390",150704,"event",NA,19982,67,"TEMP2036"
"15390",150704,"bounds",NA,20582,-75,"TEMP2035"
"15433",151843,"event",NA,49042,37882,"TEMP2038"
"15433",151843,"bounds",NA,57892,32427,"TEMP2037"
"15433",151845,"event",NA,48142,37882,"TEMP2038"
"15433",151845,"bounds",NA,53547,32427,"TEMP2037"
"15433",151847,"event",NA,80000,48142,"TEMP2038"
"15433",151847,"bounds",NA,80000,53547,"TEMP2037"
"15433",151848,"event",NA,80000,48142,"TEMP2038"
"15433",151848,"bounds",NA,80000,53547,"TEMP2037"
"15433",151849,"event",NA,3277,0,"TEMP2038"
"15433",151849,"bounds",NA,3172,0,"TEMP2037"
"15433",151852,"event",NA,13542,9712,"TEMP2038"
"15433",151852,"bounds",NA,12867,5627,"TEMP2037"
"15433",151853,"event",NA,13542,9712,"TEMP2038"
"15433",151853,"bounds",NA,12867,5627,"TEMP2037"
"15433",151855,"event",NA,38962,23732,"TEMP2038"
"15433",151855,"bounds",NA,32662,31642,"TEMP2037"
"15433",151856,"event",NA,38962,23732,"TEMP2038"
"15433",151856,"bounds",NA,32662,31642,"TEMP2037"
"15433",151857,"event",NA,38962,23732,"TEMP2038"
"15433",151857,"bounds",NA,32662,31642,"TEMP2037"
"15433",151858,"event",NA,38962,23732,"TEMP2038"
"15433",151858,"bounds",NA,32662,31642,"TEMP2037"
"15433",151859,"event",NA,38962,23732,"TEMP2038"
"15433",151859,"bounds",NA,32662,31642,"TEMP2037"
"15433",151861,"event",NA,45942,38962,"TEMP2038"
"15433",151861,"bounds",NA,52497,32662,"TEMP2037"
"15433",151863,"event",NA,42237,39182,"TEMP2038"
"15433",151863,"bounds",NA,44037,37142,"TEMP2037"
"15433",151865,"event",NA,80000,45942,"TEMP2038"
"15433",151865,"bounds",NA,80000,52497,"TEMP2037"
"15433",151866,"event",NA,80000,45942,"TEMP2038"
"15433",151866,"bounds",NA,80000,52497,"TEMP2037"
"15433",151867,"event",NA,80000,45942,"TEMP2038"
"15433",151867,"bounds",NA,80000,52497,"TEMP2037"
"15433",151868,"event",NA,80000,45942,"TEMP2038"
"15433",151868,"bounds",NA,80000,52497,"TEMP2037"
"16264",173141,"event",NA,12017,1702,"TEMP2184"
"16264",173141,"bounds",NA,12682,1232,"TEMP2183"
"16270",173153,"event",NA,17387,3712,"TEMP2190"
"16270",173153,"bounds",NA,18827,3427,"TEMP2189"
"16272",173170,"event",3452,4007,2897,"TEMP2194"
"16272",173170,"bounds",NA,4922,1957,"TEMP2193"
"16272",173171,"event",3452,4007,2897,"TEMP2194"
"16272",173171,"bounds",NA,4922,1957,"TEMP2193"
"16272",173172,"event",3452,4007,2897,"TEMP2194"
"16272",173172,"bounds",NA,4922,1957,"TEMP2193"
"16272",173173,"event",3452,4007,2897,"TEMP2194"
"16272",173173,"bounds",NA,4922,1957,"TEMP2193"
"16272",173174,"event",3452,4007,2897,"TEMP2194"
"16272",173174,"bounds",NA,4922,1957,"TEMP2193"
"16272",173175,"event",3452,4007,2897,"TEMP2194"
"16272",173175,"bounds",NA,4922,1957,"TEMP2193"
"16272",173176,"event",3452,4007,2897,"TEMP2194"
"16272",173176,"bounds",NA,4922,1957,"TEMP2193"
"16272",173177,"event",3452,4007,2897,"TEMP2194"
"16272",173177,"bounds",NA,4922,1957,"TEMP2193"
"16272",173178,"event",3452,4007,2897,"TEMP2194"
"16272",173178,"bounds",NA,4922,1957,"TEMP2193"
"16272",173179,"event",3452,4007,2897,"TEMP2194"
"16272",173179,"bounds",NA,4922,1957,"TEMP2193"
"18021",204703,"event",NA,2352,250,"TEMP2230"
"18021",204703,"bounds",NA,2327,250,"TEMP2229"
"18021",204706,"event",NA,4000,3137,"TEMP2230"
"18021",204706,"bounds",NA,4000,2717,"TEMP2229"
"18021",204707,"event",NA,5000,4000,"TEMP2230"
"18021",204707,"bounds",NA,5000,4000,"TEMP2229"
"18021",204708,"event",NA,11700,5000,"TEMP2230"
"18021",204708,"bounds",NA,11700,5000,"TEMP2229"
"18064",205262,"event",NA,13272,12862,"TEMP2238"
"18064",205262,"bounds",NA,13642,12537,"TEMP2237"
"18160",207712,"event",NA,10817,6000,"TEMP2266"
"18160",207712,"bounds",NA,10597,6000,"TEMP2265"
"18160",207715,"event",NA,12207,11332,"TEMP2266"
"18160",207715,"bounds",NA,12527,11242,"TEMP2265"
"18275",211728,"event",NA,1142,957,"TEMP2286"
"18275",211728,"bounds",NA,1067,727,"TEMP2285"
"18275",211730,"event",NA,1192,1117,"TEMP2286"
"18275",211730,"bounds",NA,1417,1047,"TEMP2285"
"18275",211734,"event",NA,2117,1847,"TEMP2286"
"18275",211734,"bounds",NA,2137,1817,"TEMP2285"
"18275",211735,"event",NA,2117,1847,"TEMP2286"
"18275",211735,"bounds",NA,2137,1817,"TEMP2285"
"18300",212121,"event",NA,1052,50,"TEMP2288"
"18300",212121,"bounds",NA,882,50,"TEMP2287"
"18320",212381,"event",NA,7707,0,"TEMP2294"
"18320",212381,"bounds",NA,7612,0,"TEMP2293"
"18320",212382,"event",NA,7707,0,"TEMP2294"
"18320",212383,"event",NA,7707,3450,"TEMP2294"
"18320",212384,"event",NA,3450,450,"TEMP2294"
"18320",212384,"bounds",NA,7612,0,"TEMP2293"
"18428",215118,"event",NA,3272,0,"TEMP2318"
"18428",215118,"bounds",NA,2287,0,"TEMP2317"
"18428",215119,"event",NA,3272,0,"TEMP2318"
"18428",215119,"bounds",NA,2287,0,"TEMP2317"
"18428",215120,"event",NA,4382,0,"TEMP2318"
"18428",215120,"bounds",NA,5367,0,"TEMP2317"
"18428",215122,"event",NA,4527,3272,"TEMP2318"
"18428",215122,"bounds",NA,5427,2287,"TEMP2317"
"18428",215124,"event",NA,4527,2607,"TEMP2318"
"18428",215124,"bounds",NA,5427,1902,"TEMP2317"
"18428",215126,"event",NA,3667,2277,"TEMP2318"
"18428",215126,"bounds",NA,4772,1062,"TEMP2317"
"18448",215638,"event",NA,1450,767,"TEMP2332"
"18448",215638,"bounds",NA,1450,1202,"TEMP2331"
"18761",219548,"event",1527,1597,1447,"TEMP2370"
"18761",219548,"bounds",NA,1717,1352,"TEMP2369"
"18761",219551,"event",NA,11700,9832,"TEMP2370"
"18761",219551,"bounds",NA,11700,10222,"TEMP2369"
"18813",220331,"event",NA,39897,1992,"TEMP2396"
"18813",220331,"bounds",NA,46362,1782,"TEMP2395"
"18813",220332,"event",NA,39897,1992,"TEMP2396"
"18813",220332,"bounds",NA,46362,1782,"TEMP2395"
"19119",220979,"event",NA,12617,487,"TEMP2408"
"19119",220979,"bounds",NA,13032,382,"TEMP2407"
"19119",220983,"event",NA,4077,2492,"TEMP2408"
"19119",220983,"bounds",NA,4472,2242,"TEMP2407"
"19119",220986,"event",NA,4077,2492,"TEMP2408"
"19119",220986,"bounds",NA,4472,2242,"TEMP2407"
"19119",220989,"event",NA,4077,2492,"TEMP2408"
"19119",220989,"bounds",NA,4472,2242,"TEMP2407"
"19119",220990,"event",NA,7907,6247,"TEMP2408"
"19119",220990,"bounds",NA,8132,5937,"TEMP2407"
"19119",220991,"event",NA,7907,6247,"TEMP2408"
"19119",220991,"bounds",NA,8132,5937,"TEMP2407"
"19119",220993,"event",NA,12617,487,"TEMP2408"
"19119",220993,"bounds",NA,13032,382,"TEMP2407"
"19119",220994,"event",NA,12617,487,"TEMP2408"
"19119",220994,"bounds",NA,13032,382,"TEMP2407"
"19119",220995,"event",NA,4077,2492,"TEMP2408"
"19119",220995,"bounds",NA,4472,2242,"TEMP2407"
"19119",220996,"event",NA,4077,2492,"TEMP2408"
"19119",220996,"bounds",NA,4472,2242,"TEMP2407"
"19119",220997,"event",NA,4077,2492,"TEMP2408"
"19119",220997,"bounds",NA,4472,2242,"TEMP2407"
"19119",220998,"event",NA,12617,487,"TEMP2408"
"19119",220998,"bounds",NA,13032,382,"TEMP2407"
"19119",220999,"event",NA,4077,2492,"TEMP2408"
"19119",220999,"bounds",NA,4472,2242,"TEMP2407"
"19119",221000,"event",NA,4077,2492,"TEMP2408"
"19119",221000,"bounds",NA,4472,2242,"TEMP2407"
"19119",221001,"event",NA,4077,2492,"TEMP2408"
"19119",221001,"bounds",NA,4472,2242,"TEMP2407"
"19119",221002,"event",NA,4077,2492,"TEMP2408"
"19119",221002,"bounds",NA,4472,2242,"TEMP2407"
"19119",221003,"event",NA,7907,6247,"TEMP2408"
"19119",221003,"bounds",NA,8132,5937,"TEMP2407"
"19119",221004,"event",NA,7907,6247,"TEMP2408"
"19119",221004,"bounds",NA,8132,5937,"TEMP2407"
"19119",221005,"event",NA,12617,487,"TEMP2408"
"19119",221005,"bounds",NA,13032,382,"TEMP2407"
"19119",221006,"event",NA,12617,487,"TEMP2408"
"19119",221006,"bounds",NA,13032,382,"TEMP2407"
"19119",221007,"event",NA,12617,487,"TEMP2408"
"19119",221007,"bounds",NA,13032,382,"TEMP2407"
"19119",221008,"event",NA,12617,487,"TEMP2408"
"19119",221008,"bounds",NA,13032,382,"TEMP2407"
"19119",221009,"event",NA,4077,2492,"TEMP2408"
"19119",221009,"bounds",NA,4472,2242,"TEMP2407"
"19119",221010,"event",NA,12617,487,"TEMP2408"
"19119",221010,"bounds",NA,13032,382,"TEMP2407"
"19119",221011,"event",NA,12617,487,"TEMP2408"
"19119",221011,"bounds",NA,13032,382,"TEMP2407"
"19119",221012,"event",NA,4077,2492,"TEMP2408"
"19119",221012,"bounds",NA,4472,2242,"TEMP2407"
"19119",221013,"event",NA,4077,2492,"TEMP2408"
"19119",221013,"bounds",NA,4472,2242,"TEMP2407"
"19119",221014,"event",NA,12617,487,"TEMP2408"
"19119",221014,"bounds",NA,13032,382,"TEMP2407"
"19119",221015,"event",NA,12617,487,"TEMP2408"
"19119",221015,"bounds",NA,13032,382,"TEMP2407"
"19119",221016,"event",NA,12617,487,"TEMP2408"
"19119",221016,"bounds",NA,13032,382,"TEMP2407"
"19119",221017,"event",NA,12617,487,"TEMP2408"
