"siteid","collectionunitid","datasetid","datasettype"
4981,6040,9997,"geochron"
4986,6047,6192,"vertebrate"
4986,6047,61419,"geochron"
4987,6048,6193,"vertebrate"
4987,6048,61420,"geochron"
4988,6049,6194,"vertebrate"
4988,6049,61421,"geochron"
4989,6050,6195,"vertebrate"
4989,6050,9998,"geochron"
4989,6050,10771,NA
4991,6052,6197,"vertebrate"
4991,6052,9999,"geochron"
4991,6052,10772,NA
4992,6053,6198,"vertebrate"
4992,6053,10000,"geochron"
5003,6073,6218,"vertebrate"
5003,6073,10001,"geochron"
5004,6075,6220,"vertebrate"
5004,6075,10002,"geochron"
5007,6083,6228,"vertebrate"
5007,6083,10003,"geochron"
5008,6094,6239,"vertebrate"
5008,6094,10004,"geochron"
5008,6096,6241,"vertebrate"
5008,6096,10005,"geochron"
5008,6098,6243,"vertebrate"
5008,6098,10006,"geochron"
5008,6099,6244,"vertebrate"
5008,6099,10007,"geochron"
5008,6104,6249,"vertebrate"
5008,6104,10008,"geochron"
5008,6112,6257,"vertebrate"
5008,6112,10009,"geochron"
5008,6116,6261,"vertebrate"
5008,6116,10010,"geochron"
5018,6136,6281,"vertebrate"
5018,6136,61422,"geochron"
5019,6137,6282,"vertebrate"
5019,6137,10011,"geochron"
5020,6138,6283,"vertebrate"
5020,6138,10012,"geochron"
5022,6144,6289,"vertebrate"
5022,6144,10013,"geochron"
5023,6145,6290,"vertebrate"
5023,6145,10014,"geochron"
5023,6145,41578,NA
5023,28712,41546,"geochron"
5023,28712,41547,"vertebrate"
5023,28712,41548,NA
5023,28713,41549,"geochron"
5023,28713,41550,"vertebrate"
5023,28713,41551,NA
5023,28714,41552,"geochron"
5023,28714,41553,"vertebrate"
5023,28714,41554,NA
5023,28715,41555,"geochron"
5023,28715,41556,"vertebrate"
5023,28715,41557,NA
5023,28716,41558,"geochron"
5023,28716,41559,"vertebrate"
5023,28716,41560,NA
5023,28718,41563,"geochron"
5023,28718,41564,"vertebrate"
5023,28718,41565,NA
5023,28719,41566,"geochron"
5023,28719,41567,"vertebrate"
5023,28719,41568,NA
5023,28720,41569,"geochron"
5023,28720,41570,"vertebrate"
5023,28720,41571,NA
5023,28721,41572,"geochron"
5023,28721,41573,"vertebrate"
5023,28721,41574,NA
5023,28722,41575,"geochron"
5023,28722,41576,"vertebrate"
5023,28722,41577,NA
5025,6147,6292,"vertebrate"
5025,6147,10015,"geochron"
5026,6148,6293,"vertebrate"
5026,6148,10016,"geochron"
5027,6149,6294,"vertebrate"
5027,6149,10017,"geochron"
5028,6150,6295,"vertebrate"
5028,6150,10018,"geochron"
5029,6159,6304,"vertebrate"
5029,6159,10019,"geochron"
5029,6160,6305,"vertebrate"
5029,6160,10020,"geochron"
5031,6167,6312,"vertebrate"
5031,6167,10021,"geochron"
5031,6167,10773,NA
5032,6168,6313,"vertebrate"
5032,6168,10022,"geochron"
5034,6170,6315,"vertebrate"
5034,6170,10023,"geochron"
5035,6171,6316,"vertebrate"
5035,6171,10024,"geochron"
5035,6171,10774,NA
5038,6174,6319,"vertebrate"
5038,6174,10025,"geochron"
5039,6175,6320,"vertebrate"
5039,6175,10026,"geochron"
5040,6176,6321,"vertebrate"
5040,6176,10027,"geochron"
5041,6177,6322,"vertebrate"
5041,6177,10028,"geochron"
5042,6181,6326,"vertebrate"
5042,6181,10029,"geochron"
5052,6191,6336,"vertebrate"
5052,6191,10030,"geochron"
5053,6192,6337,"vertebrate"
5053,6192,10031,"geochron"
5054,6193,6338,"vertebrate"
5054,6193,10032,"geochron"
5054,6193,10775,NA
5055,6194,6339,"vertebrate"
5055,6194,10033,"geochron"
5057,6196,6341,"vertebrate"
5057,6196,10034,"geochron"
5058,6197,6342,"vertebrate"
5058,6197,10035,"geochron"
5058,6197,10776,NA
5059,6198,6343,"vertebrate"
5059,6198,10036,"geochron"
5066,6205,6350,"vertebrate"
5066,6205,10037,"geochron"
5067,6206,6351,"vertebrate"
5067,6206,10038,"geochron"
5068,6207,6352,"vertebrate"
5068,6207,10039,"geochron"
5070,6208,6353,"vertebrate"
5070,6208,10040,"geochron"
5074,6212,6357,"vertebrate"
5074,6212,10041,"geochron"
5075,6213,6358,"vertebrate"
5075,6213,10042,"geochron"
5080,6218,6363,"vertebrate"
5080,6218,10043,"geochron"
5081,6219,6364,"vertebrate"
5081,6219,10044,"geochron"
5082,6220,6365,"vertebrate"
5082,6220,10045,"geochron"
5083,6221,6366,"vertebrate"
5083,6221,10046,"geochron"
5083,6221,10783,NA
5084,6222,6367,"vertebrate"
5084,6222,10047,"geochron"
5084,6222,10784,NA
5085,6223,6368,"vertebrate"
5085,6223,10048,"geochron"
5088,6226,6371,"vertebrate"
5088,6226,61423,"geochron"
5096,6234,6379,"vertebrate"
5096,6234,10785,NA
5096,6234,61424,"geochron"
5098,6236,6381,"vertebrate"
5098,6236,10049,"geochron"
5098,6236,10787,NA
5106,6245,6390,"vertebrate"
5106,6245,10050,"geochron"
5107,6246,6391,"vertebrate"
5107,6246,10051,"geochron"
5111,6250,6395,"vertebrate"
5111,6250,10792,NA
5111,6250,61425,"geochron"
5117,6256,6401,"vertebrate"
5117,6256,10052,"geochron"
5120,6259,6404,"vertebrate"
5120,6259,10053,"geochron"
5120,43578,60140,"geochron"
5120,43578,60141,"vertebrate"
5126,6265,6410,"vertebrate"
5126,6265,10054,"geochron"
5127,6266,6411,"vertebrate"
5127,6266,10055,"geochron"
5127,6266,10796,NA
5132,6271,6416,"vertebrate"
5132,6271,10056,"geochron"
5133,6272,6417,"vertebrate"
5133,6272,10057,"geochron"
5135,6274,6419,"vertebrate"
5135,6274,10058,"geochron"
5136,6275,6420,"vertebrate"
5136,6275,10059,"geochron"
5137,6276,6421,"vertebrate"
5137,6276,10060,"geochron"
5138,6277,6422,"vertebrate"
5138,6277,61426,"geochron"
5144,6289,6434,"vertebrate"
5144,6289,10061,"geochron"
5147,6298,6443,"vertebrate"
5147,6298,10062,"geochron"
5151,6302,6447,"vertebrate"
5151,6302,61427,"geochron"
5151,43647,60226,"vertebrate"
5151,43647,61428,"geochron"
5169,6320,6465,"vertebrate"
5169,6320,10063,"geochron"
5171,6322,6467,"vertebrate"
5171,6322,61429,"geochron"
5184,6337,6482,"vertebrate"
5184,6337,61430,"geochron"
5186,6339,6484,"vertebrate"
5186,6339,61431,"geochron"
5189,6342,6487,"vertebrate"
5189,6342,10064,"geochron"
5192,6345,6490,"vertebrate"
5192,6345,10065,"geochron"
5199,6352,6497,"vertebrate"
5199,6352,10066,"geochron"
5204,6357,6502,"vertebrate"
5204,6357,10067,"geochron"
5207,6363,6508,"vertebrate"
5207,6363,10068,"geochron"
5207,6363,10801,NA
5209,6365,6510,"vertebrate"
5209,6365,10069,"geochron"
5210,6366,6511,"vertebrate"
5210,6366,10070,"geochron"
5211,6367,6512,"vertebrate"
5211,6367,10071,"geochron"
5212,6368,6513,"vertebrate"
5212,6368,10072,"geochron"
5213,6369,6514,"vertebrate"
5213,6369,10073,"geochron"
5213,6370,6515,"vertebrate"
5213,6370,10074,"geochron"
5213,6371,6516,"vertebrate"
5213,6371,10075,"geochron"
5217,6375,6520,"vertebrate"
5217,6375,61432,"geochron"
5222,6380,6525,"vertebrate"
5222,6380,61433,"geochron"
5223,6381,6526,"vertebrate"
5223,6381,61434,"geochron"
5224,6382,6527,"vertebrate"
5224,6382,10076,"geochron"
5231,6389,6534,"vertebrate"
5231,6389,10804,NA
5231,6389,61435,"geochron"
5235,6393,6538,"vertebrate"
5235,6393,10077,"geochron"
5236,6394,6539,"vertebrate"
5236,6394,10078,"geochron"
5238,6396,6541,"vertebrate"
5238,6396,10079,"geochron"
5238,6396,10808,NA
5239,6397,6542,"vertebrate"
5239,6397,10080,"geochron"
5240,6399,6544,"vertebrate"
5240,6399,10081,"geochron"
5241,6400,6545,"vertebrate"
5241,6400,61436,"geochron"
5247,6406,6551,"vertebrate"
5247,6406,10082,"geochron"
5248,6407,6552,"vertebrate"
5248,6407,10083,"geochron"
5249,6408,6553,"vertebrate"
5249,6408,10084,"geochron"
5250,6409,6554,"vertebrate"
5250,6409,10085,"geochron"
5254,6413,6558,"vertebrate"
5254,6413,10086,"geochron"
5255,6414,6559,"vertebrate"
5255,6414,10087,"geochron"
5257,6416,6561,"vertebrate"
5257,6416,10088,"geochron"
5258,6417,6562,"vertebrate"
5258,6417,10089,"geochron"
5261,6420,6565,"vertebrate"
5261,6420,10090,"geochron"
5263,6422,6567,"vertebrate"
5263,6422,10091,"geochron"
5264,6426,6571,"vertebrate"
5264,6426,10092,"geochron"
5265,6429,6574,"vertebrate"
5265,6429,10093,"geochron"
5268,6433,6578,"vertebrate"
5268,6433,10094,"geochron"
5286,6451,6596,"vertebrate"
5286,6451,61437,"geochron"
5293,6457,6602,"vertebrate"
5293,6457,61438,"geochron"
5294,6458,6603,"vertebrate"
5294,6458,10095,"geochron"
5299,6463,6608,"vertebrate"
5299,6463,61439,"geochron"
5319,6483,6628,"vertebrate"
5319,6483,10096,"geochron"
5327,6491,6636,"vertebrate"
5327,6491,61440,"geochron"
5330,6494,6639,"vertebrate"
5330,6494,10097,"geochron"
5345,6509,6654,"vertebrate"
5345,6509,10098,"geochron"
5355,6519,6664,"vertebrate"
5355,6519,10099,"geochron"
5363,6527,6672,"vertebrate"
5363,6527,10100,"geochron"
5365,6529,6674,"vertebrate"
5365,6529,10101,"geochron"
5365,6529,10815,NA
5367,6531,6676,"vertebrate"
5367,6531,61441,"geochron"
5368,6532,6677,"vertebrate"
5368,6532,10102,"geochron"
5368,6532,10816,NA
5370,6534,6679,"vertebrate"
5370,6534,10103,"geochron"
5370,6534,10817,NA
5375,6539,6684,"vertebrate"
5375,6539,10104,"geochron"
5376,6540,6685,"vertebrate"
5376,6540,10105,"geochron"
5376,6540,10818,NA
5376,6541,6686,"vertebrate"
5376,6541,10106,"geochron"
5379,6544,6689,"vertebrate"
5379,6544,61442,"geochron"
5381,6546,6691,"vertebrate"
5381,6546,61443,"geochron"
5382,6547,6692,"vertebrate"
5382,6547,61444,"geochron"
5399,6564,6709,"vertebrate"
5399,6564,61445,"geochron"
5412,6577,6722,"vertebrate"
5412,6577,61446,"geochron"
5419,6584,6729,"vertebrate"
5419,6584,61447,"geochron"
5428,6593,6738,"vertebrate"
5428,6593,10107,"geochron"
5444,6611,6756,"vertebrate"
5444,6611,10108,"geochron"
5445,6612,6757,"vertebrate"
5445,6612,10109,"geochron"
5446,6613,6758,"vertebrate"
5446,6613,10110,"geochron"
5447,6614,6759,"vertebrate"
5447,6614,10111,"geochron"
5448,6615,6760,"vertebrate"
5448,6615,10112,"geochron"
5463,6631,6776,"vertebrate"
5463,6631,10114,"geochron"
5463,6632,6777,"vertebrate"
5463,6632,10115,"geochron"
5463,6633,6778,"vertebrate"
5463,6633,10116,"geochron"
5474,6645,6790,"vertebrate"
5474,6645,39852,"geochron"
5476,6647,6792,"vertebrate"
5476,6647,61448,"geochron"
5484,6655,6800,"vertebrate"
5484,6655,10118,"geochron"
5484,6655,10829,NA
5498,6669,6814,"vertebrate"
5498,6669,61449,"geochron"
5508,6679,6824,"vertebrate"
5508,6679,61450,"geochron"
5509,6680,6825,"vertebrate"
5509,6680,10119,"geochron"
5510,6681,6826,"vertebrate"
5510,6681,10120,"geochron"
5510,6681,10835,NA
5511,6682,6827,"vertebrate"
5511,6682,10121,"geochron"
5511,6682,10836,NA
5513,6684,6829,"vertebrate"
5513,6684,10122,"geochron"
5515,6686,6831,"vertebrate"
5515,6686,10123,"geochron"
5516,6687,6832,"vertebrate"
5516,6687,10124,"geochron"
5518,6689,6834,"vertebrate"
5518,6689,10125,"geochron"
5519,6690,6835,"vertebrate"
5519,6690,10126,"geochron"
5521,6692,6837,"vertebrate"
5521,6692,10127,"geochron"
5521,6692,10838,NA
5522,6693,6838,"vertebrate"
5522,6693,10128,"geochron"
5523,6694,6839,"vertebrate"
5523,6694,10129,"geochron"
5526,6697,6842,"vertebrate"
5526,6697,10130,"geochron"
5528,6700,6845,"vertebrate"
5528,6700,10131,"geochron"
5533,6705,6850,"vertebrate"
5533,6705,10132,"geochron"
5535,6707,6852,"vertebrate"
5535,6707,10133,"geochron"
5535,6707,10841,NA
5537,6709,6854,"vertebrate"
5537,6709,10134,"geochron"
5539,6711,6856,"vertebrate"
5539,6711,10135,"geochron"
5539,6711,10842,NA
5552,6725,6870,"vertebrate"
5552,6725,10136,"geochron"
5554,6727,6872,"vertebrate"
5554,6727,10137,"geochron"
5554,6727,10849,NA
5555,6728,6873,"vertebrate"
5555,6728,10138,"geochron"
5564,6737,6882,"vertebrate"
5564,6737,10139,"geochron"
5567,6740,6885,"vertebrate"
5567,6740,10140,"geochron"
5575,6748,6893,"vertebrate"
5575,6748,10141,"geochron"
5577,6750,6895,"vertebrate"
5577,6750,10142,"geochron"
5578,6751,6896,"vertebrate"
5578,6751,10143,"geochron"
5582,6755,6900,"vertebrate"
5582,6755,10144,"geochron"
5583,6756,6901,"vertebrate"
5583,6756,10145,"geochron"
5591,6764,6909,"vertebrate"
5591,6764,10146,"geochron"
5593,6766,6911,"vertebrate"
5593,6766,10147,"geochron"
5597,6770,6915,"vertebrate"
5597,6770,10148,"geochron"
5598,6771,6916,"vertebrate"
5598,6771,10149,"geochron"
5602,6775,6920,"vertebrate"
5602,6775,10150,"geochron"
5603,6776,6921,"vertebrate"
5603,6776,10151,"geochron"
5605,6778,6923,"vertebrate"
5605,6778,10152,"geochron"
5617,6790,6935,"vertebrate"
5617,6790,10153,"geochron"
5620,6793,6938,"vertebrate"
5620,6793,10154,"geochron"
5624,6797,6942,"vertebrate"
5624,6797,10155,"geochron"
5626,6799,6944,"vertebrate"
5626,6799,10156,"geochron"
5627,6800,6945,"vertebrate"
5627,6800,10157,"geochron"
5630,6803,6948,"vertebrate"
5630,6803,61451,"geochron"
5632,6805,6950,"vertebrate"
5632,6805,10158,"geochron"
5632,6805,10852,NA
5637,6811,6956,"vertebrate"
5637,6811,10159,"geochron"
5637,6811,10856,NA
5638,6812,6957,"vertebrate"
5638,6812,10160,"geochron"
5638,6812,10857,NA
5639,6813,6958,"vertebrate"
5639,6813,10161,"geochron"
5639,6813,10858,NA
5640,6814,6959,"vertebrate"
5640,6814,10162,"geochron"
5641,6815,6960,"vertebrate"
5641,6815,10163,"geochron"
5641,6815,10859,NA
5642,6816,6961,"vertebrate"
5642,6816,10164,"geochron"
5642,6816,10860,NA
5645,6819,6964,"vertebrate"
5645,6819,10862,NA
5645,6819,61452,"geochron"
5646,6820,6965,"vertebrate"
5646,6820,10165,"geochron"
5648,6822,6967,"vertebrate"
5648,6822,61453,"geochron"
5650,6824,6969,"vertebrate"
5650,6824,10166,"geochron"
5650,6825,6970,"vertebrate"
5650,6825,10167,"geochron"
5652,6829,6974,"vertebrate"
5652,6829,10864,NA
5652,6829,61454,"geochron"
5653,6830,6975,"vertebrate"
5653,6830,61455,"geochron"
5655,6832,6977,"vertebrate"
5655,6832,10169,"geochron"
5662,6839,6984,"vertebrate"
5662,6839,10170,"geochron"
5663,6840,6985,"vertebrate"
5663,6840,10171,"geochron"
5663,27209,39337,"geochron"
5663,27209,39338,"vertebrate"
5663,27210,39339,"geochron"
5663,27210,39340,"vertebrate"
5664,6841,6986,"vertebrate"
5664,6841,10172,"geochron"
5666,6844,6989,"vertebrate"
5666,6844,10173,"geochron"
5667,6845,6990,"vertebrate"
5667,6845,10174,"geochron"
5667,44782,61686,"geochron"
5667,44782,61687,"vertebrate"
5668,6846,6991,"vertebrate"
5668,6846,10175,"geochron"
5670,6848,6993,"vertebrate"
5670,6848,61456,"geochron"
5673,6851,6996,"vertebrate"
5673,6851,10176,"geochron"
5677,6855,7000,"vertebrate"
5677,6855,61457,"geochron"
5679,6857,7002,"vertebrate"
5679,6857,10177,"geochron"
5679,6857,10871,NA
5681,6859,7004,"vertebrate"
5681,6859,61458,"geochron"
5684,6862,7007,"vertebrate"
5684,6862,10178,"geochron"
5684,6862,10873,NA
5695,6875,7020,"vertebrate"
5695,6875,10179,"geochron"
5696,6876,7021,"vertebrate"
5696,6876,10180,"geochron"
5700,6880,7025,"vertebrate"
5700,6880,10181,"geochron"
5703,6883,7028,"vertebrate"
5703,6883,10182,"geochron"
5705,6886,7031,"vertebrate"
5705,6886,10183,"geochron"
5706,6887,7032,"vertebrate"
5706,6887,10184,"geochron"
5706,6887,39237,"vertebrate"
5707,6888,7033,"vertebrate"
5707,6888,10185,"geochron"
5708,6889,7034,"vertebrate"
5708,6889,10186,"geochron"
5709,6890,7035,"vertebrate"
5709,6890,61459,"geochron"
5710,6891,7036,"vertebrate"
5710,6891,10187,"geochron"
5719,6900,7045,"vertebrate"
5719,6900,10188,"geochron"
5719,6900,10875,NA
5722,6903,7048,"vertebrate"
5722,6903,10189,"geochron"
5730,6911,7056,"vertebrate"
5730,6911,61460,"geochron"
5731,6912,7057,"vertebrate"
5731,6912,61461,"geochron"
5733,6914,7059,"vertebrate"
5733,6914,10190,"geochron"
5734,6915,7060,"vertebrate"
5734,6915,10191,"geochron"
5735,6917,7062,"vertebrate"
5735,6917,10192,"geochron"
5736,6918,7063,"vertebrate"
5736,6918,10193,"geochron"
5737,6919,7064,"vertebrate"
5737,6919,10194,"geochron"
5738,6920,7065,"vertebrate"
5738,6920,10195,"geochron"
5738,6921,7066,"vertebrate"
5738,6921,10196,"geochron"
5739,6922,7067,"vertebrate"
5739,6922,61462,"geochron"
5740,6923,7068,"vertebrate"
5740,6923,10197,"geochron"
5741,6924,7069,"vertebrate"
5741,6924,10198,"geochron"
5742,6925,7070,"vertebrate"
5742,6925,10199,"geochron"
5743,6926,7071,"vertebrate"
5743,6926,10200,"geochron"
5743,6926,10877,NA
5744,6927,7072,"vertebrate"
5744,6927,10201,"geochron"
5745,6928,7073,"vertebrate"
5745,6928,61463,"geochron"
5746,6929,7074,"vertebrate"
5746,6929,10202,"geochron"
5747,6930,7075,"vertebrate"
5747,6930,10203,"geochron"
5748,6931,7076,"vertebrate"
5748,6931,10204,"geochron"
5750,6933,7078,"vertebrate"
5750,6933,10205,"geochron"
5752,6935,7080,"vertebrate"
5752,6935,10206,"geochron"
5753,6936,7081,"vertebrate"
5753,6936,61464,"geochron"
5755,6938,7083,"vertebrate"
5755,6938,61465,"geochron"
5756,6939,7084,"vertebrate"
5756,6939,10207,"geochron"
5760,6943,7088,"vertebrate"
5760,6943,10208,"geochron"
5763,6946,7091,"vertebrate"
5763,6946,10878,NA
5763,6946,61466,"geochron"
5765,6948,7093,"vertebrate"
5765,6948,10209,"geochron"
5765,6948,39255,"vertebrate"
5768,6951,7096,"vertebrate"
5768,6951,10210,"geochron"
5771,6954,7099,"vertebrate"
5771,6954,10212,"geochron"
5772,6955,7100,"vertebrate"
5772,6955,10213,"geochron"
5772,6955,10879,NA
5773,6956,7101,"vertebrate"
5773,6956,10214,"geochron"
5774,6957,7102,"vertebrate"
5774,6957,10215,"geochron"
5775,6958,7103,"vertebrate"
5775,6958,10216,"geochron"
5776,6959,7104,"vertebrate"
5776,6959,10217,"geochron"
5777,6960,7105,"vertebrate"
5777,6960,10218,"geochron"
5779,6962,7107,"vertebrate"
5779,6962,61467,"geochron"
5782,6965,7110,"vertebrate"
5782,6965,10219,"geochron"
5782,6965,49232,"vertebrate"
5784,6967,7112,"vertebrate"
5784,6967,10220,"geochron"
5792,6975,7120,"vertebrate"
5792,6975,10221,"geochron"
5795,6978,7123,"vertebrate"
5795,6978,10222,"geochron"
5796,6979,7124,"vertebrate"
5796,6979,10223,"geochron"
5797,6980,7125,"vertebrate"
5797,6980,10224,"geochron"
5798,6981,7126,"vertebrate"
5798,6981,10225,"geochron"
5799,6982,7127,"vertebrate"
5799,6982,10226,"geochron"
5799,6982,10880,NA
5801,6984,7129,"vertebrate"
5801,6984,10227,"geochron"
5802,6985,7130,"vertebrate"
5802,6985,10228,"geochron"
5803,44480,61117,"geochron"
5803,44480,61118,NA
5803,44480,61119,"vertebrate"
5804,6987,7132,"vertebrate"
5804,6987,10230,"geochron"
5806,6989,7134,"vertebrate"
5806,6989,61468,"geochron"
5807,6990,7135,"vertebrate"
5807,6990,10231,"geochron"
5808,6991,7136,"vertebrate"
5808,6991,10232,"geochron"
5810,6993,7138,"vertebrate"
5810,6993,10233,"geochron"
5810,6993,10881,NA
5812,6995,7140,"vertebrate"
5812,6995,10234,"geochron"
5813,6996,7141,"vertebrate"
5813,6996,10235,"geochron"
5815,6998,7143,"vertebrate"
5815,6998,10882,NA
5815,6998,61469,"geochron"
5816,6999,7144,"vertebrate"
5816,6999,10236,"geochron"
5817,7000,7145,"vertebrate"
5817,7000,10237,"geochron"
5818,7001,7146,"vertebrate"
5818,7001,10238,"geochron"
5819,7002,7147,"vertebrate"
5819,7002,10239,"geochron"
5829,7012,7157,"vertebrate"
5829,7012,10240,"geochron"
5831,7014,7159,"vertebrate"
5831,7014,10241,"geochron"
5839,7022,7167,"vertebrate"
5839,7022,10242,"geochron"
5840,7023,7168,"vertebrate"
5840,7023,10243,"geochron"
5841,7024,7169,"vertebrate"
5841,7024,10244,"geochron"
5843,7026,7171,"vertebrate"
5843,7026,10245,"geochron"
5846,7031,7176,"vertebrate"
5846,7031,10246,"geochron"
5855,7040,7185,"vertebrate"
5855,7040,61470,"geochron"
5858,7043,7188,"vertebrate"
5858,7043,61471,"geochron"
5861,7046,7191,"vertebrate"
5861,7046,61472,"geochron"
5866,7051,7196,"vertebrate"
5866,7051,61473,"geochron"
5870,7055,7200,"vertebrate"
5870,7055,10247,"geochron"
5870,7055,10886,NA
5873,7058,7203,"vertebrate"
5873,7058,10248,"geochron"
5876,7061,7206,"vertebrate"
5876,7061,10249,"geochron"
5883,7069,7214,"vertebrate"
5883,7069,61474,"geochron"
5884,7070,7215,"vertebrate"
5884,7070,10250,"geochron"
5893,7079,7224,"vertebrate"
5893,7079,61475,"geochron"
5894,7081,7226,"vertebrate"
5894,7081,61476,"geochron"
5899,7086,7231,"vertebrate"
5899,7086,10251,"geochron"
5899,44582,61280,"geochron"
5899,44582,61281,"vertebrate"
5901,7089,7234,"vertebrate"
5901,7089,61477,"geochron"
5901,7090,7235,"vertebrate"
5901,7090,61478,"geochron"
5901,7091,7236,"vertebrate"
5901,7091,61479,"geochron"
5904,7094,7239,"vertebrate"
5904,7094,10252,"geochron"
5905,7095,7240,"vertebrate"
5905,7095,10253,"geochron"
5907,7097,7242,"vertebrate"
5907,7097,10254,"geochron"
5925,7115,7260,"vertebrate"
5925,7115,10255,"geochron"
5926,7116,7261,"vertebrate"
5926,7116,10256,"geochron"
5927,7117,7262,"vertebrate"
5927,7117,10257,"geochron"
5928,7118,7263,"vertebrate"
5928,7118,10258,"geochron"
5931,7121,7266,"vertebrate"
5931,7121,10259,"geochron"
5936,7129,7274,"vertebrate"
5936,7129,10260,"geochron"
5938,7131,7276,"vertebrate"
5938,7131,61480,"geochron"
5940,7133,7278,"vertebrate"
5940,7133,61481,"geochron"
5941,7134,7279,"vertebrate"
5941,7134,10261,"geochron"
6033,7225,7370,"vertebrate"
6033,7225,10262,"geochron"
6033,35379,49281,"geochron"
6033,35379,49282,"vertebrate"
6046,7238,7383,"vertebrate"
6046,7238,10265,"geochron"
6047,7239,7384,"vertebrate"
6047,7239,10266,"geochron"
6083,7277,7422,"vertebrate"
6083,7277,10268,"geochron"
6084,7278,7423,"vertebrate"
6084,7278,10269,"geochron"
6084,7278,10900,NA
6087,7281,7426,"vertebrate"
6087,7281,10270,"geochron"
6087,7281,10903,NA
6088,7282,7427,"vertebrate"
6088,7282,10271,"geochron"
6091,7285,7430,"vertebrate"
6091,7285,10272,"geochron"
6095,7289,7434,"vertebrate"
6095,7289,10273,"geochron"
6096,7290,7435,"vertebrate"
6096,7290,10274,"geochron"
6097,7291,7436,"vertebrate"
6097,7291,10275,"geochron"
6106,7316,7461,"vertebrate"
6106,7316,10276,"geochron"
6106,7316,10912,NA
6111,7321,7466,"vertebrate"
6111,7321,10915,NA
6111,7321,61482,"geochron"
6112,7322,7467,"vertebrate"
6112,7322,10916,NA
6112,7322,61483,"geochron"
6116,7326,7471,"vertebrate"
6116,7326,10277,"geochron"
6118,7328,7473,"vertebrate"
6118,7328,10278,"geochron"
6119,7329,7474,"vertebrate"
6119,7329,10279,"geochron"
6122,7332,7477,"vertebrate"
6122,7332,10280,"geochron"
6122,7332,10922,NA
6123,7333,7478,"vertebrate"
6123,7333,10281,"geochron"
6123,7333,10923,NA
6124,7334,7479,"vertebrate"
6124,7334,10282,"geochron"
6124,7334,10924,NA
6126,7336,7481,"vertebrate"
6126,7336,10283,"geochron"
6126,7336,10925,NA
6127,7337,7482,"vertebrate"
6127,7337,10284,"geochron"
6127,7337,10926,NA
6129,7339,7484,"vertebrate"
6129,7339,10285,"geochron"
6129,7339,10928,NA
6129,7339,39236,"vertebrate"
6137,7346,7491,"vertebrate"
6137,7346,10286,"geochron"
6138,7347,7492,"vertebrate"
6138,7347,10287,"geochron"
6139,7348,7493,"vertebrate"
6139,7348,10288,"geochron"
6141,7350,7495,"vertebrate"
6141,7350,10289,"geochron"
6141,7350,10930,NA
6143,7352,7497,"vertebrate"
6143,7352,61484,"geochron"
6151,7360,7505,"vertebrate"
6151,7360,10290,"geochron"
6152,7361,7506,"vertebrate"
6152,7361,10291,"geochron"
6159,7368,7513,"vertebrate"
6159,7368,10292,"geochron"
6167,7376,7521,"vertebrate"
6167,7376,10293,"geochron"
6168,7377,7522,"vertebrate"
6168,7377,10294,"geochron"
6182,7391,7536,"vertebrate"
6182,7391,10295,"geochron"
6199,7408,7553,"vertebrate"
6199,7408,10296,"geochron"
6199,7408,10934,NA
6206,39851,55583,"geochron"
6206,39851,55584,"vertebrate"
6207,7416,7561,"vertebrate"
6207,7416,40051,"geochron"
6231,7440,7585,"vertebrate"
6231,7440,61485,"geochron"
6231,7441,7586,"vertebrate"
6231,7441,61486,"geochron"
6239,7449,7594,"vertebrate"
6239,7449,61487,"geochron"
6242,7451,7596,"vertebrate"
6242,7451,10297,"geochron"
6242,7451,10939,NA
6244,7453,7598,"vertebrate"
6244,7453,10298,"geochron"
6245,7454,7599,"vertebrate"
6245,7454,10941,NA
6245,7454,61488,"geochron"
6246,7455,7600,"vertebrate"
6246,7455,10299,"geochron"
6248,7457,7602,"vertebrate"
6248,7457,10300,"geochron"
6249,7458,7603,"vertebrate"
6249,7458,10301,"geochron"
6250,7459,7604,"vertebrate"
6250,7459,10302,"geochron"
6251,7460,7605,"vertebrate"
6251,7460,10303,"geochron"
6254,7463,7608,"vertebrate"
6254,7463,10304,"geochron"
6256,7465,7610,"vertebrate"
6256,7465,10305,"geochron"
6257,7466,7611,"vertebrate"
6257,7466,10306,"geochron"
6258,7467,7612,"vertebrate"
6258,7467,10307,"geochron"
6258,7467,10942,NA
6259,7468,7613,"vertebrate"
6259,7468,61489,"geochron"
6261,7470,7615,"vertebrate"
6261,7470,61491,"geochron"
6261,43580,60143,"vertebrate"
6261,43580,61490,"geochron"
6262,7471,7616,"vertebrate"
6262,7471,10943,NA
6262,7471,61492,"geochron"
6267,7477,7622,"vertebrate"
6267,7477,10308,"geochron"
6267,7477,10946,NA
6269,7479,7624,"vertebrate"
6269,7479,10309,"geochron"
6274,7483,7628,"vertebrate"
6274,7483,10947,NA
6274,7483,61493,"geochron"
6276,7485,7630,"vertebrate"
6276,7485,61494,"geochron"
6281,7490,7635,"vertebrate"
6281,7490,61495,"geochron"
6282,7491,7636,"vertebrate"
6282,7491,10310,"geochron"
6282,7491,10948,NA
6283,7492,7637,"vertebrate"
6283,7492,10311,"geochron"
6288,7497,7642,"vertebrate"
6288,7497,10312,"geochron"
6288,7497,10949,NA
6290,7499,7644,"vertebrate"
6290,7499,10313,"geochron"
