"siteid","collectionunitid","datasetid","datasettype"
16041,18087,25106,"vertebrate"
16043,18089,24754,"geochron"
16043,18089,24755,"vertebrate"
16056,18102,24771,"geochron"
16056,18102,24772,"vertebrate"
16057,18103,24773,"geochron"
16057,18103,24774,"vertebrate"
16058,18104,24775,"geochron"
16058,18104,24776,"vertebrate"
16060,18106,24778,"geochron"
16060,18106,24779,"vertebrate"
16061,18107,24780,"geochron"
16061,18107,24781,"vertebrate"
16063,18109,24783,"geochron"
16063,18109,24784,"vertebrate"
16064,18110,24785,"geochron"
16064,18110,24786,"vertebrate"
16067,18113,24790,"geochron"
16067,18113,24791,"vertebrate"
16068,18114,24792,"geochron"
16068,18114,24793,"vertebrate"
16069,18115,24794,"geochron"
16069,18115,24795,"vertebrate"
16070,18117,24798,"geochron"
16070,18117,24799,"vertebrate"
16072,18119,24801,"geochron"
16072,18119,24802,"vertebrate"
16073,18120,24803,"geochron"
16073,18120,24804,"vertebrate"
16074,18121,24805,"geochron"
16074,18121,24806,"vertebrate"
16075,18122,24807,"geochron"
16075,18122,24808,"vertebrate"
16076,18123,24809,"geochron"
16076,18123,24810,"vertebrate"
16077,18124,24811,"geochron"
16077,18124,24812,"vertebrate"
16078,18125,24813,"geochron"
16078,18125,24814,"vertebrate"
16080,18127,24816,"geochron"
16080,18127,24817,"vertebrate"
16081,18128,24818,"geochron"
16081,18128,24819,"vertebrate"
16082,18129,24820,"geochron"
16082,18129,24821,"vertebrate"
16085,18132,24824,"geochron"
16085,18132,24825,"vertebrate"
16086,18133,24826,"geochron"
16086,18133,24827,"vertebrate"
16087,18134,24828,"geochron"
16087,18134,24829,"vertebrate"
16088,18135,24830,"geochron"
16088,18135,24831,"vertebrate"
16089,18136,24832,"geochron"
16089,18136,24833,"vertebrate"
16090,18137,24834,"geochron"
16090,18137,24835,"vertebrate"
16107,18158,24873,"geochron"
16107,18158,24874,"vertebrate"
16108,18159,24875,"geochron"
16108,18159,24876,"vertebrate"
16109,18160,24879,"geochron"
16109,18160,24880,"vertebrate"
16110,18161,24881,"geochron"
16110,18161,24882,"vertebrate"
16111,18162,24883,"geochron"
16111,18162,24884,"vertebrate"
16113,18164,24886,"geochron"
16113,18164,24887,"vertebrate"
16114,18165,24888,"geochron"
16114,18165,24889,"vertebrate"
16115,18166,24890,"geochron"
16115,18166,24891,"vertebrate"
16118,18169,24894,"geochron"
16118,18169,24895,"vertebrate"
16150,18213,24961,"geochron"
16150,18213,24962,"vertebrate"
16153,18217,24969,"geochron"
16153,18217,24970,"vertebrate"
16154,18218,24971,"geochron"
16154,18218,24972,"vertebrate"
16155,18219,24973,"geochron"
16155,18219,24974,"vertebrate"
16156,18220,24975,"geochron"
16156,18220,24976,"vertebrate"
16157,18221,24977,"geochron"
16157,18221,24978,"vertebrate"
16158,18222,24979,"geochron"
16158,18222,24980,"vertebrate"
16159,18223,24981,"geochron"
16159,18223,24982,"vertebrate"
16160,18224,24983,"geochron"
16160,18224,24984,"vertebrate"
16161,18225,24985,"geochron"
16161,18225,24986,"vertebrate"
16164,18228,24989,"geochron"
16164,18228,24990,"vertebrate"
16183,18253,25022,"geochron"
16183,18253,25023,"vertebrate"
16184,18254,25024,"geochron"
16184,18254,25025,"vertebrate"
16188,18258,25031,"geochron"
16188,18258,25032,"vertebrate"
16192,18263,25037,"geochron"
16192,18263,25038,"vertebrate"
16193,18264,25039,"geochron"
16193,18264,25040,"vertebrate"
16194,18265,25041,"geochron"
16194,18265,25042,"vertebrate"
16195,18266,25043,"geochron"
16195,18266,25044,"vertebrate"
16196,18267,25045,"geochron"
16196,18267,25046,"vertebrate"
16197,18268,25047,"geochron"
16197,18268,25048,"vertebrate"
16198,18269,25049,"geochron"
16198,18269,25050,"vertebrate"
16199,18270,25051,"geochron"
16199,18270,25052,"vertebrate"
16200,18271,25053,"geochron"
16200,18271,25054,"vertebrate"
16201,18272,25055,"geochron"
16201,18272,25056,"vertebrate"
16202,18273,25057,"geochron"
16202,18273,25058,"vertebrate"
16203,18274,25059,"geochron"
16203,18274,25060,"vertebrate"
16204,18275,25061,"geochron"
16204,18275,25062,"vertebrate"
16205,18276,25063,"geochron"
16205,18276,25064,"vertebrate"
16207,18278,25067,"geochron"
16207,18278,25068,"vertebrate"
16209,18280,25070,"geochron"
16209,18280,25071,"vertebrate"
16221,18299,25098,"geochron"
16221,18299,25099,"vertebrate"
16222,18300,25100,"geochron"
16222,18300,25101,"vertebrate"
16223,18301,25102,"geochron"
16223,18301,25103,"vertebrate"
16224,18302,25104,"geochron"
16224,18302,25105,"vertebrate"
16226,18305,25111,"geochron"
16226,18305,25112,"vertebrate"
16227,18306,25113,"geochron"
16227,18306,25114,"vertebrate"
16228,18307,25115,"geochron"
16228,18307,25116,"vertebrate"
16230,18309,25118,"geochron"
16230,18309,25119,"vertebrate"
16230,18309,25136,"vertebrate"
16234,18315,25128,"geochron"
16234,18315,25129,"vertebrate"
16238,18320,25138,"geochron"
16238,18320,25139,"vertebrate"
16239,18321,25140,"geochron"
16239,18321,25141,"vertebrate"
16240,18322,25142,"geochron"
16240,18322,25143,"vertebrate"
16241,18323,25144,"geochron"
16241,18323,25145,"vertebrate"
16247,18338,25165,"geochron"
16247,18338,25166,"vertebrate"
16249,18340,25168,"geochron"
16249,18340,25169,"vertebrate"
16251,18342,25171,"geochron"
16251,18342,25172,"vertebrate"
16253,18344,25174,"geochron"
16253,18344,25175,"vertebrate"
16254,18345,25176,"geochron"
16254,18345,25177,"vertebrate"
16255,18346,25178,"geochron"
16255,18346,25179,"vertebrate"
16258,18349,25182,"geochron"
16258,18349,25183,"vertebrate"
16261,18356,25195,"geochron"
16261,18356,25196,"vertebrate"
16264,18359,25200,"geochron"
16264,18359,25201,"vertebrate"
16266,18361,25204,"geochron"
16266,18361,25205,"vertebrate"
16280,18379,25239,"geochron"
16280,18379,25240,"vertebrate"
16281,18380,25241,"geochron"
16281,18380,25242,"vertebrate"
16284,18383,25245,"geochron"
16284,18383,25246,"vertebrate"
16285,18384,25247,"geochron"
16285,18384,25248,"vertebrate"
16286,18385,25249,"geochron"
16286,18385,25250,"vertebrate"
16287,18386,25251,"geochron"
16287,18386,25252,"vertebrate"
16288,18387,25253,"geochron"
16288,18387,25254,"vertebrate"
16290,18389,25256,"geochron"
16290,18389,25257,"vertebrate"
16292,18391,25259,"geochron"
16292,18391,25260,"vertebrate"
16294,18393,25263,"geochron"
16294,18393,25264,"vertebrate"
16295,18394,25265,"geochron"
16295,18394,25266,"vertebrate"
16300,18401,25277,"geochron"
16300,18401,25278,"vertebrate"
16301,18403,25280,"geochron"
16301,18403,25281,"vertebrate"
16306,18410,25292,"geochron"
16306,18410,25293,"vertebrate"
16307,18411,25294,"geochron"
16307,18411,25295,"vertebrate"
16308,18412,25296,"geochron"
16308,18412,25297,"vertebrate"
16310,18414,25299,"geochron"
16310,18414,25300,"vertebrate"
16311,18415,25301,"geochron"
16311,18415,25302,"vertebrate"
16312,18416,25303,"geochron"
16312,18416,25304,"vertebrate"
16315,18419,25309,"geochron"
16315,18419,25310,"vertebrate"
16316,18420,25311,"geochron"
16316,18420,25312,"vertebrate"
16317,18421,25313,"geochron"
16317,18421,25314,"vertebrate"
16318,18422,25315,"geochron"
16318,18422,25316,"vertebrate"
16321,18425,25321,"geochron"
16321,18425,25322,"vertebrate"
16322,18426,25323,"geochron"
16322,18426,25324,"vertebrate"
16323,18427,25325,"geochron"
16323,18427,25326,"vertebrate"
16324,18428,25327,"geochron"
16324,18428,25328,"vertebrate"
16325,18429,25329,"geochron"
16325,18429,25330,"vertebrate"
16326,18430,25331,"geochron"
16326,18430,25332,"vertebrate"
16328,18432,25334,"geochron"
16328,18432,25335,"vertebrate"
16333,18437,25350,"geochron"
16333,18437,25351,"vertebrate"
16334,18438,25352,"geochron"
16334,18438,25353,"vertebrate"
16335,18439,25354,"geochron"
16335,18439,25355,"vertebrate"
16337,18441,25357,"geochron"
16337,18441,25358,"vertebrate"
16339,18443,25360,"geochron"
16339,18443,25361,"vertebrate"
16340,18444,25362,"geochron"
16340,18444,25363,"vertebrate"
16344,18448,25373,"geochron"
16344,18448,25374,"vertebrate"
16346,18450,25379,"geochron"
16346,18450,25380,"vertebrate"
16361,18471,25415,"geochron"
16361,18471,25416,"vertebrate"
16370,18504,25456,"geochron"
16370,18504,25457,"vertebrate"
16371,18505,25458,"geochron"
16371,18505,25459,"vertebrate"
16380,18519,25482,"geochron"
16380,18519,25483,"vertebrate"
16381,18520,25484,"geochron"
16381,18520,25485,"vertebrate"
16382,18521,25486,"geochron"
16382,18521,25487,"vertebrate"
16383,18522,25488,"geochron"
16383,18522,25489,"vertebrate"
16386,18525,25493,"geochron"
16386,18525,25494,"vertebrate"
16387,18526,25495,"geochron"
16387,18526,25496,"vertebrate"
16388,18527,25497,"geochron"
16388,18527,25498,"vertebrate"
16390,18529,25500,"geochron"
16390,18529,25501,"vertebrate"
16391,18530,25502,"geochron"
16391,18530,25503,"vertebrate"
16393,18532,25506,"geochron"
16393,18532,25507,"vertebrate"
16394,18533,25508,"geochron"
16394,18533,25509,"vertebrate"
16397,18536,25515,"geochron"
16397,18536,25516,"vertebrate"
16400,18539,25519,"geochron"
16400,18539,25520,"vertebrate"
16401,18540,25521,"geochron"
16401,18540,25522,"vertebrate"
16402,18541,25523,"geochron"
16402,18541,25524,"vertebrate"
16405,18544,25527,"geochron"
16405,18544,25528,"vertebrate"
16406,18545,25529,"geochron"
16406,18545,25530,"vertebrate"
16408,18547,25532,"geochron"
16408,18547,25533,"vertebrate"
16409,18548,25534,"geochron"
16409,18548,25535,"vertebrate"
16412,18551,25538,"geochron"
16412,18551,25539,"vertebrate"
16414,18553,25541,"geochron"
16414,18553,25542,"vertebrate"
16415,18554,25543,"geochron"
16415,18554,25544,"vertebrate"
16417,18556,25546,"geochron"
16417,18556,25547,"vertebrate"
16418,18557,25548,"geochron"
16418,18557,25549,"vertebrate"
16419,18559,25552,"geochron"
16419,18559,25553,"vertebrate"
16420,18560,25554,"geochron"
16420,18560,25555,"vertebrate"
16421,18561,25556,"geochron"
16421,18561,25557,"vertebrate"
16422,18562,25558,"geochron"
16422,18562,25559,"vertebrate"
16423,18563,25560,"geochron"
16423,18563,25561,"vertebrate"
16425,18565,25563,"geochron"
16425,18565,25564,"vertebrate"
16426,18566,25565,"geochron"
16426,18566,25566,"vertebrate"
16427,18567,25567,"geochron"
16427,18567,25568,"vertebrate"
16428,18568,25569,"geochron"
16428,18568,25570,"vertebrate"
16429,18569,25571,"geochron"
16429,18569,25572,"vertebrate"
16431,18571,25574,"geochron"
16431,18571,25575,"vertebrate"
16432,18572,25576,"geochron"
16432,18572,25577,"vertebrate"
16433,18573,25578,"geochron"
16433,18573,25579,"vertebrate"
16434,18574,25580,"geochron"
16434,18574,25581,"vertebrate"
16436,18576,25584,"geochron"
16436,18576,25585,"vertebrate"
16437,18577,25586,"geochron"
16437,18577,25587,"vertebrate"
16438,18578,25588,"geochron"
16438,18578,25589,"vertebrate"
16440,18580,25591,"geochron"
16440,18580,25592,"vertebrate"
16441,18581,25593,"geochron"
16441,18581,25594,"vertebrate"
16442,18582,25595,"geochron"
16442,18582,25596,"vertebrate"
16444,18584,25598,"geochron"
16444,18584,25599,"vertebrate"
16445,18585,25600,"geochron"
16445,18585,25601,"vertebrate"
16449,18589,25606,"geochron"
16449,18589,25607,"vertebrate"
16454,18661,25680,"geochron"
16454,18661,25681,"vertebrate"
16469,18731,25755,"geochron"
16469,18731,25756,"vertebrate"
16470,18732,25757,"geochron"
16470,18732,25758,"vertebrate"
16481,18744,25779,"geochron"
16481,18744,25780,"vertebrate"
16482,18745,25781,"geochron"
16482,18745,25782,"vertebrate"
16483,18746,25783,"geochron"
16483,18746,25784,"vertebrate"
16487,18750,25789,"geochron"
16487,18750,25790,"vertebrate"
16488,18751,25791,"geochron"
16488,18751,25792,"vertebrate"
16489,18752,25793,"geochron"
16489,18752,25794,"vertebrate"
16490,18753,25795,"geochron"
16490,18753,25796,"vertebrate"
16494,18757,25801,"geochron"
16494,18757,25802,"vertebrate"
16498,18761,25808,"vertebrate"
16498,18761,25815,"geochron"
16499,18762,25809,"geochron"
16499,18762,25810,"vertebrate"
16506,18769,25818,"geochron"
16506,18769,25819,"vertebrate"
16507,18770,25820,"geochron"
16507,18770,25821,"vertebrate"
16508,18771,25822,"geochron"
16508,18771,25823,"vertebrate"
16512,18775,25830,"geochron"
16512,18775,25831,"vertebrate"
16513,18776,25832,"geochron"
16513,18776,25833,"vertebrate"
16522,18786,25850,"geochron"
16522,18786,25851,"vertebrate"
16525,18789,25854,"geochron"
16525,18789,25855,"vertebrate"
16526,18790,25856,"geochron"
16526,18790,25857,"vertebrate"
16527,18791,25858,"geochron"
16527,18791,25859,"vertebrate"
16528,18792,25860,"geochron"
16528,18792,25861,"vertebrate"
16529,18793,25862,"geochron"
16529,18793,25863,"vertebrate"
16535,18799,25869,"geochron"
16535,18799,25870,"vertebrate"
16536,18800,25871,"geochron"
16536,18800,25872,"vertebrate"
16537,18801,25873,"geochron"
16537,18801,25874,"vertebrate"
16539,18803,25876,"geochron"
16539,18803,25877,"vertebrate"
16540,18804,25878,"geochron"
16540,18804,25879,"vertebrate"
16543,18807,25882,"geochron"
16543,18807,25883,"vertebrate"
16544,18808,25884,"geochron"
16544,18808,25885,"vertebrate"
16545,18809,25886,"geochron"
16545,18809,25887,"vertebrate"
16546,18810,25888,"geochron"
16546,18810,25889,"vertebrate"
16548,18812,25891,"geochron"
16548,18812,25892,"vertebrate"
16549,18813,25893,"geochron"
16549,18813,25894,"vertebrate"
16553,18817,25898,"geochron"
16553,18817,25899,"vertebrate"
16554,18818,25900,"geochron"
16554,18818,25901,"vertebrate"
16555,18819,25902,"geochron"
16555,18819,25903,NA
16555,18819,25904,"vertebrate"
16556,18820,25905,"geochron"
16556,18820,25906,"vertebrate"
16564,18828,25914,"geochron"
16564,18828,25915,"vertebrate"
16565,18829,25916,"geochron"
16565,18829,25917,"vertebrate"
16568,18854,25942,"geochron"
16568,18854,25943,"vertebrate"
16569,18902,25991,"geochron"
16569,18902,25992,"vertebrate"
16570,18903,25993,"geochron"
16570,18903,25994,"vertebrate"
16571,18904,25995,"geochron"
16571,18904,25996,"vertebrate"
16572,18905,25997,"geochron"
16572,18905,25998,"vertebrate"
16575,18908,26001,"geochron"
16575,18908,26002,"vertebrate"
16576,18909,26003,"geochron"
16576,18909,26004,"vertebrate"
16577,18910,26005,"geochron"
16577,18910,26006,"vertebrate"
16578,18911,26007,"geochron"
16578,18911,26008,"vertebrate"
16581,18914,26011,"geochron"
16581,18914,26012,"vertebrate"
16584,18917,26015,"geochron"
16584,18917,26016,"vertebrate"
16585,18918,26017,"geochron"
16585,18918,26018,"vertebrate"
16590,18970,26070,"geochron"
16590,18970,26071,"vertebrate"
16594,19115,26217,"geochron"
16594,19115,26218,"vertebrate"
16598,19119,26225,"geochron"
16598,19119,26226,"vertebrate"
16600,19121,26229,"geochron"
16600,19121,26230,"vertebrate"
16601,19122,26231,"geochron"
16601,19122,26232,"vertebrate"
16602,19123,26233,"geochron"
16602,19123,26234,"vertebrate"
16603,19124,26235,"geochron"
16603,19124,26236,"vertebrate"
16604,19125,26237,"geochron"
16604,19125,26238,"vertebrate"
16605,19126,26239,"geochron"
16605,19126,26240,"vertebrate"
16606,19127,26241,"geochron"
16606,19127,26242,"vertebrate"
16607,19128,26243,"geochron"
16607,19128,26244,"vertebrate"
16649,19229,26384,"geochron"
16649,19229,26385,"vertebrate"
16664,19281,26449,"geochron"
16664,19281,26450,"vertebrate"
16676,19341,26521,"geochron"
16676,19341,26522,"vertebrate"
16677,19342,26523,"geochron"
16677,19342,26524,"vertebrate"
16714,19382,26566,"geochron"
16714,19382,26667,"vertebrate"
16715,19383,26567,"geochron"
16715,19383,26568,"vertebrate"
16716,19384,26569,"geochron"
16716,19384,26570,"vertebrate"
16721,19402,26590,"geochron"
16721,19402,26591,"vertebrate"
16722,19403,26592,"geochron"
16722,19403,26593,"vertebrate"
16723,19404,26594,"geochron"
16723,19404,26595,"vertebrate"
16725,19406,26597,"geochron"
16725,19406,26598,"vertebrate"
16726,19407,26599,"geochron"
16726,19407,26600,"vertebrate"
16727,19408,26601,"geochron"
16727,19408,26602,"vertebrate"
16730,19412,26609,"geochron"
16730,19412,26610,"vertebrate"
16731,19413,26611,"geochron"
16731,19413,26612,"vertebrate"
16733,19415,26614,"geochron"
16733,19415,26615,"vertebrate"
16734,19416,26616,"geochron"
16734,19416,26617,"vertebrate"
16735,19417,26618,"geochron"
16735,19417,26619,"vertebrate"
16736,19418,26620,"geochron"
16736,19418,26621,"vertebrate"
16740,19422,26626,"geochron"
16740,19422,26627,"vertebrate"
16743,19428,26635,"geochron"
16743,19428,26636,"vertebrate"
16744,19429,26637,"geochron"
16744,19429,26638,"vertebrate"
16745,19430,26639,"geochron"
16745,19430,26640,"vertebrate"
16746,19431,26641,"geochron"
16746,19431,26642,"vertebrate"
16748,19433,26644,"geochron"
16748,19433,26645,"vertebrate"
16753,19438,26650,"geochron"
16753,19438,26651,"vertebrate"
16754,19439,26652,"geochron"
16754,19439,26653,"vertebrate"
16755,19440,26654,"geochron"
16755,19440,26655,"vertebrate"
16756,19441,26656,"geochron"
16756,19441,26657,"vertebrate"
16760,19445,26661,"geochron"
16760,19445,26662,"vertebrate"
16761,19446,26663,"geochron"
16761,19446,26664,"vertebrate"
16762,19447,26665,"geochron"
16762,19447,26666,"vertebrate"
16763,19448,26668,"geochron"
16763,19448,26669,"vertebrate"
16769,19454,26677,"geochron"
16769,19454,26678,"vertebrate"
16770,19455,26679,"geochron"
16770,19455,26680,"vertebrate"
16771,19456,26681,"geochron"
16771,19456,26682,"vertebrate"
16773,42429,58875,"geochron"
16773,42429,58876,"vertebrate"
16774,19459,26685,"geochron"
16774,19459,26686,"vertebrate"
16775,19460,26687,"geochron"
16775,19460,26688,"vertebrate"
16780,19470,26705,"geochron"
16780,19470,26706,"vertebrate"
16869,19559,26795,"geochron"
16869,19559,26796,"vertebrate"
16906,20084,27336,"geochron"
16906,20084,27337,"vertebrate"
16907,20085,27338,"geochron"
16907,20085,27339,"vertebrate"
16908,20086,27340,"geochron"
16908,20086,27341,"vertebrate"
16914,20171,27426,"geochron"
16914,20171,27427,"vertebrate"
16921,20256,27512,"geochron"
16921,20256,27513,"vertebrate"
16945,20624,27881,"geochron"
16945,20624,27882,"vertebrate"
16947,20626,27885,"geochron"
16947,20626,27886,"vertebrate"
16956,20698,27959,"geochron"
16956,20698,27960,"vertebrate"
16958,20700,27963,"geochron"
16958,20700,27964,"vertebrate"
17002,20835,28128,"geochron"
17002,20835,28130,"vertebrate"
17172,21101,28558,"geochron"
17172,21101,28559,"vertebrate"
17173,21102,28560,"geochron"
17173,21102,28561,"vertebrate"
17174,21103,28562,"geochron"
17174,21103,28563,"vertebrate"
17177,21106,28566,"geochron"
17177,21106,28567,"vertebrate"
17179,21108,28569,"geochron"
17179,21108,28570,"vertebrate"
17181,21110,28572,"geochron"
17181,21110,28573,"vertebrate"
17184,21113,28576,"geochron"
17184,21113,28577,"vertebrate"
17187,21116,28580,"geochron"
17187,21116,28581,"vertebrate"
17193,21122,28592,"geochron"
17193,21122,28595,"vertebrate"
17468,21417,29158,"geochron"
17468,21417,29159,"vertebrate"
17499,21451,29224,"geochron"
17499,21451,29225,"vertebrate"
17500,21452,29226,"geochron"
17500,21452,29227,"vertebrate"
17504,21456,29232,"geochron"
17504,21456,29233,"vertebrate"
17507,21459,29237,"geochron"
17507,21459,29238,"vertebrate"
17782,21805,29927,"geochron"
17782,21805,29928,"vertebrate"
17790,21813,29943,"geochron"
17790,21813,29944,"vertebrate"
17801,21824,29965,"geochron"
17801,21824,29966,"vertebrate"
17843,21866,30044,"geochron"
17843,21866,30045,"vertebrate"
17847,21870,30049,"geochron"
17847,21870,30050,"vertebrate"
17848,21871,30051,"geochron"
17848,21871,30052,"vertebrate"
17849,21872,30053,"geochron"
17849,21872,30054,"vertebrate"
17855,21878,30060,"geochron"
17855,21878,30061,"vertebrate"
17860,21883,30070,"geochron"
17860,21883,30071,"vertebrate"
18057,22113,30529,"geochron"
18057,22113,30530,"vertebrate"
18148,22225,30752,"geochron"
18148,22225,30753,"vertebrate"
18229,22324,30950,"geochron"
18229,22324,30951,"vertebrate"
18238,22333,30968,"geochron"
18238,22333,30969,"vertebrate"
18241,22336,30974,"geochron"
18241,22336,30975,"vertebrate"
18243,22338,30977,"geochron"
18243,22338,30978,"vertebrate"
18244,22339,30979,"geochron"
18244,22339,30980,"vertebrate"
18245,22340,30981,"geochron"
18245,22340,30982,"vertebrate"
18246,22341,30983,"geochron"
18246,22341,30984,"vertebrate"
18531,22673,31644,"geochron"
18531,22673,31645,"vertebrate"
18864,23045,32389,"geochron"
18864,23045,32390,"vertebrate"
18864,23045,39334,"vertebrate"
18979,23176,32653,"geochron"
18979,23176,32654,"vertebrate"
18993,23190,32681,"geochron"
18993,23190,32682,"vertebrate"
18994,23191,32683,"geochron"
18994,23191,32684,"vertebrate"
18996,23193,32687,"geochron"
18996,23193,32688,"vertebrate"
18997,23194,32689,"geochron"
18997,23194,32690,"vertebrate"
19000,23197,32695,"geochron"
19000,23197,32696,"vertebrate"
19008,23205,32711,"geochron"
19008,23205,32712,"vertebrate"
19018,23215,32731,"geochron"
19018,23215,32732,"vertebrate"
19096,23295,32892,"geochron"
19096,23295,32893,"vertebrate"
19340,23539,33380,"geochron"
19340,23539,33381,"vertebrate"
19545,23744,33790,"geochron"
19545,23744,33791,"vertebrate"
19546,23745,33792,"geochron"
19546,23745,33793,"vertebrate"
19547,23746,33794,"geochron"
19547,23746,33795,"vertebrate"
19548,23747,33796,"geochron"
19548,23747,33797,"vertebrate"
19549,23748,33798,"geochron"
19549,23748,33799,"vertebrate"
19550,23749,33800,"geochron"
19550,23749,33801,"vertebrate"
19551,23750,33806,"geochron"
19551,23750,33807,"vertebrate"
19662,23861,34028,"geochron"
19662,23861,34029,"vertebrate"
19662,23861,47539,"vertebrate"
19663,23862,34030,"geochron"
19663,23862,34031,"vertebrate"
19922,24121,34548,"geochron"
19922,24121,34549,"vertebrate"
21232,25507,36314,"geochron"
21232,25507,36315,"vertebrate"
21238,25513,36326,"geochron"
21238,25513,36327,"vertebrate"
21250,25525,36350,"geochron"
21250,25525,36351,"vertebrate"
21258,25534,36367,"geochron"
21258,25534,36368,"vertebrate"
21261,25541,36380,"geochron"
21261,25541,36381,"vertebrate"
21263,25543,36384,"geochron"
21263,25543,36385,"vertebrate"
21267,25547,36392,"geochron"
21267,25547,36393,"vertebrate"
21268,25548,36394,"geochron"
21268,25548,36395,"vertebrate"
21269,25549,36396,"geochron"
21269,25549,36397,"vertebrate"
21270,25550,36398,"geochron"
21270,25550,36399,"vertebrate"
21273,25553,36404,"geochron"
21273,25553,36405,"vertebrate"
21274,25554,36406,"geochron"
21274,25554,36407,"vertebrate"
21278,25558,36413,"geochron"
21278,25558,36414,"vertebrate"
21306,25588,36473,"geochron"
21306,25588,36474,"vertebrate"
21342,25624,36542,"geochron"
21342,25624,36543,"vertebrate"
21352,25634,36560,"vertebrate"
21352,25634,61508,"geochron"
21357,25639,36566,"geochron"
21357,25639,36567,"vertebrate"
21396,25678,36642,"geochron"
21396,25678,36643,"vertebrate"
21401,25684,36652,"geochron"
21401,25684,36653,"vertebrate"
21404,25687,36657,"geochron"
21404,25687,36658,"vertebrate"
21418,25703,36689,"geochron"
21418,25703,36690,"vertebrate"
21439,25727,36731,"geochron"
21439,25727,36732,"vertebrate"
21439,26881,38909,"geochron"
21439,26881,38910,"vertebrate"
21439,26882,38912,"geochron"
21439,26882,38913,"vertebrate"
21439,26883,38914,"geochron"
21439,26883,38915,"vertebrate"
21439,26884,38916,"geochron"
21439,26884,38917,"vertebrate"
21459,25756,36787,"geochron"
21459,25756,36788,"vertebrate"
21461,25759,36793,"geochron"
21461,25759,36794,"vertebrate"
21463,25761,36797,"geochron"
21463,25761,36798,"vertebrate"
21466,25765,36805,"geochron"
21466,25765,36806,"vertebrate"
21470,25771,36816,"geochron"
21470,25771,36817,"vertebrate"
21477,25780,36834,"geochron"
21477,25780,36835,"vertebrate"
21480,25783,36840,"geochron"
21480,25783,36841,"vertebrate"
21489,25792,36856,"geochron"
21489,25792,36857,"vertebrate"
21493,25796,36864,"geochron"
21493,25796,36865,"vertebrate"
21496,41641,57831,"geochron"
21496,41641,57832,"vertebrate"
21499,25806,36881,"geochron"
21499,25806,36882,"vertebrate"
21502,25810,36889,"geochron"
21502,25810,36890,"vertebrate"
21509,25819,36906,"geochron"
21509,25819,36907,"vertebrate"
21513,25823,36914,"geochron"
21513,25823,36915,"vertebrate"
21527,25842,36946,"geochron"
21527,25842,36947,"vertebrate"
21528,25843,36948,"geochron"
21528,25843,36949,"vertebrate"
21536,25854,36970,"geochron"
21536,25854,36971,"vertebrate"
21539,25858,36978,"geochron"
21539,25858,36979,"vertebrate"
21549,25872,37006,"geochron"
21549,25872,37007,"vertebrate"
21553,25876,37014,"geochron"
21553,25876,37015,"vertebrate"
21558,25883,37027,"geochron"
21558,25883,37028,"vertebrate"
21559,25884,37029,"geochron"
21559,25884,37030,"vertebrate"
21560,25885,37031,"geochron"
21560,25885,37032,"vertebrate"
21561,25886,37033,"geochron"
21561,25886,37034,"vertebrate"
21575,25900,37056,"geochron"
21575,25900,37057,"vertebrate"
21747,26114,37469,"geochron"
21747,26114,37470,"vertebrate"
21748,26115,37471,"geochron"
21748,26115,37472,"vertebrate"
21750,26117,37474,"geochron"
21750,26117,37475,"vertebrate"
21753,26120,37479,"geochron"
21753,26120,37480,"vertebrate"
21754,26121,37481,"geochron"
21754,26121,37482,"vertebrate"
21755,26122,37483,"geochron"
21755,26122,37484,"vertebrate"
21757,26124,37486,"geochron"
21757,26124,37487,"vertebrate"
21758,26125,37488,"geochron"
21758,26125,37489,"vertebrate"
21759,26126,37490,"geochron"
21759,26126,37491,"vertebrate"
21760,26127,37492,"geochron"
21760,26127,37493,"vertebrate"
21761,26128,37494,"geochron"
21761,26128,37495,"vertebrate"
21762,26129,37496,"geochron"
21762,26129,37497,"vertebrate"
21763,26130,37498,"geochron"
21763,26130,37499,"vertebrate"
21934,26329,37888,"geochron"
21934,26329,37889,"vertebrate"
21940,26336,37901,"geochron"
21940,26336,37902,"vertebrate"
21947,26343,37914,"geochron"
21947,26343,37915,"vertebrate"
21948,26344,37916,"geochron"
21948,26344,37917,"vertebrate"
21949,26345,37918,"geochron"
21949,26345,37919,"vertebrate"
21974,26370,37967,"geochron"
21974,26370,37968,"vertebrate"
22023,26419,38060,"geochron"
22023,26419,38061,"vertebrate"
22024,26420,38062,"geochron"
22024,26420,38063,"vertebrate"
22028,26424,38067,"geochron"
22028,26424,38068,"vertebrate"
22029,26425,38069,"geochron"
22029,26425,38070,"vertebrate"
22030,26426,38071,"geochron"
22030,26426,38072,"vertebrate"
22031,26427,38073,"geochron"
22031,26427,38074,"vertebrate"
22032,26428,38075,"geochron"
22032,26428,38076,"vertebrate"
22033,26429,38077,"geochron"
22033,26429,38078,"vertebrate"
22036,26432,38083,"geochron"
22036,26432,38084,"vertebrate"
22038,26434,38086,"geochron"
22038,26434,38087,"vertebrate"
22041,26437,38090,"geochron"
22041,26437,38091,"vertebrate"
22044,26440,38094,"geochron"
22044,26440,38095,"vertebrate"
22048,26444,38099,"geochron"
22048,26444,38100,"vertebrate"
22049,26445,38101,"geochron"
22049,26445,38102,"vertebrate"
22053,26449,38106,"geochron"
22053,26449,38107,"vertebrate"
22054,26450,38108,"geochron"
22054,26450,38109,"vertebrate"
22056,26452,38112,"geochron"
22056,26452,38113,"vertebrate"
