"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
53058,"UCIAMS-127304",14534,14834,14334
53068,"UCIAMS-141951",14514,14834,14324
53105,"UCIAMS-143531",14514,14834,14314
53092,"UCIAMS-141944",14514,14834,14314
53067,"UCIAMS-141943",14504,14824,14314
53158,"Beta-116497",14544,14964,14164
53135,"Beta-093653",14514,14864,14234
53093,"UCIAMS-141945",14494,14824,14294
53085,"UCIAMS-141946",14494,14824,14294
53072,"UCIAMS-141956",14474,14814,14294
53128,"Beta-112236",14494,14834,14234
53152,"AA-008760",14514,14924,14154
53120,"UCIAMS-149038",14474,14814,14244
53090,"UCIAMS-141952",14464,14814,14264
53089,"UCIAMS-141949",14464,14814,14264
53086,"UCIAMS-141937",14454,14804,14244
53106,"UCIAMS-143532",14444,14804,14234
53147,"AA-011048",14484,14894,14154
53060,"UCIAMS-141930",14434,14804,14234
53078,"UCIAMS-141941",14424,14794,14224
53063,"UCIAMS-141934",14424,14794,14224
53108,"UCIAMS-143536",14414,14794,14214
53116,"UCIAMS-149043",14324,14784,14164
53102,"UCIAMS-141928",14324,14784,14174
10087,"Beta-15090",14434,14904,14094
53129,"Beta-116280",14274,14784,14124
53061,"UCIAMS-141932",14244,14774,14144
53161,"Beta-015088",14364,14854,14064
53091,"UCIAMS-141933",14224,14764,14114
53138,"Beta-116282",14254,14774,14104
53130,"Beta-116494",14234,14774,14104
53062,"UCIAMS-141931",14184,14724,14104
53076,"UCIAMS-141929",14184,14364,14104
53137,"Beta-116281",14204,14764,14084
53113,"UCIAMS-153343",14174,14334,14094
53103,"UCIAMS-141935",14154,14314,14084
53118,"UCIAMS-149035",14144,14304,14074
53124,"UCIAMS-149032",14134,14304,14074
53168,"Beta-015090",14174,14784,13854
53119,"UCIAMS-149036",14084,14174,13984
53131,"Beta-116495",14064,14174,13884
10085,"Beta",14024,14574,13804
53136,"Beta-093654",13924,14044,13804
53115,"UCIAMS-149034",13754,13964,13624
53087,"UCIAMS-149031",13714,13794,13624
53088,"UCIAMS-149033",13684,13764,13554
53133,"Beta-118907",13664,13764,13524
53148,"Beta-129550",13594,13764,13454
53142,"Beta-116496",13494,13604,13364
53132,"Beta-118906",13344,13444,13234
53150,"Beta-129554",13204,13334,13104
53149,"Beta-129553",13154,13294,12984
53054,"UCIAMS-176663",13144,13174,13114
53117,"UCIAMS-149029",13044,13104,12934
53101,"UCIAMS-149030",13024,13094,12924
53099,"UCIAMS-143534",13004,13084,12904
53112,"UCIAMS-149028",12954,13064,12854
53126,"UCIAMS-149782",12914,13054,12814
53156,"Beta-129552",12904,13074,12764
53144,"Beta-023753",12634,12714,12494
53111,"UCIAMS-149027",12644,12694,12504
53162,"Beta-021752",12214,12584,11844
53163,"Beta-103889",12114,12524,11684
53169,"Beta-021750",11554,11924,11274
53100,"UCIAMS-149026",11474,11674,11314
53141,"Beta-103888",11414,11694,11264
53139,"Beta-058858",11364,11624,11254
53084,"UCIAMS-149025",10464,10554,10334
